"CN","PLT_CN","STATECD","UNITCD","COUNTYCD","PLOT","INVYR","SUBP","CONDID","GROWTH_HABIT_CD","LAYER","COVER_PCT","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE"
"211886604020004","247063849010661",39,1,87,319,2012,1,1,"TT",2,25,"",2013-07-15,"20004","",,"",7,1
"211886605020004","247063849010661",39,1,87,319,2012,1,1,"TT",3,75,"",2013-07-15,"20004","",,"",7,1
"211886606020004","247063849010661",39,1,87,319,2012,1,1,"TT",4,85,"",2013-07-15,"20004","",,"",7,1
"211886607020004","247063849010661",39,1,87,319,2012,1,1,"TT",5,95,"",2013-07-15,"20004","",,"",7,1
"211886648020004","247063849010661",39,1,87,319,2012,2,1,"FB",1,35,"",2013-07-15,"20004","",,"",7,1
"211886649020004","247063849010661",39,1,87,319,2012,2,1,"FB",2,21,"",2013-07-15,"20004","",,"",7,1
"211886650020004","247063849010661",39,1,87,319,2012,2,1,"FB",3,0,"",2013-07-15,"20004","",,"",7,1
"211886651020004","247063849010661",39,1,87,319,2012,2,1,"FB",4,0,"",2013-07-15,"20004","",,"",7,1
"211886652020004","247063849010661",39,1,87,319,2012,2,1,"FB",5,48,"",2013-07-15,"20004","",,"",7,1
"211886653020004","247063849010661",39,1,87,319,2012,2,1,"GR",1,52,"",2013-07-15,"20004","",,"",7,1
"211886654020004","247063849010661",39,1,87,319,2012,2,1,"GR",2,15,"",2013-07-15,"20004","",,"",7,1
"211886655020004","247063849010661",39,1,87,319,2012,2,1,"GR",3,0,"",2013-07-15,"20004","",,"",7,1
"211886656020004","247063849010661",39,1,87,319,2012,2,1,"GR",4,0,"",2013-07-15,"20004","",,"",7,1
"211886640020004","247063849010661",39,1,87,319,2012,2,1,"NT",3,10,"",2013-07-15,"20004","",,"",7,1
"211886657020004","247063849010661",39,1,87,319,2012,2,1,"GR",5,55,"",2013-07-15,"20004","",,"",7,1
"211886638020004","247063849010661",39,1,87,319,2012,2,1,"NT",1,1,"",2013-07-15,"20004","",,"",7,1
"211886639020004","247063849010661",39,1,87,319,2012,2,1,"NT",2,3,"",2013-07-15,"20004","",,"",7,1
"211886641020004","247063849010661",39,1,87,319,2012,2,1,"NT",4,1,"",2013-07-15,"20004","",,"",7,1
"211886642020004","247063849010661",39,1,87,319,2012,2,1,"NT",5,13,"",2013-07-15,"20004","",,"",7,1
"211886643020004","247063849010661",39,1,87,319,2012,2,1,"SH",1,31,"",2013-07-15,"20004","",,"",7,1
"211886644020004","247063849010661",39,1,87,319,2012,2,1,"SH",2,27,"",2013-07-15,"20004","",,"",7,1
"211886645020004","247063849010661",39,1,87,319,2012,2,1,"SH",3,1,"",2013-07-15,"20004","",,"",7,1
"211886646020004","247063849010661",39,1,87,319,2012,2,1,"SH",4,3,"",2013-07-15,"20004","",,"",7,1
"211886647020004","247063849010661",39,1,87,319,2012,2,1,"SH",5,44,"",2013-07-15,"20004","",,"",7,1
"211886633020004","247063849010661",39,1,87,319,2012,2,1,"TT",1,33,"",2013-07-15,"20004","",,"",7,1
"211886634020004","247063849010661",39,1,87,319,2012,2,1,"TT",2,23,"",2013-07-15,"20004","",,"",7,1
"211886635020004","247063849010661",39,1,87,319,2012,2,1,"TT",3,60,"",2013-07-15,"20004","",,"",7,1
"211886636020004","247063849010661",39,1,87,319,2012,2,1,"TT",4,67,"",2013-07-15,"20004","",,"",7,1
"211886637020004","247063849010661",39,1,87,319,2012,2,1,"TT",5,88,"",2013-07-15,"20004","",,"",7,1
"211886678020004","247063849010661",39,1,87,319,2012,3,1,"FB",1,70,"",2013-07-15,"20004","",,"",7,1
"211886679020004","247063849010661",39,1,87,319,2012,3,1,"FB",2,1,"",2013-07-15,"20004","",,"",7,1
"211886680020004","247063849010661",39,1,87,319,2012,3,1,"FB",3,0,"",2013-07-15,"20004","",,"",7,1
"211886681020004","247063849010661",39,1,87,319,2012,3,1,"FB",4,0,"",2013-07-15,"20004","",,"",7,1
"211886682020004","247063849010661",39,1,87,319,2012,3,1,"FB",5,70,"",2013-07-15,"20004","",,"",7,1
"211886683020004","247063849010661",39,1,87,319,2012,3,1,"GR",1,5,"",2013-07-15,"20004","",,"",7,1
"211886684020004","247063849010661",39,1,87,319,2012,3,1,"GR",2,0,"",2013-07-15,"20004","",,"",7,1
"211886685020004","247063849010661",39,1,87,319,2012,3,1,"GR",3,0,"",2013-07-15,"20004","",,"",7,1
"211886686020004","247063849010661",39,1,87,319,2012,3,1,"GR",4,0,"",2013-07-15,"20004","",,"",7,1
"211886687020004","247063849010661",39,1,87,319,2012,3,1,"GR",5,5,"",2013-07-15,"20004","",,"",7,1
"211886668020004","247063849010661",39,1,87,319,2012,3,1,"NT",1,0,"",2013-07-15,"20004","",,"",7,1
"211886669020004","247063849010661",39,1,87,319,2012,3,1,"NT",2,0,"",2013-07-15,"20004","",,"",7,1
"211886670020004","247063849010661",39,1,87,319,2012,3,1,"NT",3,0,"",2013-07-15,"20004","",,"",7,1
"211886671020004","247063849010661",39,1,87,319,2012,3,1,"NT",4,0,"",2013-07-15,"20004","",,"",7,1
"211886672020004","247063849010661",39,1,87,319,2012,3,1,"NT",5,0,"",2013-07-15,"20004","",,"",7,1
"211886673020004","247063849010661",39,1,87,319,2012,3,1,"SH",1,21,"",2013-07-15,"20004","",,"",7,1
"211886674020004","247063849010661",39,1,87,319,2012,3,1,"SH",2,5,"",2013-07-15,"20004","",,"",7,1
"211886675020004","247063849010661",39,1,87,319,2012,3,1,"SH",3,1,"",2013-07-15,"20004","",,"",7,1
"211886676020004","247063849010661",39,1,87,319,2012,3,1,"SH",4,3,"",2013-07-15,"20004","",,"",7,1
"211886677020004","247063849010661",39,1,87,319,2012,3,1,"SH",5,25,"",2013-07-15,"20004","",,"",7,1
"211886663020004","247063849010661",39,1,87,319,2012,3,1,"TT",1,12,"",2013-07-15,"20004","",,"",7,1
"211886664020004","247063849010661",39,1,87,319,2012,3,1,"TT",2,20,"",2013-07-15,"20004","",,"",7,1
"211886665020004","247063849010661",39,1,87,319,2012,3,1,"TT",3,32,"",2013-07-15,"20004","",,"",7,1
"211886666020004","247063849010661",39,1,87,319,2012,3,1,"TT",4,88,"",2013-07-15,"20004","",,"",7,1
"211886667020004","247063849010661",39,1,87,319,2012,3,1,"TT",5,97,"",2013-07-15,"20004","",,"",7,1
"211886708020004","247063849010661",39,1,87,319,2012,4,1,"FB",1,41,"",2013-07-15,"20004","",,"",7,1
"211886709020004","247063849010661",39,1,87,319,2012,4,1,"FB",2,5,"",2013-07-15,"20004","",,"",7,1
"211886710020004","247063849010661",39,1,87,319,2012,4,1,"FB",3,0,"",2013-07-15,"20004","",,"",7,1
"211886711020004","247063849010661",39,1,87,319,2012,4,1,"FB",4,0,"",2013-07-15,"20004","",,"",7,1
"211886712020004","247063849010661",39,1,87,319,2012,4,1,"FB",5,43,"",2013-07-15,"20004","",,"",7,1
"211886713020004","247063849010661",39,1,87,319,2012,4,1,"GR",1,25,"",2013-07-15,"20004","",,"",7,1
"211886714020004","247063849010661",39,1,87,319,2012,4,1,"GR",2,15,"",2013-07-15,"20004","",,"",7,1
"211886715020004","247063849010661",39,1,87,319,2012,4,1,"GR",3,1,"",2013-07-15,"20004","",,"",7,1
"211886716020004","247063849010661",39,1,87,319,2012,4,1,"GR",4,0,"",2013-07-15,"20004","",,"",7,1
"211886717020004","247063849010661",39,1,87,319,2012,4,1,"GR",5,25,"",2013-07-15,"20004","",,"",7,1
"211886698020004","247063849010661",39,1,87,319,2012,4,1,"NT",1,0,"",2013-07-15,"20004","",,"",7,1
"211886699020004","247063849010661",39,1,87,319,2012,4,1,"NT",2,0,"",2013-07-15,"20004","",,"",7,1
"211886700020004","247063849010661",39,1,87,319,2012,4,1,"NT",3,0,"",2013-07-15,"20004","",,"",7,1
"211886701020004","247063849010661",39,1,87,319,2012,4,1,"NT",4,0,"",2013-07-15,"20004","",,"",7,1
"211886702020004","247063849010661",39,1,87,319,2012,4,1,"NT",5,0,"",2013-07-15,"20004","",,"",7,1
"211886703020004","247063849010661",39,1,87,319,2012,4,1,"SH",1,31,"",2013-07-15,"20004","",,"",7,1
"211886704020004","247063849010661",39,1,87,319,2012,4,1,"SH",2,23,"",2013-07-15,"20004","",,"",7,1
"211886705020004","247063849010661",39,1,87,319,2012,4,1,"SH",3,3,"",2013-07-15,"20004","",,"",7,1
"211886706020004","247063849010661",39,1,87,319,2012,4,1,"SH",4,7,"",2013-07-15,"20004","",,"",7,1
"211886707020004","247063849010661",39,1,87,319,2012,4,1,"SH",5,56,"",2013-07-15,"20004","",,"",7,1
"211886693020004","247063849010661",39,1,87,319,2012,4,1,"TT",1,18,"",2013-07-15,"20004","",,"",7,1
"211886694020004","247063849010661",39,1,87,319,2012,4,1,"TT",2,23,"",2013-07-15,"20004","",,"",7,1
"211886695020004","247063849010661",39,1,87,319,2012,4,1,"TT",3,31,"",2013-07-15,"20004","",,"",7,1
"211886696020004","247063849010661",39,1,87,319,2012,4,1,"TT",4,85,"",2013-07-15,"20004","",,"",7,1
"211886697020004","247063849010661",39,1,87,319,2012,4,1,"TT",5,93,"",2013-07-15,"20004","",,"",7,1
"211888705020004","247063945010661",39,3,111,537,2012,1,1,"FB",1,33,"",2013-07-15,"20004","",,"",7,1
"211888706020004","247063945010661",39,3,111,537,2012,1,1,"FB",2,2,"",2013-07-15,"20004","",,"",7,1
"211888707020004","247063945010661",39,3,111,537,2012,1,1,"FB",3,0,"",2013-07-15,"20004","",,"",7,1
"211888708020004","247063945010661",39,3,111,537,2012,1,1,"FB",4,0,"",2013-07-15,"20004","",,"",7,1
"211888709020004","247063945010661",39,3,111,537,2012,1,1,"FB",5,33,"",2013-07-15,"20004","",,"",7,1
"211888710020004","247063945010661",39,3,111,537,2012,1,1,"GR",1,29,"",2013-07-15,"20004","",,"",7,1
"211888711020004","247063945010661",39,3,111,537,2012,1,1,"GR",2,1,"",2013-07-15,"20004","",,"",7,1
"211888712020004","247063945010661",39,3,111,537,2012,1,1,"GR",3,0,"",2013-07-15,"20004","",,"",7,1
"211888713020004","247063945010661",39,3,111,537,2012,1,1,"GR",4,0,"",2013-07-15,"20004","",,"",7,1
"211888714020004","247063945010661",39,3,111,537,2012,1,1,"GR",5,29,"",2013-07-15,"20004","",,"",7,1
"211888695020004","247063945010661",39,3,111,537,2012,1,1,"NT",1,15,"",2013-07-15,"20004","",,"",7,1
"211888696020004","247063945010661",39,3,111,537,2012,1,1,"NT",2,20,"",2013-07-15,"20004","",,"",7,1
"211888697020004","247063945010661",39,3,111,537,2012,1,1,"NT",3,25,"",2013-07-15,"20004","",,"",7,1
"211888698020004","247063945010661",39,3,111,537,2012,1,1,"NT",4,0,"",2013-07-15,"20004","",,"",7,1
"211888699020004","247063945010661",39,3,111,537,2012,1,1,"NT",5,25,"",2013-07-15,"20004","",,"",7,1
"211888700020004","247063945010661",39,3,111,537,2012,1,1,"SH",1,37,"",2013-07-15,"20004","",,"",7,1
"211888701020004","247063945010661",39,3,111,537,2012,1,1,"SH",2,39,"",2013-07-15,"20004","",,"",7,1
"211888702020004","247063945010661",39,3,111,537,2012,1,1,"SH",3,5,"",2013-07-15,"20004","",,"",7,1
"211888703020004","247063945010661",39,3,111,537,2012,1,1,"SH",4,3,"",2013-07-15,"20004","",,"",7,1
"211888704020004","247063945010661",39,3,111,537,2012,1,1,"SH",5,45,"",2013-07-15,"20004","",,"",7,1
"211888690020004","247063945010661",39,3,111,537,2012,1,1,"TT",1,39,"",2013-07-15,"20004","",,"",7,1
"211888691020004","247063945010661",39,3,111,537,2012,1,1,"TT",2,37,"",2013-07-15,"20004","",,"",7,1
"211888692020004","247063945010661",39,3,111,537,2012,1,1,"TT",3,71,"",2013-07-15,"20004","",,"",7,1
"211888693020004","247063945010661",39,3,111,537,2012,1,1,"TT",4,70,"",2013-07-15,"20004","",,"",7,1
"211888694020004","247063945010661",39,3,111,537,2012,1,1,"TT",5,95,"",2013-07-15,"20004","",,"",7,1
"211888735020004","247063945010661",39,3,111,537,2012,2,1,"FB",1,32,"",2013-07-15,"20004","",,"",7,1
"211888736020004","247063945010661",39,3,111,537,2012,2,1,"FB",2,6,"",2013-07-15,"20004","",,"",7,1
"211888737020004","247063945010661",39,3,111,537,2012,2,1,"FB",3,0,"",2013-07-15,"20004","",,"",7,1
"211888738020004","247063945010661",39,3,111,537,2012,2,1,"FB",4,0,"",2013-07-15,"20004","",,"",7,1
"211888739020004","247063945010661",39,3,111,537,2012,2,1,"FB",5,35,"",2013-07-15,"20004","",,"",7,1
"211888740020004","247063945010661",39,3,111,537,2012,2,1,"GR",1,7,"",2013-07-15,"20004","",,"",7,1
"211888741020004","247063945010661",39,3,111,537,2012,2,1,"GR",2,1,"",2013-07-15,"20004","",,"",7,1
"211888742020004","247063945010661",39,3,111,537,2012,2,1,"GR",3,0,"",2013-07-15,"20004","",,"",7,1
"211888743020004","247063945010661",39,3,111,537,2012,2,1,"GR",4,0,"",2013-07-15,"20004","",,"",7,1
"211888744020004","247063945010661",39,3,111,537,2012,2,1,"GR",5,7,"",2013-07-15,"20004","",,"",7,1
"211888725020004","247063945010661",39,3,111,537,2012,2,1,"NT",1,3,"",2013-07-15,"20004","",,"",7,1
"211888726020004","247063945010661",39,3,111,537,2012,2,1,"NT",2,1,"",2013-07-15,"20004","",,"",7,1
"211888727020004","247063945010661",39,3,111,537,2012,2,1,"NT",3,0,"",2013-07-15,"20004","",,"",7,1
"211888728020004","247063945010661",39,3,111,537,2012,2,1,"NT",4,0,"",2013-07-15,"20004","",,"",7,1
"211888729020004","247063945010661",39,3,111,537,2012,2,1,"NT",5,3,"",2013-07-15,"20004","",,"",7,1
"211888730020004","247063945010661",39,3,111,537,2012,2,1,"SH",1,13,"",2013-07-15,"20004","",,"",7,1
"211888731020004","247063945010661",39,3,111,537,2012,2,1,"SH",2,9,"",2013-07-15,"20004","",,"",7,1
"211888732020004","247063945010661",39,3,111,537,2012,2,1,"SH",3,5,"",2013-07-15,"20004","",,"",7,1
"211888733020004","247063945010661",39,3,111,537,2012,2,1,"SH",4,5,"",2013-07-15,"20004","",,"",7,1
"211888734020004","247063945010661",39,3,111,537,2012,2,1,"SH",5,23,"",2013-07-15,"20004","",,"",7,1
"211888720020004","247063945010661",39,3,111,537,2012,2,1,"TT",1,15,"",2013-07-15,"20004","",,"",7,1
"211888721020004","247063945010661",39,3,111,537,2012,2,1,"TT",2,17,"",2013-07-15,"20004","",,"",7,1
"211888722020004","247063945010661",39,3,111,537,2012,2,1,"TT",3,42,"",2013-07-15,"20004","",,"",7,1
"211888723020004","247063945010661",39,3,111,537,2012,2,1,"TT",4,44,"",2013-07-15,"20004","",,"",7,1
"211888724020004","247063945010661",39,3,111,537,2012,2,1,"TT",5,46,"",2013-07-15,"20004","",,"",7,1
"211888765020004","247063945010661",39,3,111,537,2012,2,3,"FB",1,5,"",2013-07-15,"20004","",,"",7,1
"211888766020004","247063945010661",39,3,111,537,2012,2,3,"FB",2,1,"",2013-07-15,"20004","",,"",7,1
"211888767020004","247063945010661",39,3,111,537,2012,2,3,"FB",3,5,"",2013-07-15,"20004","",,"",7,1
"211888768020004","247063945010661",39,3,111,537,2012,2,3,"FB",4,0,"",2013-07-15,"20004","",,"",7,1
"211888769020004","247063945010661",39,3,111,537,2012,2,3,"FB",5,5,"",2013-07-15,"20004","",,"",7,1
"211888770020004","247063945010661",39,3,111,537,2012,2,3,"GR",1,3,"",2013-07-15,"20004","",,"",7,1
"211888771020004","247063945010661",39,3,111,537,2012,2,3,"GR",2,1,"",2013-07-15,"20004","",,"",7,1
"211888772020004","247063945010661",39,3,111,537,2012,2,3,"GR",3,0,"",2013-07-15,"20004","",,"",7,1
"211888773020004","247063945010661",39,3,111,537,2012,2,3,"GR",4,0,"",2013-07-15,"20004","",,"",7,1
"211888774020004","247063945010661",39,3,111,537,2012,2,3,"GR",5,3,"",2013-07-15,"20004","",,"",7,1
"211888755020004","247063945010661",39,3,111,537,2012,2,3,"NT",1,1,"",2013-07-15,"20004","",,"",7,1
"211888756020004","247063945010661",39,3,111,537,2012,2,3,"NT",2,1,"",2013-07-15,"20004","",,"",7,1
"211888757020004","247063945010661",39,3,111,537,2012,2,3,"NT",3,0,"",2013-07-15,"20004","",,"",7,1
"211888758020004","247063945010661",39,3,111,537,2012,2,3,"NT",4,0,"",2013-07-15,"20004","",,"",7,1
"211888759020004","247063945010661",39,3,111,537,2012,2,3,"NT",5,2,"",2013-07-15,"20004","",,"",7,1
"211888760020004","247063945010661",39,3,111,537,2012,2,3,"SH",1,3,"",2013-07-15,"20004","",,"",7,1
"211888761020004","247063945010661",39,3,111,537,2012,2,3,"SH",2,2,"",2013-07-15,"20004","",,"",7,1
"211888762020004","247063945010661",39,3,111,537,2012,2,3,"SH",3,0,"",2013-07-15,"20004","",,"",7,1
"211888763020004","247063945010661",39,3,111,537,2012,2,3,"SH",4,0,"",2013-07-15,"20004","",,"",7,1
"211888764020004","247063945010661",39,3,111,537,2012,2,3,"SH",5,3,"",2013-07-15,"20004","",,"",7,1
"211888750020004","247063945010661",39,3,111,537,2012,2,3,"TT",1,1,"",2013-07-15,"20004","",,"",7,1
"211888751020004","247063945010661",39,3,111,537,2012,2,3,"TT",2,3,"",2013-07-15,"20004","",,"",7,1
"211888752020004","247063945010661",39,3,111,537,2012,2,3,"TT",3,5,"",2013-07-15,"20004","",,"",7,1
"211888753020004","247063945010661",39,3,111,537,2012,2,3,"TT",4,9,"",2013-07-15,"20004","",,"",7,1
"211888754020004","247063945010661",39,3,111,537,2012,2,3,"TT",5,9,"",2013-07-15,"20004","",,"",7,1
"211888795020004","247063945010661",39,3,111,537,2012,3,1,"FB",1,21,"",2013-07-15,"20004","",,"",7,1
"211888796020004","247063945010661",39,3,111,537,2012,3,1,"FB",2,1,"",2013-07-15,"20004","",,"",7,1
"211888799020004","247063945010661",39,3,111,537,2012,3,1,"FB",5,21,"",2013-07-15,"20004","",,"",7,1
"211888797020004","247063945010661",39,3,111,537,2012,3,1,"FB",3,0,"",2013-07-15,"20004","",,"",7,1
"211888798020004","247063945010661",39,3,111,537,2012,3,1,"FB",4,0,"",2013-07-15,"20004","",,"",7,1
"211888800020004","247063945010661",39,3,111,537,2012,3,1,"GR",1,8,"",2013-07-15,"20004","",,"",7,1
"211888801020004","247063945010661",39,3,111,537,2012,3,1,"GR",2,1,"",2013-07-15,"20004","",,"",7,1
"211888802020004","247063945010661",39,3,111,537,2012,3,1,"GR",3,0,"",2013-07-15,"20004","",,"",7,1
"211888803020004","247063945010661",39,3,111,537,2012,3,1,"GR",4,0,"",2013-07-15,"20004","",,"",7,1
"211888804020004","247063945010661",39,3,111,537,2012,3,1,"GR",5,8,"",2013-07-15,"20004","",,"",7,1
"211888785020004","247063945010661",39,3,111,537,2012,3,1,"NT",1,5,"",2013-07-15,"20004","",,"",7,1
"211888786020004","247063945010661",39,3,111,537,2012,3,1,"NT",2,10,"",2013-07-15,"20004","",,"",7,1
"211888787020004","247063945010661",39,3,111,537,2012,3,1,"NT",3,15,"",2013-07-15,"20004","",,"",7,1
"211888788020004","247063945010661",39,3,111,537,2012,3,1,"NT",4,0,"",2013-07-15,"20004","",,"",7,1
"211888789020004","247063945010661",39,3,111,537,2012,3,1,"NT",5,20,"",2013-07-15,"20004","",,"",7,1
"211888790020004","247063945010661",39,3,111,537,2012,3,1,"SH",1,68,"",2013-07-15,"20004","",,"",7,1
"211888791020004","247063945010661",39,3,111,537,2012,3,1,"SH",2,66,"",2013-07-15,"20004","",,"",7,1
"211888792020004","247063945010661",39,3,111,537,2012,3,1,"SH",3,27,"",2013-07-15,"20004","",,"",7,1
"211888793020004","247063945010661",39,3,111,537,2012,3,1,"SH",4,1,"",2013-07-15,"20004","",,"",7,1
"211888794020004","247063945010661",39,3,111,537,2012,3,1,"SH",5,87,"",2013-07-15,"20004","",,"",7,1
"211888780020004","247063945010661",39,3,111,537,2012,3,1,"TT",1,10,"",2013-07-15,"20004","",,"",7,1
"211888781020004","247063945010661",39,3,111,537,2012,3,1,"TT",2,17,"",2013-07-15,"20004","",,"",7,1
"211888782020004","247063945010661",39,3,111,537,2012,3,1,"TT",3,69,"",2013-07-15,"20004","",,"",7,1
"211888783020004","247063945010661",39,3,111,537,2012,3,1,"TT",4,25,"",2013-07-15,"20004","",,"",7,1
"211888784020004","247063945010661",39,3,111,537,2012,3,1,"TT",5,83,"",2013-07-15,"20004","",,"",7,1
"211888825020004","247063945010661",39,3,111,537,2012,4,1,"FB",1,33,"",2013-07-15,"20004","",,"",7,1
"211888826020004","247063945010661",39,3,111,537,2012,4,1,"FB",2,5,"",2013-07-15,"20004","",,"",7,1
"211888827020004","247063945010661",39,3,111,537,2012,4,1,"FB",3,0,"",2013-07-15,"20004","",,"",7,1
"211888828020004","247063945010661",39,3,111,537,2012,4,1,"FB",4,0,"",2013-07-15,"20004","",,"",7,1
"211888829020004","247063945010661",39,3,111,537,2012,4,1,"FB",5,33,"",2013-07-15,"20004","",,"",7,1
"211888830020004","247063945010661",39,3,111,537,2012,4,1,"GR",1,7,"",2013-07-15,"20004","",,"",7,1
"211888831020004","247063945010661",39,3,111,537,2012,4,1,"GR",2,1,"",2013-07-15,"20004","",,"",7,1
"211888832020004","247063945010661",39,3,111,537,2012,4,1,"GR",3,0,"",2013-07-15,"20004","",,"",7,1
"211888833020004","247063945010661",39,3,111,537,2012,4,1,"GR",4,0,"",2013-07-15,"20004","",,"",7,1
"211888834020004","247063945010661",39,3,111,537,2012,4,1,"GR",5,7,"",2013-07-15,"20004","",,"",7,1
"211888815020004","247063945010661",39,3,111,537,2012,4,1,"NT",1,3,"",2013-07-15,"20004","",,"",7,1
"211888816020004","247063945010661",39,3,111,537,2012,4,1,"NT",2,1,"",2013-07-15,"20004","",,"",7,1
"211888817020004","247063945010661",39,3,111,537,2012,4,1,"NT",3,0,"",2013-07-15,"20004","",,"",7,1
"211888818020004","247063945010661",39,3,111,537,2012,4,1,"NT",4,0,"",2013-07-15,"20004","",,"",7,1
"211888819020004","247063945010661",39,3,111,537,2012,4,1,"NT",5,4,"",2013-07-15,"20004","",,"",7,1
"211888820020004","247063945010661",39,3,111,537,2012,4,1,"SH",1,41,"",2013-07-15,"20004","",,"",7,1
"211888821020004","247063945010661",39,3,111,537,2012,4,1,"SH",2,62,"",2013-07-15,"20004","",,"",7,1
"211888822020004","247063945010661",39,3,111,537,2012,4,1,"SH",3,5,"",2013-07-15,"20004","",,"",7,1
"211888823020004","247063945010661",39,3,111,537,2012,4,1,"SH",4,5,"",2013-07-15,"20004","",,"",7,1
"211888824020004","247063945010661",39,3,111,537,2012,4,1,"SH",5,80,"",2013-07-15,"20004","",,"",7,1
"211888810020004","247063945010661",39,3,111,537,2012,4,1,"TT",1,13,"",2013-07-15,"20004","",,"",7,1
"211888811020004","247063945010661",39,3,111,537,2012,4,1,"TT",2,11,"",2013-07-15,"20004","",,"",7,1
"211888812020004","247063945010661",39,3,111,537,2012,4,1,"TT",3,42,"",2013-07-15,"20004","",,"",7,1
"211888813020004","247063945010661",39,3,111,537,2012,4,1,"TT",4,80,"",2013-07-15,"20004","",,"",7,1
"211888814020004","247063945010661",39,3,111,537,2012,4,1,"TT",5,83,"",2013-07-15,"20004","",,"",7,1
"211885668020004","247063892010661",39,3,121,472,2012,1,1,"FB",1,30,"",2013-07-15,"20004","",,"",7,1
"211885669020004","247063892010661",39,3,121,472,2012,1,1,"FB",2,10,"",2013-07-15,"20004","",,"",7,1
"211885670020004","247063892010661",39,3,121,472,2012,1,1,"FB",3,0,"",2013-07-15,"20004","",,"",7,1
"211885671020004","247063892010661",39,3,121,472,2012,1,1,"FB",4,0,"",2013-07-15,"20004","",,"",7,1
"211885672020004","247063892010661",39,3,121,472,2012,1,1,"FB",5,35,"",2013-07-15,"20004","",,"",7,1
"211885673020004","247063892010661",39,3,121,472,2012,1,1,"GR",1,30,"",2013-07-15,"20004","",,"",7,1
"211885674020004","247063892010661",39,3,121,472,2012,1,1,"GR",2,1,"",2013-07-15,"20004","",,"",7,1
"211885675020004","247063892010661",39,3,121,472,2012,1,1,"GR",3,0,"",2013-07-15,"20004","",,"",7,1
"211885676020004","247063892010661",39,3,121,472,2012,1,1,"GR",4,0,"",2013-07-15,"20004","",,"",7,1
"211885677020004","247063892010661",39,3,121,472,2012,1,1,"GR",5,30,"",2013-07-15,"20004","",,"",7,1
"211885658020004","247063892010661",39,3,121,472,2012,1,1,"NT",1,7,"",2013-07-15,"20004","",,"",7,1
"211885659020004","247063892010661",39,3,121,472,2012,1,1,"NT",2,5,"",2013-07-15,"20004","",,"",7,1
"211885660020004","247063892010661",39,3,121,472,2012,1,1,"NT",3,2,"",2013-07-15,"20004","",,"",7,1
"211885661020004","247063892010661",39,3,121,472,2012,1,1,"NT",4,1,"",2013-07-15,"20004","",,"",7,1
"211885662020004","247063892010661",39,3,121,472,2012,1,1,"NT",5,15,"",2013-07-15,"20004","",,"",7,1
"211885663020004","247063892010661",39,3,121,472,2012,1,1,"SH",1,40,"",2013-07-15,"20004","",,"",7,1
"211885664020004","247063892010661",39,3,121,472,2012,1,1,"SH",2,40,"",2013-07-15,"20004","",,"",7,1
"211885665020004","247063892010661",39,3,121,472,2012,1,1,"SH",3,30,"",2013-07-15,"20004","",,"",7,1
"211885666020004","247063892010661",39,3,121,472,2012,1,1,"SH",4,2,"",2013-07-15,"20004","",,"",7,1
"211885667020004","247063892010661",39,3,121,472,2012,1,1,"SH",5,50,"",2013-07-15,"20004","",,"",7,1
"211885653020004","247063892010661",39,3,121,472,2012,1,1,"TT",1,5,"",2013-07-15,"20004","",,"",7,1
"211885654020004","247063892010661",39,3,121,472,2012,1,1,"TT",2,5,"",2013-07-15,"20004","",,"",7,1
"211885655020004","247063892010661",39,3,121,472,2012,1,1,"TT",3,35,"",2013-07-15,"20004","",,"",7,1
"211885656020004","247063892010661",39,3,121,472,2012,1,1,"TT",4,65,"",2013-07-15,"20004","",,"",7,1
"211885657020004","247063892010661",39,3,121,472,2012,1,1,"TT",5,80,"",2013-07-15,"20004","",,"",7,1
"211885698020004","247063892010661",39,3,121,472,2012,2,1,"FB",1,18,"",2013-07-15,"20004","",,"",7,1
"211885699020004","247063892010661",39,3,121,472,2012,2,1,"FB",2,1,"",2013-07-15,"20004","",,"",7,1
"211885700020004","247063892010661",39,3,121,472,2012,2,1,"FB",3,0,"",2013-07-15,"20004","",,"",7,1
"211885701020004","247063892010661",39,3,121,472,2012,2,1,"FB",4,0,"",2013-07-15,"20004","",,"",7,1
"211885702020004","247063892010661",39,3,121,472,2012,2,1,"FB",5,19,"",2013-07-15,"20004","",,"",7,1
"211885703020004","247063892010661",39,3,121,472,2012,2,1,"GR",1,30,"",2013-07-15,"20004","",,"",7,1
"211885704020004","247063892010661",39,3,121,472,2012,2,1,"GR",2,0,"",2013-07-15,"20004","",,"",7,1
"211885705020004","247063892010661",39,3,121,472,2012,2,1,"GR",3,0,"",2013-07-15,"20004","",,"",7,1
"211885706020004","247063892010661",39,3,121,472,2012,2,1,"GR",4,0,"",2013-07-15,"20004","",,"",7,1
"211885707020004","247063892010661",39,3,121,472,2012,2,1,"GR",5,30,"",2013-07-15,"20004","",,"",7,1
"211885688020004","247063892010661",39,3,121,472,2012,2,1,"NT",1,26,"",2013-07-15,"20004","",,"",7,1
"211885689020004","247063892010661",39,3,121,472,2012,2,1,"NT",2,22,"",2013-07-15,"20004","",,"",7,1
"211885690020004","247063892010661",39,3,121,472,2012,2,1,"NT",3,19,"",2013-07-15,"20004","",,"",7,1
