"CN","INVYR","STATECD","COUNTYCD","O3PLOT","FIELD_ID","SPLIT_PLOTID","GROUND_LOC_CD","MEASYEAR","BIOSPCD","AMNT_MAX","AMNT_MIN","AMNT_MEAN","SVRTY_MAX","SVRTY_MIN","SVRTY_MEAN","PLANT_INJ_CNT","PLANT_EVAL_CNT","PLANT_RATIO","BIOSPCD_SUM","BIOSPCD_INDEX","ELEV","PLTSIZE","ASPECT","TERRPOS","SOILDPTH","SOILDRN","PLOTWET","PLTDSTRB","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"226164262010661",2007,39,103,6151,615,1,1,2007,541,0,0,0,0,0,0,0,30,0,0,0,836,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226163376010661",2007,39,105,7461,746,1,1,2007,365,0,0,0,0,0,0,0,12,0,0,0,537,1,65,1,1,1,,0,"",2010-06-07,"10661","",,""
"226163377010661",2007,39,105,7461,746,1,1,2007,366,0,0,0,0,0,0,0,30,0,0,0,537,1,65,1,1,1,,0,"",2010-06-07,"10661","",,""
"226163378010661",2007,39,105,7461,746,1,1,2007,762,0,0,0,0,0,0,0,30,0,0,0,537,1,65,1,1,1,,0,"",2010-06-07,"10661","",,""
"226163379010661",2007,39,105,7461,746,1,1,2007,915,0,0,0,0,0,0,0,30,0,0,0,537,1,65,1,1,1,,0,"",2010-06-07,"10661","",,""
"226163380010661",2007,39,105,7461,746,1,1,2007,931,0,0,0,0,0,0,0,16,0,0,0,537,1,65,1,1,1,,0,"",2010-06-07,"10661","",,""
"226163692010661",2007,39,111,4841,484,1,1,2007,365,0,0,0,0,0,0,0,12,0,0,0,984,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226163693010661",2007,39,111,4841,484,1,1,2007,366,0,0,0,0,0,0,0,30,0,0,0,984,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226163694010661",2007,39,111,4841,484,1,1,2007,762,0,0,0,0,0,0,0,30,0,0,0,984,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226163695010661",2007,39,111,4841,484,1,1,2007,931,0,0,0,0,0,0,0,30,0,0,0,984,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226163711010661",2007,39,119,11801,1180,1,1,2007,365,0,0,0,0,0,0,0,30,0,0,0,790,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226163712010661",2007,39,119,11801,1180,1,1,2007,366,0,0,0,0,0,0,0,30,0,0,0,790,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226163713010661",2007,39,119,11801,1180,1,1,2007,541,0,0,0,0,0,0,0,30,0,0,0,790,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226163701010661",2007,39,131,8671,867,1,1,2007,621,0,0,0,0,0,0,0,30,0,0,0,595,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226163702010661",2007,39,131,8671,867,1,1,2007,762,0,0,0,0,0,0,0,30,0,0,0,595,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226163703010661",2007,39,131,8671,867,1,1,2007,915,0,0,0,0,0,0,0,30,0,0,0,595,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226163728010661",2007,39,135,2871,287,1,1,2007,365,0,0,0,0,0,0,0,30,0,0,0,858,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226163729010661",2007,39,135,2871,287,1,1,2007,366,0,0,0,0,0,0,0,30,0,0,0,858,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226163730010661",2007,39,135,2871,287,1,1,2007,541,0,0,0,0,0,0,0,30,0,0,0,858,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226163393010661",2007,39,79,3701,370,1,1,2007,931,0,0,0,0,0,0,0,30,0,0,0,630,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153209010661",2003,39,77,13861,1386,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,923,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153210010661",2003,39,77,13861,1386,1,1,2003,915,0,0,0,0,0,0,0,30,0,0,0,923,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226152344010661",2003,39,79,3701,370,1,1,2003,365,0.16,0.035,0.07071429,0.16,0.035,0.07071429,7,30,0.23333333,0.00818929,0.00191083,668,1,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226152345010661",2003,39,79,3701,370,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,668,1,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226152346010661",2003,39,79,3701,370,1,1,2003,915,0,0,0,0,0,0,0,30,0,0,0,668,1,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226153199010661",2003,39,85,2351,235,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,972,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153200010661",2003,39,85,2351,235,1,1,2003,541,0,0,0,0,0,0,0,30,0,0,0,972,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153201010661",2003,39,85,2351,235,1,1,2003,915,0,0,0,0,0,0,0,30,0,0,0,972,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153202010661",2003,39,85,2351,235,1,1,2003,931,0,0,0,0,0,0,0,11,0,0,0,972,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226152938010661",2003,39,89,1221,122,1,1,2003,365,0,0,0,0,0,0,0,30,0,0,0,1119,1,225,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152939010661",2003,39,89,1221,122,1,1,2003,541,0,0,0,0,0,0,0,10,0,0,0,1119,1,225,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152940010661",2003,39,89,1221,122,1,1,2003,762,0,0,0,0,0,0,0,30,0,0,0,1119,1,225,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152941010661",2003,39,89,1221,122,1,1,2003,915,0,0,0,0,0,0,0,30,0,0,0,1119,1,225,3,1,1,,0,"",2010-06-07,"10661","",,""
"226153185010661",2003,39,99,1461,146,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,1051,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153186010661",2003,39,99,1461,146,1,1,2003,541,0,0,0,0,0,0,0,30,0,0,0,1051,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153187010661",2003,39,99,1461,146,1,1,2003,915,0,0,0,0,0,0,0,30,0,0,0,1051,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153194010661",2003,39,103,5321,532,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,1155,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153195010661",2003,39,103,5321,532,1,1,2003,541,0.63,0.16,0.395,0.63,0.38,0.505,2,30,0.06666667,0.22885,0.01525667,1155,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153196010661",2003,39,103,5321,532,1,1,2003,762,0,0,0,0,0,0,0,30,0,0,0,1155,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153197010661",2003,39,103,5321,532,1,1,2003,915,0,0,0,0,0,0,0,30,0,0,0,1155,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153204010661",2003,39,103,6151,615,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,945,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153205010661",2003,39,103,6151,615,1,1,2003,541,0,0,0,0,0,0,0,30,0,0,0,945,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153206010661",2003,39,103,6151,615,1,1,2003,915,0,0,0,0,0,0,0,30,0,0,0,945,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226152330010661",2003,39,105,7461,746,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,650,1,70,1,1,1,,0,"",2010-06-07,"10661","",,""
"226152331010661",2003,39,105,7461,746,1,1,2003,761,0,0,0,0,0,0,0,17,0,0,0,650,1,70,1,1,1,,0,"",2010-06-07,"10661","",,""
"226152332010661",2003,39,105,7461,746,1,1,2003,915,0.38,0.16,0.27,0.38,0.38,0.38,2,30,0.06666667,0.1026,0.00684,650,1,70,1,1,1,,0,"",2010-06-07,"10661","",,""
"226152333010661",2003,39,105,7461,746,1,1,2003,931,0,0,0,0,0,0,0,30,0,0,0,650,1,70,1,1,1,,0,"",2010-06-07,"10661","",,""
"226152619010661",2003,39,111,4841,484,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,994,2,120,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152620010661",2003,39,111,4841,484,1,1,2003,621,0,0,0,0,0,0,0,12,0,0,0,994,2,120,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152621010661",2003,39,111,4841,484,1,1,2003,931,0,0,0,0,0,0,0,30,0,0,0,994,2,120,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152638010661",2003,39,119,11801,1180,1,1,2003,365,0,0,0,0,0,0,0,30,0,0,0,793,1,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226152639010661",2003,39,119,11801,1180,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,793,1,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226152640010661",2003,39,119,11801,1180,1,1,2003,541,0,0,0,0,0,0,0,30,0,0,0,793,1,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226152628010661",2003,39,131,8671,867,1,1,2003,365,0,0,0,0,0,0,0,30,0,0,0,679,1,240,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152629010661",2003,39,131,8671,867,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,679,1,240,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152630010661",2003,39,131,8671,867,1,1,2003,541,0,0,0,0,0,0,0,13,0,0,0,679,1,240,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152631010661",2003,39,131,8671,867,1,1,2003,915,0,0,0,0,0,0,0,30,0,0,0,679,1,240,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152657010661",2003,39,135,2871,287,1,1,2003,365,0,0,0,0,0,0,0,30,0,0,0,957,1,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226152658010661",2003,39,135,2871,287,1,1,2003,366,0,0,0,0,0,0,0,17,0,0,0,957,1,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226152659010661",2003,39,135,2871,287,1,1,2003,541,0,0,0,0,0,0,0,30,0,0,0,957,1,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226152352010661",2003,39,145,4511,451,1,1,2003,365,0,0,0,0,0,0,0,30,0,0,0,550,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226152353010661",2003,39,145,4511,451,1,1,2003,541,0,0,0,0,0,0,0,30,0,0,0,550,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226152354010661",2003,39,145,4511,451,1,1,2003,915,0,0,0,0,0,0,0,30,0,0,0,550,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226152929010661",2003,39,151,10621,1062,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,1121,1,120,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152930010661",2003,39,151,10621,1062,1,1,2003,541,0.88,0.88,0.88,0.63,0.38,0.505,2,30,0.06666667,0.4444,0.02962667,1121,1,120,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152931010661",2003,39,151,10621,1062,1,1,2003,915,0,0,0,0,0,0,0,30,0,0,0,1121,1,120,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152933010661",2003,39,151,4531,453,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,1195,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226152934010661",2003,39,151,4531,453,1,1,2003,541,0,0,0,0,0,0,0,30,0,0,0,1195,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226152935010661",2003,39,151,4531,453,1,1,2003,762,0,0,0,0,0,0,0,17,0,0,0,1195,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226152936010661",2003,39,151,4531,453,1,1,2003,915,0.38,0.38,0.38,0.38,0.38,0.38,1,30,0.03333333,0.1444,0.00481333,1195,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226152919010661",2003,39,157,8191,819,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,857,1,180,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152920010661",2003,39,157,8191,819,1,1,2003,762,0,0,0,0,0,0,0,30,0,0,0,857,1,180,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152921010661",2003,39,157,8191,819,1,1,2003,915,0,0,0,0,0,0,0,30,0,0,0,857,1,180,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152922010661",2003,39,157,8191,819,1,1,2003,931,0,0,0,0,0,0,0,24,0,0,0,857,1,180,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152623010661",2003,39,163,5741,574,1,1,2003,365,0,0,0,0,0,0,0,15,0,0,0,717,1,45,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152624010661",2003,39,163,5741,574,1,1,2003,366,0,0,0,0,0,0,0,22,0,0,0,717,1,45,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152625010661",2003,39,163,5741,574,1,1,2003,915,0,0,0,0,0,0,0,30,0,0,0,717,1,45,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152626010661",2003,39,163,5741,574,1,1,2003,931,0,0,0,0,0,0,0,30,0,0,0,717,1,45,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152611010661",2003,39,167,10411,1041,1,2,2003,365,0,0,0,0,0,0,0,30,0,0,0,627,2,0,5,1,1,,0,"",2010-06-07,"10661","",2010-09-07,"10661"
"226152612010661",2003,39,167,10411,1041,1,2,2003,366,0,0,0,0,0,0,0,30,0,0,0,627,2,0,5,1,1,,0,"",2010-06-07,"10661","",2010-09-07,"10661"
"226152613010661",2003,39,167,10411,1041,1,2,2003,915,0,0,0,0,0,0,0,30,0,0,0,627,2,0,5,1,1,,0,"",2010-06-07,"10661","",2010-09-07,"10661"
"226152948010661",2003,39,169,4701,470,1,1,2003,541,0,0,0,0,0,0,0,19,0,0,0,1052,1,90,1,1,1,,0,"",2010-06-07,"10661","",,""
"226152949010661",2003,39,169,4701,470,1,1,2003,762,0,0,0,0,0,0,0,30,0,0,0,1052,1,90,1,1,1,,0,"",2010-06-07,"10661","",,""
"226152950010661",2003,39,169,4701,470,1,1,2003,915,0,0,0,0,0,0,0,30,0,0,0,1052,1,90,1,1,1,,0,"",2010-06-07,"10661","",,""
"226152951010661",2003,39,169,4701,470,1,1,2003,931,0,0,0,0,0,0,0,30,0,0,0,1052,1,90,1,1,1,,0,"",2010-06-07,"10661","",,""
"226153222010661",2003,39,173,9181,918,1,1,2003,365,0.38,0.38,0.38,0.38,0.38,0.38,1,30,0.03333333,0.1444,0.00481333,676,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153223010661",2003,39,173,9181,918,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,676,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153224010661",2003,39,173,9181,918,1,1,2003,541,0,0,0,0,0,0,0,30,0,0,0,676,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226152963010661",2003,39,175,6571,657,1,1,2003,365,0,0,0,0,0,0,0,30,0,0,0,811,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226152964010661",2003,39,175,6571,657,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,811,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226152965010661",2003,39,175,6571,657,1,1,2003,541,0,0,0,0,0,0,0,30,0,0,0,811,1,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226137860010661",2000,39,1,11491,1149,1,1,2000,366,0,0,0,0,0,0,0,30,0,0,0,775,3,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137861010661",2000,39,1,11491,1149,1,1,2000,621,0,0,0,0,0,0,0,30,0,0,0,775,3,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137862010661",2000,39,1,11491,1149,1,1,2000,915,0,0,0,0,0,0,0,30,0,0,0,775,3,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137779010661",2000,39,5,9191,919,1,1,2000,541,0,0,0,0,0,0,0,30,0,0,0,1350,1,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137780010661",2000,39,5,9191,919,1,1,2000,621,0,0,0,0,0,0,0,30,0,0,0,1350,1,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137781010661",2000,39,5,9191,919,1,1,2000,915,0,0,0,0,0,0,0,30,0,0,0,1350,1,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137783010661",2000,39,5,9191,919,1,1,2000,931,0,0,0,0,0,0,0,21,0,0,0,1350,1,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137772010661",2000,39,29,9611,961,1,1,2000,541,0,0,0,0,0,0,0,30,0,0,0,1280,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137773010661",2000,39,29,9611,961,1,1,2000,762,0,0,0,0,0,0,0,10,0,0,0,1280,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137775010661",2000,39,29,9611,961,1,1,2000,915,0,0,0,0,0,0,0,30,0,0,0,1280,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137776010661",2000,39,29,9611,961,1,1,2000,931,0,0,0,0,0,0,0,30,0,0,0,1280,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137786010661",2000,39,67,10341,1034,1,1,2000,365,0.88,0.63,0.755,0.88,0.035,0.30875,4,30,0.13333333,0.2595125,0.03460167,1260,1,122,1,2,1,,0,"",2010-06-07,"10661","",,""
"226137788010661",2000,39,67,10341,1034,1,1,2000,541,0.88,0.38,0.755,0.16,0.035,0.12875,4,30,0.13333333,0.0933,0.01244,1260,1,122,1,2,1,,0,"",2010-06-07,"10661","",,""
"226137790010661",2000,39,67,10341,1034,1,1,2000,915,0,0,0,0,0,0,0,30,0,0,0,1260,1,122,1,2,1,,0,"",2010-06-07,"10661","",,""
"226137767010661",2000,39,69,3461,346,1,1,2000,365,0,0,0,0,0,0,0,30,0,0,0,465,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137768010661",2000,39,69,3461,346,1,1,2000,366,0,0,0,0,0,0,0,30,0,0,0,465,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137769010661",2000,39,69,3461,346,1,1,2000,915,0,0,0,0,0,0,0,30,0,0,0,465,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137813010661",2000,39,73,2051,205,1,1,2000,541,0,0,0,0,0,0,0,23,0,0,0,1120,2,120,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137814010661",2000,39,73,2051,205,1,1,2000,621,0,0,0,0,0,0,0,30,0,0,0,1120,2,120,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137815010661",2000,39,73,2051,205,1,1,2000,915,0,0,0,0,0,0,0,24,0,0,0,1120,2,120,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137816010661",2000,39,73,2051,205,1,1,2000,931,0,0,0,0,0,0,0,30,0,0,0,1120,2,120,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137837010661",2000,39,79,1841,184,1,1,2000,365,0,0,0,0,0,0,0,30,0,0,0,710,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226152348010661",2003,39,1,3921,392,1,1,2003,365,0,0,0,0,0,0,0,30,0,0,0,940,1,0,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152349010661",2003,39,1,3921,392,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,940,1,0,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152350010661",2003,39,1,3921,392,1,1,2003,541,0,0,0,0,0,0,0,30,0,0,0,940,1,0,3,1,1,,0,"",2010-06-07,"10661","",,""
"226153189010661",2003,39,7,7431,743,1,1,2003,366,0,0,0,0,0,0,0,30,0,0,0,1069,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153190010661",2003,39,7,7431,743,1,1,2003,541,0,0,0,0,0,0,0,11,0,0,0,1069,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153191010661",2003,39,7,7431,743,1,1,2003,621,0,0,0,0,0,0,0,30,0,0,0,1069,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226153192010661",2003,39,7,7431,743,1,1,2003,915,0,0,0,0,0,0,0,30,0,0,0,1069,2,0,4,1,1,,0,"",2010-06-07,"10661","",,""
"226152601010661",2003,39,13,15641,1564,1,1,2003,541,0,0,0,0,0,0,0,18,0,0,0,1224,1,230,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152602010661",2003,39,13,15641,1564,1,1,2003,621,0,0,0,0,0,0,0,30,0,0,0,1224,1,230,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152603010661",2003,39,13,15641,1564,1,1,2003,762,0,0,0,0,0,0,0,30,0,0,0,1224,1,230,3,1,1,,0,"",2010-06-07,"10661","",,""
"226152604010661",2003,39,13,15641,1564,1,1,2003,915,0,0,0,0,0,0,0,30,0,0,0,1224,1,230,3,1,1,,0,"",2010-06-07,"10661","",,""
"226137839010661",2000,39,79,1841,184,1,1,2000,915,0,0,0,0,0,0,0,20,0,0,0,710,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137840010661",2000,39,79,1841,184,1,1,2000,931,0,0,0,0,0,0,0,16,0,0,0,710,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137794010661",2000,39,81,8041,804,1,1,2000,365,0.88,0.16,0.45571429,0.63,0.035,0.21857143,7,19,0.36842105,0.14052857,0.05177368,1180,1,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137796010661",2000,39,81,8041,804,1,1,2000,366,0,0,0,0,0,0,0,30,0,0,0,1180,1,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137798010661",2000,39,81,8041,804,1,1,2000,915,0,0,0,0,0,0,0,17,0,0,0,1180,1,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137864010661",2000,39,87,301,30,1,1,2000,366,0,0,0,0,0,0,0,30,0,0,0,970,3,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137866010661",2000,39,87,301,30,1,1,2000,541,0,0,0,0,0,0,0,30,0,0,0,970,3,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137867010661",2000,39,87,301,30,1,1,2000,621,0,0,0,0,0,0,0,30,0,0,0,970,3,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137868010661",2000,39,87,301,30,1,1,2000,915,0,0,0,0,0,0,0,30,0,0,0,970,3,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137870010661",2000,39,87,301,30,1,1,2000,931,0,0,0,0,0,0,0,11,0,0,0,970,3,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137832010661",2000,39,105,2421,242,1,1,2000,365,0.88,0.16,0.6595,0.88,0.16,0.611,20,20,1,0.4644,0.4644,810,1,180,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137833010661",2000,39,105,2421,242,1,1,2000,366,0,0,0,0,0,0,0,30,0,0,0,810,1,180,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137835010661",2000,39,105,2421,242,1,1,2000,915,0,0,0,0,0,0,0,30,0,0,0,810,1,180,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137802010661",2000,39,119,5291,529,1,1,2000,366,0,0,0,0,0,0,0,30,0,0,0,740,1,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137803010661",2000,39,119,5291,529,1,1,2000,915,0,0,0,0,0,0,0,30,0,0,0,740,1,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137804010661",2000,39,119,5291,529,1,1,2000,931,0,0,0,0,0,0,0,30,0,0,0,740,1,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137806010661",2000,39,127,10451,1045,1,1,2000,366,0,0,0,0,0,0,0,10,0,0,0,1060,2,360,5,2,3,,0,"",2010-06-07,"10661","",,""
"226137807010661",2000,39,127,10451,1045,1,1,2000,541,0.88,0.63,0.755,0.16,0.035,0.0975,2,18,0.11111111,0.081425,0.00904722,1060,2,360,5,2,3,,0,"",2010-06-07,"10661","",,""
"226137809010661",2000,39,127,10451,1045,1,1,2000,611,0,0,0,0,0,0,0,11,0,0,0,1060,2,360,5,2,3,,0,"",2010-06-07,"10661","",,""
"226137810010661",2000,39,127,10451,1045,1,1,2000,915,0,0,0,0,0,0,0,30,0,0,0,1060,2,360,5,2,3,,0,"",2010-06-07,"10661","",,""
"226137853010661",2000,39,131,4601,460,1,1,2000,366,0,0,0,0,0,0,0,11,0,0,0,1215,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137854010661",2000,39,131,4601,460,1,1,2000,541,0,0,0,0,0,0,0,30,0,0,0,1215,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137856010661",2000,39,131,4601,460,1,1,2000,621,0,0,0,0,0,0,0,12,0,0,0,1215,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137857010661",2000,39,131,4601,460,1,1,2000,915,0,0,0,0,0,0,0,30,0,0,0,1215,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137842010661",2000,39,141,10141,1014,1,1,2000,541,0,0,0,0,0,0,0,30,0,0,0,1125,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137843010661",2000,39,141,10141,1014,1,1,2000,621,0,0,0,0,0,0,0,30,0,0,0,1125,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137844010661",2000,39,141,10141,1014,1,1,2000,915,0,0,0,0,0,0,0,17,0,0,0,1125,2,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137847010661",2000,39,141,3841,384,1,1,2000,541,0,0,0,0,0,0,0,30,0,0,0,660,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137849010661",2000,39,141,3841,384,1,1,2000,621,0,0,0,0,0,0,0,30,0,0,0,660,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137850010661",2000,39,141,3841,384,1,1,2000,762,0,0,0,0,0,0,0,15,0,0,0,660,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137851010661",2000,39,141,3841,384,1,1,2000,915,0,0,0,0,0,0,0,30,0,0,0,660,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137872010661",2000,39,145,1531,153,1,1,2000,621,0,0,0,0,0,0,0,30,0,0,0,770,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137873010661",2000,39,145,1531,153,1,1,2000,762,0.88,0.16,0.5125,0.16,0.16,0.16,4,14,0.28571429,0.082,0.02342857,770,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137875010661",2000,39,145,1531,153,1,1,2000,915,0,0,0,0,0,0,0,30,0,0,0,770,2,0,5,1,1,,0,"",2010-06-07,"10661","",,""
"226137877010661",2000,39,145,451,45,1,1,2000,621,0,0,0,0,0,0,0,30,0,0,0,1200,3,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137878010661",2000,39,145,451,45,1,1,2000,915,0,0,0,0,0,0,0,30,0,0,0,1200,3,0,1,1,1,,0,"",2010-06-07,"10661","",,""
"226137879010661",2000,39,145,451,45,1,1,2000,931,0,0,0,0,0,0,0,30,0,0,0,1200,3,0,1,1,1,,0,"",2010-06-07,"10661","",,""
