"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","TRANSECT","SUBP","SMPLOCCD","MEASYEAR","CONDID","DUFFDEP","LITTDEP","FUELDEP","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","DLF_SAMPLE_METHOD","DUFF_METHOD","DUFF_NONSAMPLE_REASN_CD","LITTER_METHOD","LITTER_NONSAMPLE_REASN_CD","FUELBED_METHOD","FUELBED_NONSAMPLE_REASN_CD","DL_STATUS_CD"
"42787620020004","66407994010538",2005,39,69,5636,150,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"62038044010538","66407994010538",2005,39,69,5636,150,2,2,2005,2,0.3,1.4,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62038053010538","66407994010538",2005,39,69,5636,150,3,2,2005,2,0.3,1.9,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"42787621020004","66407994010538",2005,39,69,5636,150,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787623020004","66407994010538",2005,39,69,5636,270,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"62038046010538","66407994010538",2005,39,69,5636,270,2,2,2005,2,0.6,1.6,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62038055010538","66407994010538",2005,39,69,5636,270,3,2,2005,2,0,0.2,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"42787624020004","66407994010538",2005,39,69,5636,270,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789471020004","66433481010538",2005,39,71,3217,30,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789464020004","66433481010538",2005,39,71,3217,30,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789466020004","66433481010538",2005,39,71,3217,30,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789462020004","66433481010538",2005,39,71,3217,30,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789461020004","66433481010538",2005,39,71,3217,150,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789465020004","66433481010538",2005,39,71,3217,150,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789470020004","66433481010538",2005,39,71,3217,150,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789463020004","66433481010538",2005,39,71,3217,150,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789467020004","66433481010538",2005,39,71,3217,270,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789468020004","66433481010538",2005,39,71,3217,270,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789460020004","66433481010538",2005,39,71,3217,270,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789469020004","66433481010538",2005,39,71,3217,270,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"62036754010538","66409182010538",2005,39,73,1771,30,1,2,2005,1,0,2.5,0.3,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"42789046020004","66409182010538",2005,39,73,1771,30,2,2,2005,2,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"62036758010538","66409182010538",2005,39,73,1771,150,1,2,2005,1,0,2.5,0.3,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62036771010538","66409182010538",2005,39,73,1771,150,3,2,2005,1,0,2,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62036768010538","66409182010538",2005,39,73,1771,30,3,2,2005,1,0.3,2.2,1.3,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62036776010538","66409182010538",2005,39,73,1771,30,4,2,2005,1,0,1.8,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"42789047020004","66409182010538",2005,39,73,1771,150,2,2,2005,2,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"62036779010538","66409182010538",2005,39,73,1771,150,4,2,2005,1,0,2.7,0.8,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62036761010538","66409182010538",2005,39,73,1771,270,1,2,2005,1,0,1.3,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"42789048020004","66409182010538",2005,39,73,1771,270,2,2,2005,2,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"62036773010538","66409182010538",2005,39,73,1771,270,3,2,2005,1,0,1.6,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62036784010538","66409182010538",2005,39,73,1771,270,4,2,2005,1,0.2,1.6,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"42786333020004","66433621010538",2005,39,79,1751,30,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786322020004","66433621010538",2005,39,79,1751,150,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786327020004","66433621010538",2005,39,79,1751,150,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786324020004","66433621010538",2005,39,79,1751,30,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786329020004","66433621010538",2005,39,79,1751,30,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786326020004","66433621010538",2005,39,79,1751,30,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786332020004","66433621010538",2005,39,79,1751,150,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786325020004","66433621010538",2005,39,79,1751,150,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786328020004","66433621010538",2005,39,79,1751,270,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786330020004","66433621010538",2005,39,79,1751,270,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786323020004","66433621010538",2005,39,79,1751,270,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786331020004","66433621010538",2005,39,79,1751,270,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789044020004","66433691010538",2005,39,83,4653,30,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789036020004","66433691010538",2005,39,83,4653,30,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789037020004","66433691010538",2005,39,83,4653,30,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789040020004","66433691010538",2005,39,83,4653,30,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789035020004","66433691010538",2005,39,83,4653,150,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789039020004","66433691010538",2005,39,83,4653,150,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789045020004","66433691010538",2005,39,83,4653,150,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789038020004","66433691010538",2005,39,83,4653,150,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789041020004","66433691010538",2005,39,83,4653,270,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789042020004","66433691010538",2005,39,83,4653,270,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789034020004","66433691010538",2005,39,83,4653,270,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789043020004","66433691010538",2005,39,83,4653,270,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42788076020004","66410858010538",2005,39,85,4720,30,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42788067020004","66410858010538",2005,39,85,4720,30,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42788072020004","66410858010538",2005,39,85,4720,30,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42788068020004","66410858010538",2005,39,85,4720,30,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42788066020004","66410858010538",2005,39,85,4720,150,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42788070020004","66410858010538",2005,39,85,4720,150,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42788075020004","66410858010538",2005,39,85,4720,150,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42788069020004","66410858010538",2005,39,85,4720,150,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42788071020004","66410858010538",2005,39,85,4720,270,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42788074020004","66410858010538",2005,39,85,4720,270,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42788065020004","66410858010538",2005,39,85,4720,270,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42788073020004","66410858010538",2005,39,85,4720,270,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"62035946010538","66410984010538",2005,39,87,1355,30,1,2,2005,1,0,0.1,0.1,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035955010538","66410984010538",2005,39,87,1355,30,2,2,2005,1,0,1.2,0.3,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035963010538","66410984010538",2005,39,87,1355,30,3,2,2005,2,0,0,0,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035972010538","66410984010538",2005,39,87,1355,30,4,2,2005,1,0,1.4,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035949010538","66410984010538",2005,39,87,1355,150,1,2,2005,1,0,0.2,0.1,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035958010538","66410984010538",2005,39,87,1355,150,2,2,2005,1,0,2.9,0.3,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035966010538","66410984010538",2005,39,87,1355,150,3,2,2005,2,0,1.1,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035976010538","66410984010538",2005,39,87,1355,150,4,2,2005,1,0.2,1.2,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035951010538","66410984010538",2005,39,87,1355,270,1,2,2005,1,0.2,0.8,0.9,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035960010538","66410984010538",2005,39,87,1355,270,2,2,2005,1,0.4,0.8,0.1,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035969010538","66410984010538",2005,39,87,1355,270,3,2,2005,1,0,3.6,2.8,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035978010538","66410984010538",2005,39,87,1355,270,4,2,2005,1,0.1,2.7,0.3,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"42789482020004","66427772010538",2005,39,89,4294,30,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789475020004","66427772010538",2005,39,89,4294,30,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789478020004","66427772010538",2005,39,89,4294,30,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789476020004","66427772010538",2005,39,89,4294,30,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789473020004","66427772010538",2005,39,89,4294,150,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789477020004","66427772010538",2005,39,89,4294,150,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789483020004","66427772010538",2005,39,89,4294,150,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789474020004","66427772010538",2005,39,89,4294,150,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789479020004","66427772010538",2005,39,89,4294,270,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789481020004","66427772010538",2005,39,89,4294,270,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789472020004","66427772010538",2005,39,89,4294,270,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789480020004","66427772010538",2005,39,89,4294,270,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786344020004","66428147010538",2005,39,91,2968,30,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786337020004","66428147010538",2005,39,91,2968,30,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786341020004","66428147010538",2005,39,91,2968,30,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786336020004","66428147010538",2005,39,91,2968,30,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786335020004","66428147010538",2005,39,91,2968,150,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786339020004","66428147010538",2005,39,91,2968,150,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786345020004","66428147010538",2005,39,91,2968,150,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786338020004","66428147010538",2005,39,91,2968,150,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786340020004","66428147010538",2005,39,91,2968,270,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786343020004","66428147010538",2005,39,91,2968,270,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786334020004","66428147010538",2005,39,91,2968,270,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42786342020004","66428147010538",2005,39,91,2968,270,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787579020004","66428189010538",2005,39,93,5566,30,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787570020004","66428189010538",2005,39,93,5566,30,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787575020004","66428189010538",2005,39,93,5566,30,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787572020004","66428189010538",2005,39,93,5566,30,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787569020004","66428189010538",2005,39,93,5566,150,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787573020004","66428189010538",2005,39,93,5566,150,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787578020004","66428189010538",2005,39,93,5566,150,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787571020004","66428189010538",2005,39,93,5566,150,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787574020004","66428189010538",2005,39,93,5566,270,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787576020004","66428189010538",2005,39,93,5566,270,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787568020004","66428189010538",2005,39,93,5566,270,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787577020004","66428189010538",2005,39,93,5566,270,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789495020004","66428273010538",2005,39,97,4449,30,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789486020004","66428273010538",2005,39,97,4449,30,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789491020004","66428273010538",2005,39,97,4449,30,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789488020004","66428273010538",2005,39,97,4449,30,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789484020004","66428273010538",2005,39,97,4449,150,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789489020004","66428273010538",2005,39,97,4449,150,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789494020004","66428273010538",2005,39,97,4449,150,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789487020004","66428273010538",2005,39,97,4449,150,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789490020004","66428273010538",2005,39,97,4449,270,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789493020004","66428273010538",2005,39,97,4449,270,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789485020004","66428273010538",2005,39,97,4449,270,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789492020004","66428273010538",2005,39,97,4449,270,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"62037950010538","66412678010538",2005,39,99,3684,30,1,2,2005,1,0,0.4,0.1,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62037958010538","66412678010538",2005,39,99,3684,30,2,2,2005,1,0,0,0,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62037966010538","66412678010538",2005,39,99,3684,30,3,2,2005,1,0,0.8,0.1,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62037974010538","66412678010538",2005,39,99,3684,30,4,2,2005,1,0,0.9,0.1,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62037953010538","66412678010538",2005,39,99,3684,150,1,2,2005,1,0,0.4,0.1,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62037961010538","66412678010538",2005,39,99,3684,150,2,2,2005,1,0,1.6,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62037969010538","66412678010538",2005,39,99,3684,150,3,2,2005,1,0,0.3,0.1,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62037977010538","66412678010538",2005,39,99,3684,150,4,2,2005,1,0,0.6,0.1,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62037955010538","66412678010538",2005,39,99,3684,270,1,2,2005,1,0,0.3,0.1,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62037963010538","66412678010538",2005,39,99,3684,270,2,2,2005,1,0,0.9,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62037971010538","66412678010538",2005,39,99,3684,270,3,2,2005,1,0,0.5,0.1,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62037979010538","66412678010538",2005,39,99,3684,270,4,2,2005,1,0,1,0.1,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"42787591020004","66428457010538",2005,39,101,4228,30,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787582020004","66428457010538",2005,39,101,4228,30,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787586020004","66428457010538",2005,39,101,4228,30,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787583020004","66428457010538",2005,39,101,4228,30,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787581020004","66428457010538",2005,39,101,4228,150,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787585020004","66428457010538",2005,39,101,4228,150,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787590020004","66428457010538",2005,39,101,4228,150,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787584020004","66428457010538",2005,39,101,4228,150,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787587020004","66428457010538",2005,39,101,4228,270,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787589020004","66428457010538",2005,39,101,4228,270,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787580020004","66428457010538",2005,39,101,4228,270,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787588020004","66428457010538",2005,39,101,4228,270,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"62035867010538","66413241010538",2005,39,105,2390,30,1,2,2005,1,0,2.5,1.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035877010538","66413241010538",2005,39,105,2390,30,2,2,2005,1,0,1.8,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035890010538","66413241010538",2005,39,105,2390,30,3,2,2005,1,0,1.2,0.4,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035870010538","66413241010538",2005,39,105,2390,150,1,2,2005,1,0,2.2,2.1,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035882010538","66413241010538",2005,39,105,2390,150,2,2,2005,1,0,1.9,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035893010538","66413241010538",2005,39,105,2390,150,3,2,2005,1,0,0.8,1.3,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035899010538","66413241010538",2005,39,105,2390,30,4,2,2005,1,1.1,1.7,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035903010538","66413241010538",2005,39,105,2390,150,4,2,2005,1,0.4,1.4,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035874010538","66413241010538",2005,39,105,2390,270,1,2,2005,1,0,2.8,0.9,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035884010538","66413241010538",2005,39,105,2390,270,2,2,2005,1,0,5.3,0.6,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035896010538","66413241010538",2005,39,105,2390,270,3,2,2005,1,0,1.5,2.6,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62035906010538","66413241010538",2005,39,105,2390,270,4,2,2005,1,0,0.3,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"42789506020004","66428653010538",2005,39,107,4416,30,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789499020004","66428653010538",2005,39,107,4416,30,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789500020004","66428653010538",2005,39,107,4416,30,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789503020004","66428653010538",2005,39,107,4416,30,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789497020004","66428653010538",2005,39,107,4416,150,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789501020004","66428653010538",2005,39,107,4416,150,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789507020004","66428653010538",2005,39,107,4416,150,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789498020004","66428653010538",2005,39,107,4416,150,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789502020004","66428653010538",2005,39,107,4416,270,1,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789505020004","66428653010538",2005,39,107,4416,270,2,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789496020004","66428653010538",2005,39,107,4416,270,3,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789504020004","66428653010538",2005,39,107,4416,270,4,2,2005,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"62036930010538","66414281010538",2005,39,113,3539,30,1,2,2005,1,0.2,2.3,0.7,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"62036939010538","66414281010538",2005,39,113,3539,30,2,2,2005,1,0.1,1.6,0.2,"",2006-05-03,"10538","",2014-05-14,"489998","2",1,,1,,1,,
"42787607020004","66414281010538",2005,39,113,3539,30,3,2,2005,2,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787605020004","66414281010538",2005,39,113,3539,30,4,2,2005,2,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
