"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SUBP","TRANSECT","SEGMNT","MEASYEAR","CONDID","SLOPE_BEGNDIST","SLOPE_ENDDIST","SLOPE","HORIZ_LENGTH","HORIZ_BEGNDIST","HORIZ_ENDDIST","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_IN_INSTANCE","MODIFIED_DATE","SEGMNT_STATUS_CD","SEGMNT_NONSAMPLE_REASN_CD","TRANSECT_LENGTH"
"62037187010538","66407916010538",2005,39,67,1501,1,30,2,2005,2,19.6,24,0,4.4,19.6,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037188010538","66407916010538",2005,39,67,1501,1,150,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037192010538","66407916010538",2005,39,67,1501,1,270,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037198010538","66407916010538",2005,39,67,1501,2,30,1,2005,2,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037199010538","66407916010538",2005,39,67,1501,2,150,1,2005,2,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037200010538","66407916010538",2005,39,67,1501,2,270,1,2005,2,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037201010538","66407916010538",2005,39,67,1501,3,30,1,2005,2,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037202010538","66407916010538",2005,39,67,1501,3,150,1,2005,2,0,18.6,0,18.6,0,18.6,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037203010538","66407916010538",2005,39,67,1501,3,150,2,2005,1,18.6,24,0,5.4,18.6,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037206010538","66407916010538",2005,39,67,1501,3,270,1,2005,2,0,20,0,20,0,20,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037207010538","66407916010538",2005,39,67,1501,3,270,2,2005,1,20,24,0,4,20,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037209010538","66407916010538",2005,39,67,1501,4,30,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037212010538","66407916010538",2005,39,67,1501,4,150,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037215010538","66407916010538",2005,39,67,1501,4,270,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62038031010538","66407994010538",2005,39,69,5636,1,30,1,2005,1,0,17,0,17,0,17,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62038032010538","66407994010538",2005,39,69,5636,1,30,2,2005,2,17,24,0,7,17,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62038034010538","66407994010538",2005,39,69,5636,1,150,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62038035010538","66407994010538",2005,39,69,5636,1,270,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62038037010538","66407994010538",2005,39,69,5636,2,30,1,2005,2,0,24.268498099388,15,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62038041010538","66407994010538",2005,39,69,5636,2,150,1,2005,2,0,24.738633753706,25,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62038045010538","66407994010538",2005,39,69,5636,2,270,1,2005,2,0,24.11970149069,10,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62038048010538","66407994010538",2005,39,69,5636,3,30,1,2005,2,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62038051010538","66407994010538",2005,39,69,5636,3,150,1,2005,2,0,24.029981273401,5,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62038054010538","66407994010538",2005,39,69,5636,3,270,1,2005,2,0,26.832815729997,50,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62038057010538","66407994010538",2005,39,69,5636,4,30,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62038058010538","66407994010538",2005,39,69,5636,4,150,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62038059010538","66407994010538",2005,39,69,5636,4,270,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"42785964020004","66433481010538",2005,39,71,3217,1,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785965020004","66433481010538",2005,39,71,3217,1,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785966020004","66433481010538",2005,39,71,3217,1,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785967020004","66433481010538",2005,39,71,3217,2,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785968020004","66433481010538",2005,39,71,3217,2,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785969020004","66433481010538",2005,39,71,3217,2,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785970020004","66433481010538",2005,39,71,3217,3,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785971020004","66433481010538",2005,39,71,3217,3,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785972020004","66433481010538",2005,39,71,3217,3,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785973020004","66433481010538",2005,39,71,3217,4,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785974020004","66433481010538",2005,39,71,3217,4,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785975020004","66433481010538",2005,39,71,3217,4,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"62036753010538","66409182010538",2005,39,73,1771,1,30,1,2005,1,0,24.738633753706,25,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62036755010538","66409182010538",2005,39,73,1771,1,150,1,2005,1,0,25.056735621385,30,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62036759010538","66409182010538",2005,39,73,1771,1,270,1,2005,1,0,24.268498099388,15,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62036763010538","66409182010538",2005,39,73,1771,2,30,1,2005,2,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62036764010538","66409182010538",2005,39,73,1771,2,150,1,2005,2,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62036765010538","66409182010538",2005,39,73,1771,2,270,1,2005,2,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62036766010538","66409182010538",2005,39,73,1771,3,30,1,2005,1,0,24.475293665245,20,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62036769010538","66409182010538",2005,39,73,1771,3,150,1,2005,1,0,24.738633753706,25,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62036772010538","66409182010538",2005,39,73,1771,3,270,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62036775010538","66409182010538",2005,39,73,1771,4,30,1,2005,1,0,24.738633753706,25,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62036777010538","66409182010538",2005,39,73,1771,4,150,1,2005,1,0,25.056735621385,30,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62036780010538","66409182010538",2005,39,73,1771,4,270,1,2005,1,0,24.029981273401,5,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"42783208020004","66433621010538",2005,39,79,1751,1,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783209020004","66433621010538",2005,39,79,1751,1,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783210020004","66433621010538",2005,39,79,1751,1,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783211020004","66433621010538",2005,39,79,1751,2,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783212020004","66433621010538",2005,39,79,1751,2,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783213020004","66433621010538",2005,39,79,1751,2,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783214020004","66433621010538",2005,39,79,1751,3,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783215020004","66433621010538",2005,39,79,1751,3,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783216020004","66433621010538",2005,39,79,1751,3,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783217020004","66433621010538",2005,39,79,1751,4,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783218020004","66433621010538",2005,39,79,1751,4,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783219020004","66433621010538",2005,39,79,1751,4,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785587020004","66433691010538",2005,39,83,4653,1,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785588020004","66433691010538",2005,39,83,4653,1,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785589020004","66433691010538",2005,39,83,4653,1,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785590020004","66433691010538",2005,39,83,4653,2,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785591020004","66433691010538",2005,39,83,4653,2,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785592020004","66433691010538",2005,39,83,4653,2,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785593020004","66433691010538",2005,39,83,4653,3,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785594020004","66433691010538",2005,39,83,4653,3,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785595020004","66433691010538",2005,39,83,4653,3,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785596020004","66433691010538",2005,39,83,4653,4,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785597020004","66433691010538",2005,39,83,4653,4,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785598020004","66433691010538",2005,39,83,4653,4,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784703020004","66410858010538",2005,39,85,4720,1,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784704020004","66410858010538",2005,39,85,4720,1,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784705020004","66410858010538",2005,39,85,4720,1,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784706020004","66410858010538",2005,39,85,4720,2,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784707020004","66410858010538",2005,39,85,4720,2,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784708020004","66410858010538",2005,39,85,4720,2,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784709020004","66410858010538",2005,39,85,4720,3,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784710020004","66410858010538",2005,39,85,4720,3,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784711020004","66410858010538",2005,39,85,4720,3,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784712020004","66410858010538",2005,39,85,4720,4,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784713020004","66410858010538",2005,39,85,4720,4,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784714020004","66410858010538",2005,39,85,4720,4,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"62035944010538","66410984010538",2005,39,87,1355,1,30,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035947010538","66410984010538",2005,39,87,1355,1,150,1,2005,1,0,24.475293665245,20,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035950010538","66410984010538",2005,39,87,1355,1,270,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035953010538","66410984010538",2005,39,87,1355,2,30,1,2005,1,0,24.029981273401,5,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035956010538","66410984010538",2005,39,87,1355,2,150,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035959010538","66410984010538",2005,39,87,1355,2,270,1,2005,1,0,24.029981273401,5,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035962010538","66410984010538",2005,39,87,1355,3,30,1,2005,2,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035964010538","66410984010538",2005,39,87,1355,3,150,1,2005,2,0,24.029981273401,5,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035967010538","66410984010538",2005,39,87,1355,3,270,1,2005,2,0,3.6,10,3.582133884756,0,3.582133884756,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035968010538","66410984010538",2005,39,87,1355,3,270,2,2005,1,3.6,27.411119022676,60,20.417866115244,3.582133884756,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035971010538","66410984010538",2005,39,87,1355,4,30,1,2005,1,0,24.029981273401,5,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035973010538","66410984010538",2005,39,87,1355,4,150,1,2005,1,0,24.738633753706,25,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"42785979020004","66427772010538",2005,39,89,4294,1,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"62035977010538","66410984010538",2005,39,87,1355,4,270,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"42785977020004","66427772010538",2005,39,89,4294,1,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785978020004","66427772010538",2005,39,89,4294,1,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785980020004","66427772010538",2005,39,89,4294,2,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785981020004","66427772010538",2005,39,89,4294,2,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785982020004","66427772010538",2005,39,89,4294,2,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785983020004","66427772010538",2005,39,89,4294,3,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785984020004","66427772010538",2005,39,89,4294,3,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785985020004","66427772010538",2005,39,89,4294,3,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785986020004","66427772010538",2005,39,89,4294,4,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785987020004","66427772010538",2005,39,89,4294,4,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785988020004","66427772010538",2005,39,89,4294,4,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783221020004","66428147010538",2005,39,91,2968,1,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783222020004","66428147010538",2005,39,91,2968,1,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783223020004","66428147010538",2005,39,91,2968,1,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783224020004","66428147010538",2005,39,91,2968,2,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783225020004","66428147010538",2005,39,91,2968,2,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783226020004","66428147010538",2005,39,91,2968,2,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783227020004","66428147010538",2005,39,91,2968,3,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783228020004","66428147010538",2005,39,91,2968,3,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783229020004","66428147010538",2005,39,91,2968,3,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783230020004","66428147010538",2005,39,91,2968,4,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783231020004","66428147010538",2005,39,91,2968,4,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42783232020004","66428147010538",2005,39,91,2968,4,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784235020004","66428189010538",2005,39,93,5566,1,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784236020004","66428189010538",2005,39,93,5566,1,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784237020004","66428189010538",2005,39,93,5566,1,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784238020004","66428189010538",2005,39,93,5566,2,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784239020004","66428189010538",2005,39,93,5566,2,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784240020004","66428189010538",2005,39,93,5566,2,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784241020004","66428189010538",2005,39,93,5566,3,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784242020004","66428189010538",2005,39,93,5566,3,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784243020004","66428189010538",2005,39,93,5566,3,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784244020004","66428189010538",2005,39,93,5566,4,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784245020004","66428189010538",2005,39,93,5566,4,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784246020004","66428189010538",2005,39,93,5566,4,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785990020004","66428273010538",2005,39,97,4449,1,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785991020004","66428273010538",2005,39,97,4449,1,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785992020004","66428273010538",2005,39,97,4449,1,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785993020004","66428273010538",2005,39,97,4449,2,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785994020004","66428273010538",2005,39,97,4449,2,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785995020004","66428273010538",2005,39,97,4449,2,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785996020004","66428273010538",2005,39,97,4449,3,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785997020004","66428273010538",2005,39,97,4449,3,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785998020004","66428273010538",2005,39,97,4449,3,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42785999020004","66428273010538",2005,39,97,4449,4,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42786000020004","66428273010538",2005,39,97,4449,4,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42786001020004","66428273010538",2005,39,97,4449,4,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"62037949010538","66412678010538",2005,39,99,3684,1,30,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037951010538","66412678010538",2005,39,99,3684,1,150,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037954010538","66412678010538",2005,39,99,3684,1,270,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037957010538","66412678010538",2005,39,99,3684,2,30,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037959010538","66412678010538",2005,39,99,3684,2,150,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037962010538","66412678010538",2005,39,99,3684,2,270,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037965010538","66412678010538",2005,39,99,3684,3,30,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037967010538","66412678010538",2005,39,99,3684,3,150,1,2005,1,0,24.11970149069,10,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037970010538","66412678010538",2005,39,99,3684,3,270,1,2005,1,0,24.029981273401,5,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037973010538","66412678010538",2005,39,99,3684,4,30,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037975010538","66412678010538",2005,39,99,3684,4,150,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62037978010538","66412678010538",2005,39,99,3684,4,270,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"42784248020004","66428457010538",2005,39,101,4228,1,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784249020004","66428457010538",2005,39,101,4228,1,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784250020004","66428457010538",2005,39,101,4228,1,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784251020004","66428457010538",2005,39,101,4228,2,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784252020004","66428457010538",2005,39,101,4228,2,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784253020004","66428457010538",2005,39,101,4228,2,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784254020004","66428457010538",2005,39,101,4228,3,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784255020004","66428457010538",2005,39,101,4228,3,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784256020004","66428457010538",2005,39,101,4228,3,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784257020004","66428457010538",2005,39,101,4228,4,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784258020004","66428457010538",2005,39,101,4228,4,150,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"42784259020004","66428457010538",2005,39,101,4228,4,270,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
"62035861010538","66413241010538",2005,39,105,2390,1,30,1,2005,1,0,24.11970149069,10,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035868010538","66413241010538",2005,39,105,2390,1,150,1,2005,1,0,24.475293665245,20,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035871010538","66413241010538",2005,39,105,2390,1,270,1,2005,1,0,25.056735621385,30,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035876010538","66413241010538",2005,39,105,2390,2,30,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035878010538","66413241010538",2005,39,105,2390,2,150,1,2005,1,0,24.268498099388,15,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035883010538","66413241010538",2005,39,105,2390,2,270,1,2005,1,0,25.056735621385,30,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035886010538","66413241010538",2005,39,105,2390,3,30,1,2005,1,0,24.029981273401,5,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035891010538","66413241010538",2005,39,105,2390,3,150,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035894010538","66413241010538",2005,39,105,2390,3,270,1,2005,1,0,24.11970149069,10,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035898010538","66413241010538",2005,39,105,2390,4,30,1,2005,1,0,24,0,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035900010538","66413241010538",2005,39,105,2390,4,150,1,2005,1,0,24.738633753706,25,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"62035904010538","66413241010538",2005,39,105,2390,4,270,1,2005,1,0,25.056735621385,30,24,0,24,"",2006-05-03,"10538","","126144",2019-06-14,,,
"42786003020004","66428653010538",2005,39,107,4416,1,30,1,2005,1,0,24,0,24,0,24,"",2012-06-06,"20004","","126144",2019-06-14,,,
