"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SUBP","TRANSECT","CWDID","MEASYEAR","CONDID","SLOPDIST","HORIZ_DIST","SPCD","DECAYCD","TRANSDIA","SMALLDIA","LARGEDIA","LENGTH","HOLLOWCD","CWDHSTCD","VOLCF","DRYBIO","CARBON","COVER_PCT","LPA_UNADJ","LPA_PLOT","LPA_COND","LPA_UNADJ_RGN","LPA_PLOT_RGN","LPA_COND_RGN","COVER_PCT_RGN","CHARRED_CD","ORNTCD_PNWRS","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CWD_SAMPLE_METHOD","HOLLOW_DIA","HORIZ_DIST_CD","INCLINATION","LARGE_END_DIA_CLASS","LENGTH_CD","VOLCF_AC_UNADJ","VOLCF_AC_PLOT","VOLCF_AC_COND","DRYBIO_AC_UNADJ","DRYBIO_AC_PLOT","DRYBIO_AC_COND","CARBON_AC_UNADJ","CARBON_AC_PLOT","CARBON_AC_COND"
"62035872010538","66413241010538",2005,39,105,2390,1,270,1,2005,1,1,0.957826285221,316,2,4,4,4,4,"N",1,3.49066666666666666666666666666666666667E-01,7.6419126784,3.7521791250944,1.81805555555555555555555555555555555556E-01,5.9395875E01,5.9395875E01,5.9395875E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,2.07331201E01,2.07331201E01,2.07331201E01,453.8980902071616,453.8980902071616,453.8980902071616,222.8639622917163456,222.8639622917163456,222.8639622917163456
"62035873010538","66413241010538",2005,39,105,2390,1,270,2,2005,1,10,9.578262852212,316,2,4,3,5,4,"N",1,3.70883333333333333333333333333333333333E-01,8.1195322208,3.9866903204128,1.81805555555555555555555555555555555556E-01,5.9395875E01,5.9395875E01,5.9395875E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,22.02894010625,22.02894010625,22.02894010625,482.2667208451092,482.2667208451092,482.2667208451092,236.7929599349486172,236.7929599349486172,236.7929599349486172
"62035895010538","66413241010538",2005,39,105,2390,3,270,1,2005,1,4.1,4.079652479861,341,2,10,3,12,42,"N",1,17.5242375,369.2135334888,181.2838449430008,3.40885416666666666666666666666666666667E-01,5.65675,5.65675,5.65675,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,99.130230478125,99.130230478125,99.130230478125,2088.5486555627694,2088.5486555627694,2088.5486555627694,1025.4773898813197754,1025.4773898813197754,1025.4773898813197754
"62035905010538","66413241010538",2005,39,105,2390,4,270,1,2005,1,15.2,14.558959535362,998,4,7,5,8,4,"N",1,9.70841666666666666666666666666666666667E-01,13.230785568,6.496315713888,2.95434027777777777777777777777777777778E-01,5.9395875E01,5.9395875E01,5.9395875E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,5.7663990278125E01,5.7663990278125E01,5.7663990278125E01,785.854085748732,785.854085748732,785.854085748732,385.854356102627412,385.854356102627412,385.854356102627412
"62036932010538","66414281010538",2005,39,113,3539,1,150,1,2005,1,22.6,22.6,541,2,16,7,25,57,"N",1,104.7690875,2804.62656474,1377.07164328734,1.47492957746478873239436619718309859155E00,4.16813157894736842105263157894736842104E00,4.16813157894736842105263157894736842104E00,8.45367531504818383988139362490733876942E00,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,4.36691342106249999999999999999999999999E02,4.36691342106249999999999999999999999999E02,8.85683848778873239436619718309859154926E02,11690.05255164747,11690.05255164747,2.37094023582709250704225352112676056337E04,5.73981580285890776999999999999999999998E03,5.73981580285890776999999999999999999998E03,1.16413165579110242095774647887323943661E04
"62036933010538","66414281010538",2005,39,113,3539,1,150,2,2005,1,24,24,541,2,17,6,19,49,"N",1,5.30499520833333333333333333333333333333E01,1420.12599729,697.28186466939,1.15228873239436619718309859154929577465E00,4.84864285714285714285714285714285714287E00,4.84864285714285714285714285714285714287E00,9.83386720321931589537223340040241448695E00,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,2.57220271240625000000000000000000000001E02,2.57220271240625000000000000000000000001E02,5.21686183924647887323943661971830985917E02,6.88568377300303500000000000000000000002E03,6.88568377300303500000000000000000000002E03,1.39653304691892540845070422535211267606E04,3.38087073254449018500000000000000000001E03,3.38087073254449018500000000000000000001E03,6.85697726037192375549295774647887323946E03
"62036941010538","66414281010538",2005,39,113,3539,2,150,1,2005,1,23.4,23.4,541,3,4,3,4,10,"N",1,6.81770833333333333333333333333333333333E-01,10.52926875,5.16987095625,3.22640845070422535211267605633802816901E-01,2.375835E01,2.375835E01,4.81859492957746478873239436619718309858E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,1.6197750078125E01,1.6197750078125E01,3.28517748063380281690140845070422535211E01,250.1580522065625,250.1580522065625,5.07362810109084507042253521126760563379E02,122.8276036334221875,122.8276036334221875,2.49115139763560492957746478873239436619E02
"62036814010538","66415946010538",2005,39,119,2977,1,30,1,2005,1,0.8,0.8,731,2,3,3,4,12,"N",1,0.818125,17.23685964,8.46329808324,1.59079861111111111111111111111111111111E-01,19.798625,19.798625,19.798625,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,16.197750078125,16.197750078125,16.197750078125,341.266120189995,341.266120189995,341.266120189995,167.561665013287545,167.561665013287545,167.561665013287545
"62036819010538","66415946010538",2005,39,119,2977,1,150,1,2005,1,8,7.844645405527,731,2,4,3,4,12,"N",1,0.818125,17.23685964,8.46329808324,1.59079861111111111111111111111111111111E-01,19.798625,19.798625,19.798625,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,16.197750078125,16.197750078125,16.197750078125,341.266120189995,341.266120189995,341.266120189995,167.561665013287545,167.561665013287545,167.561665013287545
"62036815010538","66415946010538",2005,39,119,2977,1,30,2,2005,1,16.6,16.6,731,2,3,3,4,6,"N",1,0.4090625,8.61842982,4.23164904162,1.59079861111111111111111111111111111111E-01,3.959725E01,3.959725E01,3.959725E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,16.197750078125,16.197750078125,16.197750078125,341.266120189995,341.266120189995,341.266120189995,167.561665013287545,167.561665013287545,167.561665013287545
"62036816010538","66415946010538",2005,39,119,2977,1,30,3,2005,1,17.5,17.5,731,2,3,3,4,10,"N",1,6.81770833333333333333333333333333333333E-01,14.3640497,7.0527484027,1.59079861111111111111111111111111111111E-01,2.375835E01,2.375835E01,2.375835E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,1.6197750078125E01,1.6197750078125E01,1.6197750078125E01,341.266120189995,341.266120189995,341.266120189995,167.561665013287545,167.561665013287545,167.561665013287545
"62036834010538","66415946010538",2005,39,119,2977,3,30,1,2005,1,5.1,5.074689670071,731,3,4,4,5,6,"N",1,0.6708625,11.2265028876,5.5122129178116,0.20453125,3.959725E01,3.959725E01,3.959725E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,2.6564310128125E01,2.6564310128125E01,2.6564310128125E01,444.5386414660191,444.5386414660191,444.5386414660191,218.2684729598153781,218.2684729598153781,218.2684729598153781
"62036846010538","66415946010538",2005,39,119,2977,4,150,1,2005,1,11.8,11.669448963846,998,3,3,3,4,5,"N",1,3.40885416666666666666666666666666666667E-01,4.9774725,2.4439389975,1.59079861111111111111111111111111111111E-01,4.75167E01,4.75167E01,4.75167E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,16.197750078125,16.197750078125,16.197750078125,236.51306754075,236.51306754075,236.51306754075,116.12791616250825,116.12791616250825,116.12791616250825
"62036840010538","66415946010538",2005,39,119,2977,3,270,1,2005,1,3.4,3.383126446714,602,2,3,3,4,13,"N",1,8.86302083333333333333333333333333333333E-01,20.702967285,10.165156936935,1.59079861111111111111111111111111111111E-01,1.82756538461538461538461538461538461538E01,1.82756538461538461538461538461538461538E01,1.82756538461538461538461538461538461538E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,1.6197750078125E01,1.6197750078125E01,1.6197750078125E01,378.3602636889075,378.3602636889075,378.3602636889075,185.7748894712535825,185.7748894712535825,185.7748894712535825
"62036850010538","66415946010538",2005,39,119,2977,4,270,1,2005,1,6.4,6.130088225415,731,3,4,3,4,11,"N",1,7.49947916666666666666666666666666666667E-01,12.549952415,6.162026635765,1.59079861111111111111111111111111111111E-01,2.15985E01,2.15985E01,2.15985E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,1.6197750078125E01,1.6197750078125E01,1.6197750078125E01,271.0601472353775,271.0601472353775,271.0601472353775,133.0905322925703525,133.0905322925703525,133.0905322925703525
"62036807010538","66416953010538",2005,39,129,4055,4,270,1,2005,1,23.6,23.6,602,1,3,3,3,6,"N",1,0.294525,8.8480776384,4.3444061204544,2.72708333333333333333333333333333333333E-01,3.959725E01,3.959725E01,7.91944999999999999999999999999999999998E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,11.66238005625,11.66238005625,2.33247601124999999999999999999999999999E01,350.3595422671344,350.3595422671344,7.00719084534268799999999999999999999998E02,172.0265352531629904,172.0265352531629904,3.44053070506325980799999999999999999999E02
"62036808010538","66416953010538",2005,39,129,4055,4,270,2,2005,1,20.1,20.1,602,1,3,3,3,4,"N",1,0.19635,5.8987184256,2.8962707469696,2.72708333333333333333333333333333333333E-01,5.9395875E01,5.9395875E01,118.79175,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,11.66238005625,11.66238005625,23.3247601125,350.3595422671344,350.3595422671344,700.7190845342688,172.0265352531629904,172.0265352531629904,344.0530705063259808
"62035986010538","66419770010538",2005,39,145,2326,1,30,1,2005,2,16.6,16.419662551753,998,4,4,8,9,24,"N",2,9.49025,129.33464544,63.50331091104,1.5539804469273743016759776536312849162E00,9.89931250000000000000000000000000000002E00,1.31746857670979667282809611829944547135E01,3.98184636871508379888268156424581005587E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,9.39469504531250000000000000000000000002E01,1.25031061601201478743068391866913123845E02,3.77887175006983240223463687150837988827E02,1.28032407228726E03,1.70394331247102994454713493530499075786E03,5.14990688294316871508379888268156424582E03,6.28639119493044660000000000000000000001E02,8.36636166423275702772643253234750462108E02,2.5286042795250958391061452513966480447E03
"62035994010538","66419770010538",2005,39,145,2326,2,30,1,2005,1,16.7,16.515237092901,998,4,4,8,8,24,"N",2,8.3776,114.171273216,56.058095149056,4.83918669131238447319778188539741219963E-01,9.89931250000000000000000000000000000002E00,1.31746857670979667282809611829944547135E01,1.31746857670979667282809611829944547135E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,8.29324804000000000000000000000000000002E01,1.10372247482439926062846580406654343808E02,1.10372247482439926062846580406654343808E02,1.130217112088064E03,1.50417064825028850277264325323475046211E03,1.50417064825028850277264325323475046211E03,5.54936602035239424000000000000000000001E02,7.38547788290891654861367837338262476895E02,7.38547788290891654861367837338262476895E02
"62036007010538","66419770010538",2005,39,145,2326,3,30,1,2005,1,5.4,5.295135648731,998,3,8,3,9,30,"N",2,7.363125,107.513406,52.789082346,3.62939001848428835489833641404805914972E-01,7.91944999999999999999999999999999999998E00,1.05397486136783733826247689463955637708E01,1.05397486136783733826247689463955637708E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,5.83119002812499999999999999999999999999E01,7.76054865110905730129390018484288354897E01,7.76054865110905730129390018484288354897E01,8.51447043146699999999999999999999999998E02,1.13316427184034011090573012939001848429E03,1.13316427184034011090573012939001848429E03,4.18060498185029699999999999999999999999E02,5.56383657473606994454713493530499075784E02,5.56383657473606994454713493530499075784E02
"62036008010538","66419770010538",2005,39,145,2326,3,30,2,2005,1,12.3,12.061142310998,998,3,5,4,6,13,"N",2,1.84350833333333333333333333333333333333E00,2.691817128E01,1.321682209848E01,3.02449168207024029574861367837338262477E-01,1.82756538461538461538461538461538461538E01,2.43224968007962462675956206455282240864E01,2.43224968007962462675956206455282240864E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,3.36913201624999999999999999999999999999E01,4.48387255397412199630314232902033271718E01,4.48387255397412199630314232902033271718E01,4.91947180484759999999999999999999999999E02,6.54717134841085397412199630314232902031E02,6.54717134841085397412199630314232902031E02,241.54606561801716,3.21466113206972930129390018484288354897E02,3.21466113206972930129390018484288354897E02
"62036009010538","66419770010538",2005,39,145,2326,3,30,3,2005,1,19.8,19.41549737868,998,4,6,3,6,6,"N",1,0.7363125,10.03458456,4.92698101896,2.72204251386321626617375231053604436229E-01,3.959725E01,5.2698743068391866913123844731977818854E01,5.2698743068391866913123844731977818854E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,2.9155950140625E01,3.88027432555452865064695009242144177449E01,3.88027432555452865064695009242144177449E01,397.34195346846,5.28809993525492051756007393715341959335E02,5.28809993525492051756007393715341959335E02,195.09489915301386,2.59645706821016597412199630314232902033E02,2.59645706821016597412199630314232902033E02
"62036010010538","66419770010538",2005,39,145,2326,3,30,4,2005,1,23.4,22.945587811168,998,3,8,6,9,24,"N",2,7.65765,111.81394224,54.90064563984,4.53673752310536044362292051756007393715E-01,9.89931250000000000000000000000000000002E00,1.31746857670979667282809611829944547135E01,1.31746857670979667282809611829944547135E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,7.58054703656250000000000000000000000002E01,1.00887132464417744916820702402957486137E02,1.00887132464417744916820702402957486137E02,1.10688115609071E03,1.47311355339244214417744916820702402958E03,1.47311355339244214417744916820702402958E03,5.43478647640538610000000000000000000001E02,7.23298754715689092791127541589648798522E02,7.23298754715689092791127541589648798522E02
"62036027010538","66419770010538",2005,39,145,2326,4,30,1,2005,1,18.6,18.39421616335,833,2,3,3,3,9,"N",2,0.4417875,12.273068808,6.026076784728,1.81469500924214417744916820702402957486E-01,2.63981666666666666666666666666666666666E01,3.51324953789279112754158964879852125693E01,3.51324953789279112754158964879852125693E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,1.166238005625E01,1.5521097302218114602587800369685767098E01,1.5521097302218114602587800369685767098E01,323.986515905052,4.3118353318232428835489833641404805915E02,4.3118353318232428835489833641404805915E02,159.077379309380532,2.11711114792521225582255083179297597042E02,2.11711114792521225582255083179297597042E02
"62036028010538","66419770010538",2005,39,145,2326,4,30,2,2005,1,10.4,10.28493806983,802,1,9,4,8,56,"N",2,1.22173333333333333333333333333333333333E01,445.06670208,218.52775072128,3.62939001848428835489833641404805914972E-01,4.24256250000000000000000000000000000001E00,5.64629390018484288354898336414048059151E00,5.64629390018484288354898336414048059151E00,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,5.18328002500000000000000000000000000001E01,6.898265467652495378927911275415896488E01,6.898265467652495378927911275415896488E01,1.88822330024328E03,2.51297740512968872458410351201478743069E03,2.51297740512968872458410351201478743069E03,9.27117640419450480000000000000000000002E02,1.23387190591867716377079482439926062847E03,1.23387190591867716377079482439926062847E03
"62035997010538","66419770010538",2005,39,145,2326,2,150,1,2005,1,19.7,19.111807252863,998,4,3,3,10,20,"N",2,5.94504166666666666666666666666666666667E00,81.01997904,39.78080970864,3.9318391866913123844731977818853974122E-01,1.1879175E01,1.58096229205175600739371534195933456562E01,1.58096229205175600739371534195933456562E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,7.0622190340625E01,9.39888669967652495378927911275415896488E01,9.39888669967652495378927911275415896488E01,9.62450509512491999999999999999999999999E02,1.28089531765063630314232902033271719039E03,1.28089531765063630314232902033271719039E03,472.563200170633572,6.2891960096646242484288354898336414048E02,6.2891960096646242484288354898336414048E02
"62035998010538","66419770010538",2005,39,145,2326,2,150,2,2005,1,23.8,23.089391503459,998,4,4,3,10,20,"N",2,5.94504166666666666666666666666666666667E00,81.01997904,39.78080970864,3.9318391866913123844731977818853974122E-01,1.1879175E01,1.58096229205175600739371534195933456562E01,1.58096229205175600739371534195933456562E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,7.0622190340625E01,9.39888669967652495378927911275415896488E01,9.39888669967652495378927911275415896488E01,9.62450509512491999999999999999999999999E02,1.28089531765063630314232902033271719039E03,1.28089531765063630314232902033271719039E03,472.563200170633572,6.2891960096646242484288354898336414048E02,6.2891960096646242484288354898336414048E02
"62036031010538","66419770010538",2005,39,145,2326,4,150,1,2005,1,4.6,4.462655500669,833,2,3,3,5,12,"N",1,1.11265,30.909951072,15.176785976352,2.41959334565619223659889094269870609982E-01,19.798625,2.6349371534195933456561922365988909427E01,2.6349371534195933456561922365988909427E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,22.02894010625,2.9317628237523105360443622920517560074E01,2.9317628237523105360443622920517560074E01,611.974530042876,8.14457784899945878003696857670979667283E02,8.14457784899945878003696857670979667283E02,300.479494251052116,3.99898772385873426099815157116451016636E02,3.99898772385873426099815157116451016636E02
"62036002010538","66419770010538",2005,39,145,2326,2,270,1,2005,1,16.9,16.878914527036,998,3,5,3,5,13,"N",2,1.20537083333333333333333333333333333333E00,1.760034276E01,8.64176829515999999999999999999999999998E00,2.41959334565619223659889094269870609982E-01,1.82756538461538461538461538461538461538E01,2.43224968007962462675956206455282240864E01,2.43224968007962462675956206455282240864E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,2.20289401062499999999999999999999999999E01,2.93176282375231053604436229205175600738E01,2.93176282375231053604436229205175600738E01,3.21657771855419999999999999999999999999E02,4.28084280473017375231053604436229205174E02,4.28084280473017375231053604436229205174E02,157.93396598101122,2.1018938171225153123844731977818853974E02,2.1018938171225153123844731977818853974E02
"62036016010538","66419770010538",2005,39,145,2326,3,270,1,2005,1,3.4,3.298484500494,998,3,4,3,6,18,"N",1,2.2089375,32.2540218,15.8367247038,2.72204251386321626617375231053604436229E-01,1.31990833333333333333333333333333333334E01,1.75662476894639556377079482439926062847E01,1.75662476894639556377079482439926062847E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,2.91559501406250000000000000000000000001E01,3.8802743255545286506469500924214417745E01,3.8802743255545286506469500924214417745E01,4.25723521573350000000000000000000000001E02,5.66582135920170055452865064695009242145E02,5.66582135920170055452865064695009242145E02,2.09030249092514850000000000000000000001E02,2.78191828736803497227356746765249537893E02,2.78191828736803497227356746765249537893E02
"62036017010538","66419770010538",2005,39,145,2326,3,270,2,2005,1,8.2,7.955168501192,998,3,5,3,12,28,"N",2,11.682825,170.58793752,83.75867732232,4.53673752310536044362292051756007393715E-01,8.48512500000000000000000000000000000001E00,1.1292587800369685767097966728280961183E01,1.1292587800369685767097966728280961183E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,9.91302304781250000000000000000000000001E01,1.31929327068853974121996303142329020333E02,1.31929327068853974121996303142329020333E02,1.44745997334939E03,1.92637926212857818853974121996303142329E03,1.92637926212857818853974121996303142329E03,7.10702846914550490000000000000000000001E02,9.45852217705131890573012939001848428834E02,9.45852217705131890573012939001848428834E02
"62036018010538","66419770010538",2005,39,145,2326,3,270,3,2005,1,8.8,8.537254001279,998,3,3,3,4,13,"N",2,8.86302083333333333333333333333333333333E-01,12.9414285,6.3542413935,2.11714417744916820702402957486136783734E-01,1.82756538461538461538461538461538461538E01,2.43224968007962462675956206455282240864E01,2.43224968007962462675956206455282240864E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,1.6197750078125E01,2.15570795864140480591497227356746765249E01,2.15570795864140480591497227356746765249E01,236.51306754075,3.14767853288983364140480591497227356746E02,3.14767853288983364140480591497227356746E02,116.12791616250825,1.54551015964890831792975970425138632162E02,1.54551015964890831792975970425138632162E02
"62036019010538","66419770010538",2005,39,145,2326,3,270,4,2005,1,9.3,9.022325251352,998,3,6,5,7,17,"N",1,3.43067083333333333333333333333333333333E00,50.09328324,24.59580207084,3.62939001848428835489833641404805914972E-01,1.39755E01,1.85995563770794824399260628465804066543E01,1.85995563770794824399260628465804066543E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,4.79453402312499999999999999999999999999E01,6.38089555757855822550831792975970425138E01,6.38089555757855822550831792975970425138E01,7.00078679920619999999999999999999999999E02,9.3171284573539075785582255083179297597E02,9.3171284573539075785582255083179297597E02,343.73863184102442,4.57471007256076862107208872458410351201E02,4.57471007256076862107208872458410351201E02
"62036020010538","66419770010538",2005,39,145,2326,3,270,5,2005,1,12.2,11.835738501773,998,3,6,4,8,23,"N",2,5.01783333333333333333333333333333333333E00,73.2683952,35.9747820432,3.62939001848428835489833641404805914972E-01,1.03297173913043478260869565217391304348E01,1.37474981917544000642931768866029092663E01,1.37474981917544000642931768866029092663E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,5.183280025E01,6.89826546765249537892791127541589648798E01,6.89826546765249537892791127541589648798E01,756.8418161304,1.00725713052474676524953789279112754159E03,1.00725713052474676524953789279112754159E03,371.6093317200264,4.94563251087650661737523105360443622921E02,4.94563251087650661737523105360443622921E02
"62036021010538","66419770010538",2005,39,145,2326,3,270,6,2005,1,12.4,12.029767001802,998,3,3,3,4,3,"N",2,0.20453125,2.9864835,1.4663633985,2.11714417744916820702402957486136783734E-01,7.91945E01,1.05397486136783733826247689463955637708E02,1.05397486136783733826247689463955637708E02,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,16.197750078125,2.1557079586414048059149722735674676525E01,2.1557079586414048059149722735674676525E01,236.51306754075,3.14767853288983364140480591497227356747E02,3.14767853288983364140480591497227356747E02,116.12791616250825,1.54551015964890831792975970425138632163E02,1.54551015964890831792975970425138632163E02
"62036022010538","66419770010538",2005,39,145,2326,3,270,7,2005,1,14.1,13.679009252049,998,3,6,3,11,26,"N",2,9.21754166666666666666666666666666666667E00,134.5908564,66.0841104924,4.23428835489833641404805914972273567468E-01,9.13782692307692307692307692307692307692E00,1.21612484003981231337978103227641120433E01,1.21612484003981231337978103227641120433E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,84.22830040625,1.1209681384935304990757855822550831793E02,1.1209681384935304990757855822550831793E02,1229.8679512119,1.63679283710271349353049907578558225509E03,1.63679283710271349353049907578558225509E03,603.8651640450429,8.03665283017432325323475046210720887248E02,8.03665283017432325323475046210720887248E02
"62036023010538","66419770010538",2005,39,145,2326,3,270,8,2005,1,16.2,15.716308502354,998,3,5,4,6,17,"N",2,2.41074166666666666666666666666666666667E00,3.52006855200000000000000000000000000001E01,1.728353659032E01,3.02449168207024029574861367837338262477E-01,1.39755E01,1.85995563770794824399260628465804066543E01,1.85995563770794824399260628465804066543E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,3.36913201625E01,4.4838725539741219963031423290203327172E01,4.4838725539741219963031423290203327172E01,491.94718048476,6.54717134841085397412199630314232902034E02,6.54717134841085397412199630314232902034E02,241.54606561801716,3.21466113206972930129390018484288354899E02,3.21466113206972930129390018484288354899E02
"62036734010538","66422502010538",2005,39,163,2417,3,30,1,2005,1,24.9,23.119069603043,833,2,3,3,4,10,"N",1,6.81770833333333333333333333333333333333E-01,18.939921,9.299501211,1.59079861111111111111111111111111111111E-01,2.375835E01,2.375835E01,2.375835E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,1.6197750078125E01,1.6197750078125E01,1.6197750078125E01,449.98127209035,449.98127209035,449.98127209035,220.94080459636185,220.94080459636185,220.94080459636185
"62036721010538","66422502010538",2005,39,163,2417,1,270,1,2005,1,5,4.902903378455,621,2,3,3,5,18,"N",1,1.668975,32.742886176,16.076757112416,1.81805555555555555555555555555555555556E-01,1.31990833333333333333333333333333333334E01,1.31990833333333333333333333333333333334E01,1.31990833333333333333333333333333333334E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,2.20289401062500000000000000000000000001E01,2.20289401062500000000000000000000000001E01,2.20289401062500000000000000000000000001E01,4.32176083210872000000000000000000000001E02,4.32176083210872000000000000000000000001E02,4.32176083210872000000000000000000000001E02,2.12198456856538152000000000000000000001E02,2.12198456856538152000000000000000000001E02,2.12198456856538152000000000000000000001E02
"62036722010538","66422502010538",2005,39,163,2417,1,270,2,2005,1,19.6,19.219381243542,833,2,4,4,8,8,"N",1,1.74533333333333333333333333333333333333E00,4.84861977599999999999999999999999999999E01,2.380672310016E01,2.72708333333333333333333333333333333333E-01,2.96979375E01,2.96979375E01,2.96979375E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,5.18328002499999999999999999999999999999E01,5.18328002499999999999999999999999999999E01,5.18328002499999999999999999999999999999E01,1.43994007068912E03,1.43994007068912E03,1.43994007068912E03,7.07010574708357919999999999999999999998E02,7.07010574708357919999999999999999999998E02,7.07010574708357919999999999999999999998E02
"62036740010538","66422502010538",2005,39,163,2417,3,270,1,2005,1,15.1,15.025061572171,833,1,4,3,14,40,"N",1,2.23620833333333333333333333333333333333E01,774.38785424,380.22443643184,3.86336805555555555555555555555555555556E-01,5.93958750000000000000000000000000000001E00,5.93958750000000000000000000000000000001E00,5.93958750000000000000000000000000000001E00,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,132.821550640625,132.821550640625,132.821550640625,4.59954441919572600000000000000000000001E03,4.59954441919572600000000000000000000001E03,4.59954441919572600000000000000000000001E03,2.258376309825101466E03,2.258376309825101466E03,2.258376309825101466E03
"62036920010538","66422980010538",2005,39,165,2886,4,150,3,2005,1,15.3,15.130726198885,998,3,3,3,3,5,"N",1,0.2454375,3.5837802,1.7596360782,1.89862360156258471750008648595183958976E-01,4.75167E01,4.75167E01,6.61632352672529522354430138624497060238E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,11.66238005625,11.66238005625,1.62389390559063964642865447148649997222E01,170.28940862934,170.28940862934,2.37114492518722838612926411308572779944E02,8.361209963700594E01,8.361209963700594E01,1.16423215826692913758946867952509234953E02
"62036741010538","66422502010538",2005,39,163,2417,3,270,2,2005,1,8.8,8.756327273848,833,1,3,3,9,25,"N",1,6.1359375,212.4844722,104.3298758502,2.72708333333333333333333333333333333333E-01,9.50334000000000000000000000000000000001E00,9.50334000000000000000000000000000000001E00,9.50334000000000000000000000000000000001E00,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,5.83119002812500000000000000000000000001E01,5.83119002812500000000000000000000000001E01,5.83119002812500000000000000000000000001E01,2.019312184037148E03,2.019312184037148E03,2.019312184037148E03,9.91482282362239668000000000000000000001E02,9.91482282362239668000000000000000000001E02,9.91482282362239668000000000000000000001E02
"62036918010538","66422980010538",2005,39,165,2886,4,150,1,2005,1,17.4,17.207492539908,998,3,3,3,3,8,"N",1,0.3927,5.73404832,2.81541772512,1.89862360156258471750008648595183958976E-01,2.96979375E01,2.96979375E01,4.13520220420330951471518836640310662649E01,,,,,,"","",2006-05-03,"10538","",2019-06-14,"126144","1",,,,,,11.66238005625,11.66238005625,1.62389390559063964642865447148649997222E01,170.28940862934,170.28940862934,2.37114492518722838612926411308572779944E02,8.361209963700594E01,8.361209963700594E01,1.16423215826692913758946867952509234953E02
