"CN","PLT_CN","PREV_SIT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","CONDID","TREE","SPCD","DIA","HT","AGEDIA","SPGRPCD","SITREE","SIBASE","SUBP","AZIMUTH","DIST","METHOD","SITREE_EST","VALIDCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE","AGECHKCD_RMRS","AGE_DETERMINATION_METHOD_PNWRS","CCLCD_RMRS","DAMAGE_AGENT_CD1_RMRS","DAMAGE_AGENT_CD2_RMRS","DAMAGE_AGENT_CD3_RMRS","SIBASE_AGE_PNWRS","SITETRCD_RMRS","SITE_AGE_TREE_STATUS_PNWRS","SITE_AGE_TREE_TYPE_PNWRS","SITE_TREE_METHOD_PNWRS","SITREE_EQU_NO_PNWRS","TREECLCD_RMRS","TREE_ACT_RMRS","YEAR_AGE_TAKEN","SIEQN_REF_CD","SITREE_FVS","SIBASE_FVS","SIEQN_REF_CD_FVS"
"66287224010538","59811523010538","",2002,39,1,145,2415,1,1,541,15.5,65,48,36,65,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",66,50,"FRAM06"
"66287832010538","59812137010538","",2002,39,1,145,3130,1,1,832,17,76,68,27,64,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",64,50,"QUPR01"
"66287412010538","59811713010538","",2002,39,1,145,3330,1,1,621,11.8,77,25,39,98,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",107,50,"LITU09"
"66287304010538","59811604010538","",2002,39,1,145,3975,1,1,837,14.6,97,34,28,121,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",118,50,"QUVE01"
"66287494010538","59811796010538","",2002,39,1,145,4087,1,1,611,15.4,80,55,34,75,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",76,50,"LIST01"
"66267885010538","59828878010538","",2002,39,2,9,59,1,1,621,15.5,109,30,39,129,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",136,50,"LITU09"
"66268106010538","59829104010538","",2002,39,2,9,3039,1,1,837,14.3,69,47,28,69,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",71,50,"QUVE01"
"66268271010538","59829271010538","",2002,39,2,9,5172,1,1,802,12.4,73,94,25,55,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",48,50,"QUAL02"
"66268198010538","59829195010538","",2002,39,2,9,5782,1,1,621,14.6,89,48,39,89,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",90,50,"LITU09"
"66268199010538","59829195010538","",2002,39,2,9,5782,2,2,802,13.8,90,106,25,66,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",55,50,"QUAL02"
"66268035010538","59829030010538","",2002,39,2,9,5818,1,1,541,11.9,72,36,36,83,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",85,50,"FRAM06"
"66276773010538","59821542010538","",2002,39,2,73,117,1,1,316,8.5,62,38,32,63,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",76,50,"ACRU02"
"66276603010538","59821370010538","",2002,39,2,73,355,1,1,318,10.7,81,75,31,54,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",66,50,"ACSA53"
"66277118010538","59821892010538","",2002,39,2,73,409,1,1,802,13.5,71,78,25,56,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",52,50,"QUAL02"
"66277007010538","59821777010538","",2002,39,2,73,3360,1,1,541,17.2,89,54,36,84,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",86,50,"FRAM06"
"66277008010538","59821777010538","",2002,39,2,73,3360,2,2,621,16,87,34,39,97,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",102,50,"LITU09"
"66276701010538","59821469010538","",2002,39,2,73,4638,1,1,621,11.6,92,33,39,104,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",110,50,"LITU09"
"66266070010538","59826827010538","",2002,39,2,105,75,1,1,621,8.2,55,26,39,68,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",75,50,"LITU09"
"66265682010538","59826436010538","",2002,39,2,105,435,1,1,802,15.3,81,85,25,63,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",56,50,"QUAL02"
"66265714010538","59826469010538","",2002,39,2,105,2981,1,1,318,14.9,73,79,31,48,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",57,50,"ACSA53"
"66265934010538","59826692010538","",2002,39,2,105,3240,1,1,802,14.5,68,70,25,56,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",54,50,"QUAL02"
"66265886010538","59826643010538","",2002,39,2,105,3458,1,1,407,11.3,80,78,29,53,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",59,50,"CARY01"
"66265806010538","59826560010538","",2002,39,2,105,5523,1,1,802,13.5,76,82,25,59,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",54,50,"QUAL02"
"66282503010538","59806695010538","",2002,39,2,115,261,1,1,318,10,60,42,31,56,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",66,50,"ACSA53"
"66282504010538","59806695010538","",2002,39,2,115,261,2,1,318,10,60,42,31,56,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",66,50,"ACSA53"
"66282425010538","59806618010538","",2002,39,2,115,590,1,1,621,9.1,82,42,39,85,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",87,50,"LITU09"
"66282646010538","59806841010538","",2002,39,2,115,769,1,1,129,11,50,28,4,71,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",82,50,"PIST02"
"66282035010538","59806224010538","",2002,39,2,115,1719,1,1,743,9.5,75,35,37,90,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",91,50,"POTR05"
"66282167010538","59806355010538","",2002,39,2,115,1969,2,1,802,16.2,84,57,25,76,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",77,50,"QUAL02"
"66282862010538","59807059010538","",2002,39,2,115,2613,1,1,833,9.9,67,47,26,67,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,2,,,,,,,,,"",,"",,,,,"",,,""
"66282764010538","59806958010538","",2002,39,2,115,3640,1,1,407,13.3,86,72,29,59,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",67,50,"CARY01"
"66282248010538","59806439010538","",2002,39,2,115,4960,1,1,621,10.1,61,34,39,68,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",72,50,"LITU09"
"66284584010538","59808814010538","",2002,39,2,127,821,1,1,316,17.5,82,68,32,57,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",66,50,"ACRU02"
"66284357010538","59808584010538","",2002,39,2,127,2271,1,1,132,8.2,40,20,3,63,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",68,50,"PIVI03"
"66284670010538","59808903010538","",2002,39,2,127,2746,1,1,837,12.6,78,54,28,72,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",75,50,"QUVE01"
"66284494010538","59808724010538","",2002,39,2,127,5693,1,1,621,7.6,60,19,39,89,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",100,50,"LITU09"
"66290825010538","59815204010538","",2002,39,2,163,175,1,1,832,10.1,85,97,27,64,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",60,50,"QUPR01"
"66290947010538","59815325010538","",2002,39,2,163,716,2,1,621,7.5,65,16,39,107,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",121,50,"LITU09"
"66290637010538","59815014010538","",2002,39,2,163,2813,1,1,832,11.5,82,56,27,75,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",77,50,"QUPR01"
"66290725010538","59815103010538","",2002,39,2,163,4112,1,1,316,11.5,78,52,32,63,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",76,50,"ACRU02"
"66291376010538","59815768010538","",2002,39,2,167,563,1,1,802,9.3,60,51,25,57,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",59,50,"QUAL02"
"66291889010538","59816285010538","",2002,39,2,167,564,1,1,602,10.1,64,52,40,51,50,,,,1,,0,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",63,50,"JUNI06"
"66291618010538","59816012010538","",2002,39,2,167,757,1,1,833,12,75,49,26,73,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,2,,,,,,,,,"",,"",,,,,"",,,""
"66291358010538","59815745010538","",2002,39,2,167,1498,3,1,402,11.8,92,49,29,78,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,2,,,,,,,,,"",,"",,,,,"",,,""
"66291470010538","59815863010538","",2002,39,2,167,2110,1,1,833,18.5,92,50,26,89,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,2,,,,,,,,,"",,"",,,,,"",,,""
"66291945010538","59816340010538","",2002,39,2,167,5386,2,1,621,14.1,74,21,39,104,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",114,50,"LITU09"
"66268771010538","59829779010538","",2002,39,3,13,679,2,1,972,10.1,60,42,41,56,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",67,50,"ULAM02"
"66269104010538","59830119010538","",2002,39,3,13,711,1,1,621,22.8,74,42,39,77,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",79,50,"LITU09"
"66268805010538","59829816010538","",2002,39,3,13,2644,1,1,802,15.8,94,75,25,76,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",71,50,"QUAL02"
"66269022010538","59830034010538","",2002,39,3,13,4940,2,1,833,12.2,75,62,26,65,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,2,,,,,,,,,"",,"",,,,,"",,,""
"66268658010538","59829663010538","",2002,39,3,13,5370,1,1,541,13.9,73,35,36,86,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",88,50,"FRAM06"
"66269814010538","59830849010538","",2002,39,3,19,108,3,1,762,14.6,96,40,41,98,50,,,,1,,0,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",115,50,"PRSE02"
"66271027010538","59832099010538","",2002,39,3,31,338,2,1,316,8.7,57,33,32,66,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",78,50,"ACRU02"
"66271281010538","59832359010538","",2002,39,3,31,672,1,1,837,10.4,47,28,28,65,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",68,50,"QUVE01"
"66271071010538","59832144010538","",2002,39,3,31,2342,1,1,901,6.9,56,45,42,49,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",57,50,"ROPS01"
"273812772489998","59831998010538","",2002,39,3,31,5369,1,1,833,11.3,76,35,26,92,50,4,65,68.6,2,,1,"",2014-08-08,"489998","",2019-06-13,"126144",5,2,,,,,,,,,"",,"",,,,,"",,,""
"66274226010538","59818941010538","",2002,39,3,59,36,1,1,762,11,74,50,41,61,50,,,,2,,0,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",75,50,"PRSE02"
"66274565010538","59819283010538","",2002,39,3,59,411,1,1,972,5.8,45,19,41,101,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",97,50,"ULAM02"
"66274489010538","59819208010538","",2002,39,3,59,463,1,1,837,11.5,55,27,28,80,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",80,50,"QUVE01"
"66274778010538","59819502010538","",2002,39,3,59,5764,1,1,318,14.1,82,102,31,50,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",58,50,"ACSA53"
"66276080010538","59820832010538","",2002,39,3,67,106,1,1,621,10.8,87,36,39,95,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",99,50,"LITU09"
"66275611010538","59820358010538","",2002,39,3,67,221,1,1,901,8.9,66,36,42,71,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",73,50,"ROPS01"
"66276001010538","59820750010538","",2002,39,3,67,402,1,1,837,6.8,40,25,28,60,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",64,50,"QUVE01"
"66275825010538","59820574010538","",2002,39,3,67,2620,1,1,318,8.9,61,43,31,56,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",67,50,"ACSA53"
"66275716010538","59820462010538","",2002,39,3,67,5335,1,1,833,17.1,86,62,26,75,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,2,,,,,,,,,"",,"",,,,,"",,,""
"66275717010538","59820462010538","",2002,39,3,67,5335,2,2,129,13,78,32,4,102,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",108,50,"PIST02"
"66275917010538","59820665010538","",2002,39,3,67,5689,1,1,316,13.6,74,69,32,51,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",59,50,"ACRU02"
"66277544010538","59822324010538","",2002,39,3,75,3118,1,1,621,13,83,42,39,86,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",89,50,"LITU09"
"66277355010538","59822131010538","",2002,39,3,75,3466,1,1,317,8.1,57,40,32,55,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",59,50,"ACSA01"
"66278645010538","59823444010538","",2002,39,3,81,981,1,1,832,17.2,72,90,27,55,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",53,50,"QUPR01"
"66278395010538","59823190010538","",2002,39,3,81,1144,1,1,318,13.2,80,61,31,59,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",72,50,"ACSA53"
"66278455010538","59823251010538","",2002,39,3,81,2843,1,1,901,5,33,16,42,84,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",53,50,"ROPS01"
"66281329010538","59833803010538","",2002,39,3,111,212,1,1,129,12.2,88,56,4,74,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",84,50,"PIST02"
"66281611010538","59805790010538","",2002,39,3,111,527,1,1,621,15.3,93,76,39,87,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",82,50,"LITU09"
"66281501010538","59805679010538","",2002,39,3,111,602,1,1,833,11.1,66,38,26,75,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,2,,,,,,,,,"",,"",,,,,"",,,""
"66281042010538","59833508010538","",2002,39,3,111,3407,1,1,318,9.2,71,45,31,63,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",76,50,"ACSA53"
"273812786489998","59833508010538","",2002,39,3,111,3407,3,2,318,9.2,71,45,31,63,50,3,50,50,2,,1,"",2014-08-08,"489998","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",76,50,"ACSA53"
"66281455010538","59805632010538","",2002,39,3,111,4605,1,1,972,11.8,59,28,41,83,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",89,50,"ULAM02"
"66281142010538","59833613010538","",2002,39,3,111,4752,1,1,837,12.4,70,38,28,80,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",81,50,"QUVE01"
"66283403010538","59807612010538","",2002,39,3,119,1949,1,1,833,16.3,77,52,26,73,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,2,,,,,,,,,"",,"",,,,,"",,,""
"66283315010538","59807523010538","",2002,39,3,119,2488,1,1,541,9.7,56,47,36,56,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",58,50,"FRAM06"
"66283063010538","59807266010538","",2002,39,3,119,3002,1,1,802,16.6,79,69,25,66,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",63,50,"QUAL02"
"66283633010538","59807842010538","",2002,39,3,121,472,1,1,541,8.5,62,47,36,62,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",64,50,"FRAM06"
"66283523010538","59807729010538","",2002,39,3,121,2202,2,1,129,14.2,60,45,4,57,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",67,50,"PIST02"
"66283524010538","59807729010538","",2002,39,3,121,2202,3,2,541,17.7,87,85,36,72,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",70,50,"FRAM06"
"66283915010538","59808125010538","",2002,39,3,121,2759,2,1,621,11.7,70,38,39,75,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",78,50,"LITU09"
"66283916010538","59808125010538","",2002,39,3,121,2759,3,2,837,9.4,48,29,28,65,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",68,50,"QUVE01"
"66283779010538","59807992010538","",2002,39,3,121,3566,1,1,621,12.5,73,26,39,91,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",99,50,"LITU09"
"66289826010538","59814178010538","",2002,39,3,157,525,1,1,316,10.4,74,45,32,66,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",80,50,"ACRU02"
"66290098010538","59814455010538","",2002,39,3,157,715,1,1,611,10.5,78,35,34,94,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",93,50,"LIST01"
"66290191010538","59814552010538","",2002,39,3,157,921,1,1,318,18.6,82,76,31,55,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",66,50,"ACSA53"
"66289921010538","59814276010538","",2002,39,3,157,1208,1,1,611,8.7,68,45,34,71,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",72,50,"LIST01"
"66267693010538","59828682010538","",2002,39,4,7,505,1,1,746,8.1,66,29,37,90,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",90,50,"POTR05"
"66267290010538","59828271010538","",2002,39,4,7,773,1,1,833,10.1,57,58,26,51,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,2,,,,,,,,,"",,"",,,,,"",,,""
"66267515010538","59828501010538","",2002,39,4,7,1794,1,1,317,8.3,36,17,32,86,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",56,50,"ACSA01"
"66267399010538","59828382010538","",2002,39,4,7,3529,1,1,316,9.7,63,37,32,66,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",79,50,"ACRU02"
"66267547010538","59828534010538","",2002,39,4,7,5120,1,1,316,13.3,88,61,32,65,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",77,50,"ACRU02"
"66267793010538","59828781010538","",2002,39,4,7,5203,2,1,316,9.5,61,47,32,52,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",64,50,"ACRU02"
"66267184010538","59828166010538","",2002,39,4,7,5352,1,1,316,10.9,72,39,32,73,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",87,50,"ACRU02"
"66270615010538","59831679010538","",2002,39,4,29,426,1,1,621,14.4,81,44,39,83,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",85,50,"LITU09"
"66270725010538","59831789010538","",2002,39,4,29,5834,1,1,318,10.3,57,45,31,50,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",61,50,"ACSA53"
"66271591010538","59832674010538","",2002,39,4,35,5793,1,1,407,12.8,82,80,29,54,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",60,50,"CARY01"
"66274042010538","59818749010538","",2002,39,4,55,137,2,1,316,8.1,67,33,32,79,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",92,50,"ACRU02"
"66273738010538","59818442010538","",2002,39,4,55,2147,1,1,318,13.5,87,56,31,68,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",83,50,"ACSA53"
"66273938010538","59818644010538","",2002,39,4,55,2254,1,1,316,7,61,29,32,82,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",93,50,"ACRU02"
"66273828010538","59818535010538","",2002,39,4,55,3015,1,1,541,10.6,87,61,36,79,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",79,50,"FRAM06"
"66279056010538","59823863010538","",2002,39,4,85,2697,3,1,833,16.8,97,85,26,75,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,2,,,,,,,,,"",,"",,,,,"",,,""
"66265106010538","59825827010538","",2002,39,4,99,452,1,1,802,14.4,88,96,25,66,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",57,50,"QUAL02"
"66280744010538","59825688010538","",2002,39,4,99,970,1,1,830,8.7,65,36,28,70,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",80,50,"QUER01"
"66280673010538","59825609010538","",2002,39,4,99,5047,3,1,806,11.5,68,43,28,71,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",70,50,"QUCO01"
"66265516010538","59826265010538","",2002,39,4,103,535,1,1,541,10.9,81,34,36,98,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",99,50,"FRAM06"
"66265622010538","59826372010538","",2002,39,4,103,794,2,1,129,11.4,60,28,4,88,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",95,50,"PIST02"
"66276847010538","59821617010538","",2002,39,2,73,4384,1,1,316,10.6,72,38,32,75,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",88,50,"ACRU02"
"66277222010538","59821993010538","",2002,39,3,75,776,1,1,544,15.7,106,58,36,82,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",102,50,"FRPE01"
"66277223010538","59821993010538","",2002,39,3,75,776,3,1,544,15.7,106,58,36,82,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",102,50,"FRPE01"
"66268905010538","59829915010538","",2002,39,3,13,410,1,1,318,16.1,78,71,31,53,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",65,50,"ACSA53"
"66265404010538","59826137010538","",2002,39,4,103,3616,1,1,544,20.1,103,62,36,76,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",98,50,"FRPE01"
"66285787010538","59810037010538","",2002,39,4,133,446,2,1,833,15.8,90,64,26,77,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,2,,,,,,,,,"",,"",,,,,"",,,""
"66285641010538","59809890010538","",2002,39,4,133,4407,1,1,316,7.6,50,36,32,52,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,2,,,,,,,,,"",,"",,,,,"",64,50,"ACRU02"
