"CN","PLT_CN","VVT_CN","VSB_CN","INVYR","STATECD","COUNTYCD","PLOT","SUBP","QUADRAT","CONDID","QUADRAT_STATUS","QUADRAT_STATUS_PRE2004","TRAMPLING","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"247553574010661","168995445010661","247553600010661","247553594010661",2010,39,73,5262,3,1,1,1,,1,"",2011-05-05,"10661","",,""
"247553575010661","168995445010661","247553600010661","247553594010661",2010,39,73,5262,3,2,1,1,,1,"",2011-05-05,"10661","",,""
"247553576010661","168995445010661","247553600010661","247553594010661",2010,39,73,5262,3,3,1,1,,1,"",2011-05-05,"10661","",,""
"247553577010661","168995445010661","247553600010661","247553595010661",2010,39,73,5262,4,1,1,1,,1,"",2011-05-05,"10661","",,""
"247553578010661","168995445010661","247553600010661","247553595010661",2010,39,73,5262,4,2,1,1,,1,"",2011-05-05,"10661","",,""
"247553579010661","168995445010661","247553600010661","247553595010661",2010,39,73,5262,4,3,1,1,,1,"",2011-05-05,"10661","",,""
"247554737010661","168995585010661","247554744010661","247554741010661",2010,39,77,3789,2,1,2,1,,1,"",2011-05-05,"10661","",,""
"247526745010661","168996583010661","247526760010661","247526756010661",2010,39,13,4479,1,2,1,1,,1,"",2011-05-05,"10661","",,""
"247526746010661","168996583010661","247526760010661","247526756010661",2010,39,13,4479,1,3,1,1,,2,"",2011-05-05,"10661","",,""
"247526747010661","168996583010661","247526760010661","247526757010661",2010,39,13,4479,2,1,2,1,,2,"",2011-05-05,"10661","",,""
"247526748010661","168996583010661","247526760010661","247526757010661",2010,39,13,4479,2,2,2,1,,2,"",2011-05-05,"10661","",,""
"247526749010661","168996583010661","247526760010661","247526757010661",2010,39,13,4479,2,3,2,1,,2,"",2011-05-05,"10661","",,""
"247526750010661","168996583010661","247526760010661","247526758010661",2010,39,13,4479,3,1,1,1,,1,"",2011-05-05,"10661","",,""
"247526751010661","168996583010661","247526760010661","247526758010661",2010,39,13,4479,3,2,1,1,,1,"",2011-05-05,"10661","",,""
"247526752010661","168996583010661","247526760010661","247526758010661",2010,39,13,4479,3,3,1,1,,1,"",2011-05-05,"10661","",,""
"247526753010661","168996583010661","247526760010661","247526759010661",2010,39,13,4479,4,1,2,1,,2,"",2011-05-05,"10661","",,""
"247526754010661","168996583010661","247526760010661","247526759010661",2010,39,13,4479,4,2,2,1,,1,"",2011-05-05,"10661","",,""
"247526755010661","168996583010661","247526760010661","247526759010661",2010,39,13,4479,4,3,2,1,,1,"",2011-05-05,"10661","",,""
"247543501010661","168996623010661","247543511010661","247543507010661",2010,39,41,3878,1,1,1,2,,,"",2011-05-05,"10661","",,""
"247543502010661","168996623010661","247543511010661","247543507010661",2010,39,41,3878,1,2,1,2,,,"",2011-05-05,"10661","",,""
"247543503010661","168996623010661","247543511010661","247543507010661",2010,39,41,3878,1,3,1,2,,,"",2011-05-05,"10661","",,""
"247543504010661","168996623010661","247543511010661","247543509010661",2010,39,41,3878,3,1,2,1,,1,"",2011-05-05,"10661","",,""
"247543505010661","168996623010661","247543511010661","247543509010661",2010,39,41,3878,3,2,2,1,,1,"",2011-05-05,"10661","",,""
"247543506010661","168996623010661","247543511010661","247543509010661",2010,39,41,3878,3,3,2,1,,2,"",2011-05-05,"10661","",,""
"145870010760","59871051010538","600010760","70231010760",2004,39,167,2121,2,1,1,1,,1,"",2005-12-21,"10760","",,""
"145871010760","59871051010538","600010760","70231010760",2004,39,167,2121,2,2,1,1,,3,"",2005-12-21,"10760","",,""
"145872010760","59871051010538","600010760","70231010760",2004,39,167,2121,2,3,1,1,,2,"",2005-12-21,"10760","",,""
"145873010760","59871051010538","600010760","70232010760",2004,39,167,2121,3,1,2,2,,,"",2005-12-21,"10760","",,""
"145874010760","59871051010538","600010760","70232010760",2004,39,167,2121,3,2,2,2,,,"",2005-12-21,"10760","",,""
"145875010760","59871051010538","600010760","70232010760",2004,39,167,2121,3,3,1,1,,1,"",2005-12-21,"10760","",,""
"145876010760","59871051010538","600010760","70233010760",2004,39,167,2121,4,1,1,1,,1,"",2005-12-21,"10760","",,""
"145877010760","59871051010538","600010760","70233010760",2004,39,167,2121,4,2,1,1,,2,"",2005-12-21,"10760","",,""
"145878010760","59871051010538","600010760","70233010760",2004,39,167,2121,4,3,1,1,,1,"",2005-12-21,"10760","",,""
"145864010760","59871176010538","599010760","70227010760",2004,39,167,3682,2,1,1,2,,,"",2005-12-21,"10760","",,""
"145865010760","59871176010538","599010760","70227010760",2004,39,167,3682,2,2,1,2,,,"",2005-12-21,"10760","",,""
"145866010760","59871176010538","599010760","70227010760",2004,39,167,3682,2,3,1,2,,,"",2005-12-21,"10760","",,""
"147436010760","59872676010538","754010760","70846010760",2004,39,41,3878,1,1,2,1,,1,"",2005-12-21,"10760","",,""
"147437010760","59872676010538","754010760","70846010760",2004,39,41,3878,1,2,1,2,,,"",2005-12-21,"10760","",,""
"147438010760","59872676010538","754010760","70846010760",2004,39,41,3878,1,3,1,2,,,"",2005-12-21,"10760","",,""
"147439010760","59872676010538","754010760","70848010760",2004,39,41,3878,3,1,2,1,,1,"",2005-12-21,"10760","",,""
"147440010760","59872676010538","754010760","70848010760",2004,39,41,3878,3,2,2,1,,1,"",2005-12-21,"10760","",,""
"147441010760","59872676010538","754010760","70848010760",2004,39,41,3878,3,3,2,1,,3,"",2005-12-21,"10760","",,""
"144619010760","59873691010538","483010760","69762010760",2004,39,53,3579,1,1,1,1,,1,"",2005-12-21,"10760","",,""
"144620010760","59873691010538","483010760","69762010760",2004,39,53,3579,1,2,1,1,,1,"",2005-12-21,"10760","",,""
"144621010760","59873691010538","483010760","69762010760",2004,39,53,3579,1,3,1,1,,1,"",2005-12-21,"10760","",,""
"144622010760","59873691010538","483010760","69763010760",2004,39,53,3579,2,1,1,1,,1,"",2005-12-21,"10760","",,""
"144623010760","59873691010538","483010760","69763010760",2004,39,53,3579,2,2,1,1,,1,"",2005-12-21,"10760","",,""
"247554738010661","168995585010661","247554744010661","247554741010661",2010,39,77,3789,2,2,1,2,,,"",2011-05-05,"10661","",,""
"247554739010661","168995585010661","247554744010661","247554741010661",2010,39,77,3789,2,3,2,1,,1,"",2011-05-05,"10661","",,""
"247581533010661","168995667010661","247581549010661","247581545010661",2010,39,141,4924,1,1,1,1,,1,"",2011-05-05,"10661","",,""
"247581534010661","168995667010661","247581549010661","247581545010661",2010,39,141,4924,1,2,1,1,,1,"",2011-05-05,"10661","",,""
"247581535010661","168995667010661","247581549010661","247581545010661",2010,39,141,4924,1,3,1,1,,1,"",2011-05-05,"10661","",,""
"247581536010661","168995667010661","247581549010661","247581546010661",2010,39,141,4924,2,1,1,1,,3,"",2011-05-05,"10661","",,""
"247581537010661","168995667010661","247581549010661","247581546010661",2010,39,141,4924,2,2,1,1,,1,"",2011-05-05,"10661","",,""
"247581538010661","168995667010661","247581549010661","247581546010661",2010,39,141,4924,2,3,1,1,,2,"",2011-05-05,"10661","",,""
"247581539010661","168995667010661","247581549010661","247581547010661",2010,39,141,4924,3,1,1,1,,2,"",2011-05-05,"10661","",,""
"247581540010661","168995667010661","247581549010661","247581547010661",2010,39,141,4924,3,2,1,1,,1,"",2011-05-05,"10661","",,""
"247581541010661","168995667010661","247581549010661","247581547010661",2010,39,141,4924,3,3,1,1,,1,"",2011-05-05,"10661","",,""
"247581542010661","168995667010661","247581549010661","247581548010661",2010,39,141,4924,4,1,1,1,,1,"",2011-05-05,"10661","",,""
"247581543010661","168995667010661","247581549010661","247581548010661",2010,39,141,4924,4,2,1,1,,2,"",2011-05-05,"10661","",,""
"247581544010661","168995667010661","247581549010661","247581548010661",2010,39,141,4924,4,3,1,1,,1,"",2011-05-05,"10661","",,""
"247542414010661","168995897010661","247542427010661","247542423010661",2010,39,27,3456,1,1,1,1,,1,"",2011-05-05,"10661","",,""
"247542415010661","168995897010661","247542427010661","247542423010661",2010,39,27,3456,1,2,1,1,,1,"",2011-05-05,"10661","",,""
"247542416010661","168995897010661","247542427010661","247542423010661",2010,39,27,3456,1,3,1,1,,1,"",2011-05-05,"10661","",,""
"247542417010661","168995897010661","247542427010661","247542425010661",2010,39,27,3456,3,1,1,1,,2,"",2011-05-05,"10661","",,""
"247542418010661","168995897010661","247542427010661","247542425010661",2010,39,27,3456,3,2,1,1,,3,"",2011-05-05,"10661","",,""
"247542419010661","168995897010661","247542427010661","247542425010661",2010,39,27,3456,3,3,1,1,,1,"",2011-05-05,"10661","",,""
"247542420010661","168995897010661","247542427010661","247542426010661",2010,39,27,3456,4,1,1,1,,1,"",2011-05-05,"10661","",,""
"247542421010661","168995897010661","247542427010661","247542426010661",2010,39,27,3456,4,2,1,1,,3,"",2011-05-05,"10661","",,""
"247542422010661","168995897010661","247542427010661","247542426010661",2010,39,27,3456,4,3,1,1,,3,"",2011-05-05,"10661","",,""
"247542136010661","168995905010661","247542152010661","247542148010661",2010,39,25,5374,1,1,1,1,,1,"",2011-05-05,"10661","",,""
"247542137010661","168995905010661","247542152010661","247542148010661",2010,39,25,5374,1,2,1,1,,1,"",2011-05-05,"10661","",,""
"247542138010661","168995905010661","247542152010661","247542148010661",2010,39,25,5374,1,3,1,1,,1,"",2011-05-05,"10661","",,""
"247542139010661","168995905010661","247542152010661","247542149010661",2010,39,25,5374,2,1,1,1,,1,"",2011-05-05,"10661","",,""
"247542140010661","168995905010661","247542152010661","247542149010661",2010,39,25,5374,2,2,1,1,,1,"",2011-05-05,"10661","",,""
"247542141010661","168995905010661","247542152010661","247542149010661",2010,39,25,5374,2,3,1,1,,1,"",2011-05-05,"10661","",,""
"247542142010661","168995905010661","247542152010661","247542150010661",2010,39,25,5374,3,1,1,1,,1,"",2011-05-05,"10661","",,""
"247542143010661","168995905010661","247542152010661","247542150010661",2010,39,25,5374,3,2,1,1,,2,"",2011-05-05,"10661","",,""
"247542144010661","168995905010661","247542152010661","247542150010661",2010,39,25,5374,3,3,1,1,,2,"",2011-05-05,"10661","",,""
"247542145010661","168995905010661","247542152010661","247542151010661",2010,39,25,5374,4,1,1,1,,2,"",2011-05-05,"10661","",,""
"247542146010661","168995905010661","247542152010661","247542151010661",2010,39,25,5374,4,2,1,1,,1,"",2011-05-05,"10661","",,""
"247542147010661","168995905010661","247542152010661","247542151010661",2010,39,25,5374,4,3,1,1,,1,"",2011-05-05,"10661","",,""
"247578926010661","168996081010661","247578942010661","247578938010661",2010,39,113,1116,1,1,1,1,,1,"",2011-05-05,"10661","",,""
"247578927010661","168996081010661","247578942010661","247578938010661",2010,39,113,1116,1,2,1,1,,2,"",2011-05-05,"10661","",,""
"247578928010661","168996081010661","247578942010661","247578938010661",2010,39,113,1116,1,3,1,1,,1,"",2011-05-05,"10661","",,""
"247578929010661","168996081010661","247578942010661","247578939010661",2010,39,113,1116,2,1,1,1,,2,"",2011-05-05,"10661","",,""
"247578930010661","168996081010661","247578942010661","247578939010661",2010,39,113,1116,2,2,1,1,,1,"",2011-05-05,"10661","",,""
"247578931010661","168996081010661","247578942010661","247578939010661",2010,39,113,1116,2,3,1,1,,1,"",2011-05-05,"10661","",,""
"247578932010661","168996081010661","247578942010661","247578940010661",2010,39,113,1116,3,1,1,1,,1,"",2011-05-05,"10661","",,""
"247578933010661","168996081010661","247578942010661","247578940010661",2010,39,113,1116,3,2,1,1,,1,"",2011-05-05,"10661","",,""
"247578934010661","168996081010661","247578942010661","247578940010661",2010,39,113,1116,3,3,1,1,,1,"",2011-05-05,"10661","",,""
"247578935010661","168996081010661","247578942010661","247578941010661",2010,39,113,1116,4,1,1,1,,1,"",2011-05-05,"10661","",,""
"247578936010661","168996081010661","247578942010661","247578941010661",2010,39,113,1116,4,2,1,1,,2,"",2011-05-05,"10661","",,""
"247578937010661","168996081010661","247578942010661","247578941010661",2010,39,113,1116,4,3,1,1,,1,"",2011-05-05,"10661","",,""
"248065762010661","168996193010661","248065778010661","248065774010661",2010,39,61,2063,1,1,1,1,,1,"",2011-05-05,"10661","",,""
"248065763010661","168996193010661","248065778010661","248065774010661",2010,39,61,2063,1,2,1,1,,1,"",2011-05-05,"10661","",,""
"248065764010661","168996193010661","248065778010661","248065774010661",2010,39,61,2063,1,3,1,1,,1,"",2011-05-05,"10661","",,""
"248065765010661","168996193010661","248065778010661","248065775010661",2010,39,61,2063,2,1,1,1,,2,"",2011-05-05,"10661","",,""
"248065766010661","168996193010661","248065778010661","248065775010661",2010,39,61,2063,2,2,1,1,,2,"",2011-05-05,"10661","",,""
"248065767010661","168996193010661","248065778010661","248065775010661",2010,39,61,2063,2,3,1,1,,1,"",2011-05-05,"10661","",,""
"248065768010661","168996193010661","248065778010661","248065776010661",2010,39,61,2063,3,1,1,1,,1,"",2011-05-05,"10661","",,""
"248065769010661","168996193010661","248065778010661","248065776010661",2010,39,61,2063,3,2,1,1,,2,"",2011-05-05,"10661","",,""
"248065770010661","168996193010661","248065778010661","248065776010661",2010,39,61,2063,3,3,1,1,,1,"",2011-05-05,"10661","",,""
"248065771010661","168996193010661","248065778010661","248065777010661",2010,39,61,2063,4,1,1,1,,2,"",2011-05-05,"10661","",,""
"248065772010661","168996193010661","248065778010661","248065777010661",2010,39,61,2063,4,2,1,1,,2,"",2011-05-05,"10661","",,""
"248065773010661","168996193010661","248065778010661","248065777010661",2010,39,61,2063,4,3,1,1,,2,"",2011-05-05,"10661","",,""
"247578314010661","168996323010661","247578321010661","247578318010661",2010,39,107,4902,2,1,2,1,,1,"",2011-05-05,"10661","",,""
"247578315010661","168996323010661","247578321010661","247578318010661",2010,39,107,4902,2,2,2,1,,1,"",2011-05-05,"10661","",,""
"247578316010661","168996323010661","247578321010661","247578318010661",2010,39,107,4902,2,3,2,1,,1,"",2011-05-05,"10661","",,""
"248609589010661","168996353010661","248609596010661","248609594010661",2010,39,13,3399,3,1,2,1,,1,"",2011-05-09,"10661","",,""
"248609590010661","168996353010661","248609596010661","248609594010661",2010,39,13,3399,3,2,2,1,,2,"",2011-05-09,"10661","",,""
"248609591010661","168996353010661","248609596010661","248609594010661",2010,39,13,3399,3,3,1,2,,,"",2011-05-09,"10661","",,""
"247577606010661","168996389010661","247577622010661","247577618010661",2010,39,103,4704,1,1,1,1,,1,"",2011-05-05,"10661","",,""
"247577607010661","168996389010661","247577622010661","247577618010661",2010,39,103,4704,1,2,1,1,,1,"",2011-05-05,"10661","",,""
"247577608010661","168996389010661","247577622010661","247577618010661",2010,39,103,4704,1,3,1,1,,2,"",2011-05-05,"10661","",,""
"247577609010661","168996389010661","247577622010661","247577619010661",2010,39,103,4704,2,1,1,1,,2,"",2011-05-05,"10661","",,""
"247577610010661","168996389010661","247577622010661","247577619010661",2010,39,103,4704,2,2,1,1,,2,"",2011-05-05,"10661","",,""
"247577611010661","168996389010661","247577622010661","247577619010661",2010,39,103,4704,2,3,1,1,,1,"",2011-05-05,"10661","",,""
"247577612010661","168996389010661","247577622010661","247577620010661",2010,39,103,4704,3,1,1,1,,1,"",2011-05-05,"10661","",,""
"247577613010661","168996389010661","247577622010661","247577620010661",2010,39,103,4704,3,2,1,1,,1,"",2011-05-05,"10661","",,""
"247577614010661","168996389010661","247577622010661","247577620010661",2010,39,103,4704,3,3,1,1,,2,"",2011-05-05,"10661","",,""
"247577615010661","168996389010661","247577622010661","247577621010661",2010,39,103,4704,4,1,2,2,,,"",2011-05-05,"10661","",,""
"247577616010661","168996389010661","247577622010661","247577621010661",2010,39,103,4704,4,2,2,2,,,"",2011-05-05,"10661","",,""
"247577617010661","168996389010661","247577622010661","247577621010661",2010,39,103,4704,4,3,1,1,,1,"",2011-05-05,"10661","",,""
"247526744010661","168996583010661","247526760010661","247526756010661",2010,39,13,4479,1,1,1,1,,1,"",2011-05-05,"10661","",,""
"144624010760","59873691010538","483010760","69763010760",2004,39,53,3579,2,3,1,1,,1,"",2005-12-21,"10760","",,""
"144625010760","59873691010538","483010760","69764010760",2004,39,53,3579,3,1,1,1,,1,"",2005-12-21,"10760","",,""
"144626010760","59873691010538","483010760","69764010760",2004,39,53,3579,3,2,1,1,,1,"",2005-12-21,"10760","",,""
"144627010760","59873691010538","483010760","69764010760",2004,39,53,3579,3,3,1,1,,1,"",2005-12-21,"10760","",,""
"144628010760","59873691010538","483010760","69765010760",2004,39,53,3579,4,1,1,1,,3,"",2005-12-21,"10760","",,""
"146150010760","59862539010538","625010760","70330010760",2004,39,113,1116,1,2,1,1,,1,"",2005-12-21,"10760","",,""
"146151010760","59862539010538","625010760","70330010760",2004,39,113,1116,1,3,1,1,,1,"",2005-12-21,"10760","",,""
"146152010760","59862539010538","625010760","70331010760",2004,39,113,1116,2,1,1,1,,1,"",2005-12-21,"10760","",,""
"146153010760","59862539010538","625010760","70331010760",2004,39,113,1116,2,2,1,1,,1,"",2005-12-21,"10760","",,""
"146154010760","59862539010538","625010760","70331010760",2004,39,113,1116,2,3,1,1,,1,"",2005-12-21,"10760","",,""
"146155010760","59862539010538","625010760","70332010760",2004,39,113,1116,3,1,1,1,,2,"",2005-12-21,"10760","",,""
"146156010760","59862539010538","625010760","70332010760",2004,39,113,1116,3,2,1,1,,2,"",2005-12-21,"10760","",,""
"146157010760","59862539010538","625010760","70332010760",2004,39,113,1116,3,3,1,1,,2,"",2005-12-21,"10760","",,""
"146158010760","59862539010538","625010760","70333010760",2004,39,113,1116,4,1,1,1,,2,"",2005-12-21,"10760","",,""
"146159010760","59862539010538","625010760","70333010760",2004,39,113,1116,4,2,1,1,,1,"",2005-12-21,"10760","",,""
"146160010760","59862539010538","625010760","70333010760",2004,39,113,1116,4,3,1,1,,2,"",2005-12-21,"10760","",,""
"146056010760","59865858010538","617010760","70298010760",2004,39,141,4924,1,1,1,1,,3,"",2005-12-21,"10760","",,""
"146057010760","59865858010538","617010760","70298010760",2004,39,141,4924,1,2,1,1,,2,"",2005-12-21,"10760","",,""
"146058010760","59865858010538","617010760","70298010760",2004,39,141,4924,1,3,1,1,,2,"",2005-12-21,"10760","",,""
"146059010760","59865858010538","617010760","70299010760",2004,39,141,4924,2,1,1,1,,2,"",2005-12-21,"10760","",,""
"146060010760","59865858010538","617010760","70299010760",2004,39,141,4924,2,2,1,1,,2,"",2005-12-21,"10760","",,""
"146061010760","59865858010538","617010760","70299010760",2004,39,141,4924,2,3,1,1,,2,"",2005-12-21,"10760","",,""
"146062010760","59865858010538","617010760","70300010760",2004,39,141,4924,3,1,1,1,,1,"",2005-12-21,"10760","",,""
"146063010760","59865858010538","617010760","70300010760",2004,39,141,4924,3,2,1,1,,2,"",2005-12-21,"10760","",,""
"146064010760","59865858010538","617010760","70300010760",2004,39,141,4924,3,3,1,1,,1,"",2005-12-21,"10760","",,""
"146065010760","59865858010538","617010760","70301010760",2004,39,141,4924,4,1,1,1,,3,"",2005-12-21,"10760","",,""
"146066010760","59865858010538","617010760","70301010760",2004,39,141,4924,4,2,1,1,,1,"",2005-12-21,"10760","",,""
"146067010760","59865858010538","617010760","70301010760",2004,39,141,4924,4,3,1,1,,1,"",2005-12-21,"10760","",,""
"148810010760","59867573010538","881010760","71357010760",2004,39,147,4302,4,1,2,1,,1,"",2005-12-21,"10760","",,""
"148811010760","59867573010538","881010760","71357010760",2004,39,147,4302,4,2,2,1,,1,"",2005-12-21,"10760","",,""
"148812010760","59867573010538","881010760","71357010760",2004,39,147,4302,4,3,2,1,,1,"",2005-12-21,"10760","",,""
"148675010760","59868956010538","868010760","71302010760",2004,39,155,4794,1,1,1,1,,1,"",2005-12-21,"10760","",,""
"148676010760","59868956010538","868010760","71302010760",2004,39,155,4794,1,2,1,1,,1,"",2005-12-21,"10760","",,""
"148677010760","59868956010538","868010760","71302010760",2004,39,155,4794,1,3,1,1,,1,"",2005-12-21,"10760","",,""
"148678010760","59868956010538","868010760","71303010760",2004,39,155,4794,2,1,1,1,,1,"",2005-12-21,"10760","",,""
"148679010760","59868956010538","868010760","71303010760",2004,39,155,4794,2,2,1,1,,1,"",2005-12-21,"10760","",,""
"148680010760","59868956010538","868010760","71303010760",2004,39,155,4794,2,3,1,1,,1,"",2005-12-21,"10760","",,""
"148681010760","59868956010538","868010760","71304010760",2004,39,155,4794,3,1,1,1,,1,"",2005-12-21,"10760","",,""
"148682010760","59868956010538","868010760","71304010760",2004,39,155,4794,3,2,1,1,,1,"",2005-12-21,"10760","",,""
"148683010760","59868956010538","868010760","71304010760",2004,39,155,4794,3,3,1,1,,1,"",2005-12-21,"10760","",,""
"148684010760","59868956010538","868010760","71305010760",2004,39,155,4794,4,1,1,1,,1,"",2005-12-21,"10760","",,""
"146133010760","59860065010538","623010760","70324010760",2003,39,165,2505,3,3,1,1,,1,"",2005-12-21,"10760","",,""
"148685010760","59868956010538","868010760","71305010760",2004,39,155,4794,4,2,1,1,,1,"",2005-12-21,"10760","",,""
"148686010760","59868956010538","868010760","71305010760",2004,39,155,4794,4,3,1,1,,1,"",2005-12-21,"10760","",,""
"145867010760","59871051010538","600010760","70230010760",2004,39,167,2121,1,1,1,1,,1,"",2005-12-21,"10760","",,""
"145868010760","59871051010538","600010760","70230010760",2004,39,167,2121,1,2,1,1,,3,"",2005-12-21,"10760","",,""
"145869010760","59871051010538","600010760","70230010760",2004,39,167,2121,1,3,1,1,,1,"",2005-12-21,"10760","",,""
"147410010760","59825609010538","751010760","70837010760",2002,39,99,5047,4,2,3,1,,1,"",2005-12-21,"10760","",,""
"147411010760","59825609010538","751010760","70837010760",2002,39,99,5047,4,3,3,1,,1,"",2005-12-21,"10760","",,""
"145828010760","59826469010538","596010760","70214010760",2002,39,105,2981,1,1,1,1,,1,"",2005-12-21,"10760","",,""
"145829010760","59826469010538","596010760","70214010760",2002,39,105,2981,1,2,1,1,,2,"",2005-12-21,"10760","",,""
"145830010760","59826469010538","596010760","70214010760",2002,39,105,2981,1,3,1,1,,1,"",2005-12-21,"10760","",,""
"145831010760","59826469010538","596010760","70215010760",2002,39,105,2981,2,1,1,1,,1,"",2005-12-21,"10760","",,""
"145832010760","59826469010538","596010760","70215010760",2002,39,105,2981,2,2,1,1,,2,"",2005-12-21,"10760","",,""
"145833010760","59826469010538","596010760","70215010760",2002,39,105,2981,2,3,1,1,,1,"",2005-12-21,"10760","",,""
"145834010760","59826469010538","596010760","70216010760",2002,39,105,2981,3,1,1,1,,1,"",2005-12-21,"10760","",,""
"145835010760","59826469010538","596010760","70216010760",2002,39,105,2981,3,2,1,1,,1,"",2005-12-21,"10760","",,""
"145836010760","59826469010538","596010760","70216010760",2002,39,105,2981,3,3,1,1,,1,"",2005-12-21,"10760","",,""
"145837010760","59826469010538","596010760","70217010760",2002,39,105,2981,4,1,1,1,,1,"",2005-12-21,"10760","",,""
"145838010760","59826469010538","596010760","70217010760",2002,39,105,2981,4,2,1,1,,1,"",2005-12-21,"10760","",,""
"145839010760","59826469010538","596010760","70217010760",2002,39,105,2981,4,3,1,1,,3,"",2005-12-21,"10760","",,""
"144703010760","59827371010538","490010760","69790010760",2002,39,1,5656,1,1,1,1,,1,"",2005-12-21,"10760","",,""
"144704010760","59827371010538","490010760","69790010760",2002,39,1,5656,1,2,1,1,,1,"",2005-12-21,"10760","",,""
"144629010760","59873691010538","483010760","69765010760",2004,39,53,3579,4,2,1,1,,1,"",2005-12-21,"10760","",,""
"144630010760","59873691010538","483010760","69765010760",2004,39,53,3579,4,3,1,1,,1,"",2005-12-21,"10760","",,""
"147370010760","59875046010538","748010760","70823010760",2004,39,59,2535,2,1,2,1,,1,"",2005-12-21,"10760","",,""
"147371010760","59875046010538","748010760","70823010760",2004,39,59,2535,2,2,2,1,,1,"",2005-12-21,"10760","",,""
"147372010760","59875046010538","748010760","70823010760",2004,39,59,2535,2,3,2,1,,1,"",2005-12-21,"10760","",,""
"147373010760","59875046010538","748010760","70825010760",2004,39,59,2535,4,1,2,1,,1,"",2005-12-21,"10760","",2009-10-26,""
"147374010760","59875046010538","748010760","70825010760",2004,39,59,2535,4,2,2,1,,1,"",2005-12-21,"10760","",2009-10-26,""
"147375010760","59875046010538","748010760","70825010760",2004,39,59,2535,4,3,2,1,,1,"",2005-12-21,"10760","",2009-10-26,""
"146137010760","59875667010538","624010760","70326010760",2004,39,61,2063,1,1,1,1,,1,"",2005-12-21,"10760","",,""
"146138010760","59875667010538","624010760","70326010760",2004,39,61,2063,1,2,1,1,,2,"",2005-12-21,"10760","",,""
"146139010760","59875667010538","624010760","70326010760",2004,39,61,2063,1,3,1,1,,1,"",2005-12-21,"10760","",,""
"146140010760","59875667010538","624010760","70327010760",2004,39,61,2063,2,1,1,1,,1,"",2005-12-21,"10760","",,""
"146141010760","59875667010538","624010760","70327010760",2004,39,61,2063,2,2,1,1,,1,"",2005-12-21,"10760","",,""
"146142010760","59875667010538","624010760","70327010760",2004,39,61,2063,2,3,1,1,,1,"",2005-12-21,"10760","",,""
"146143010760","59875667010538","624010760","70328010760",2004,39,61,2063,3,1,1,1,,2,"",2005-12-21,"10760","",,""
"146144010760","59875667010538","624010760","70328010760",2004,39,61,2063,3,2,1,1,,1,"",2005-12-21,"10760","",,""
"146145010760","59875667010538","624010760","70328010760",2004,39,61,2063,3,3,1,1,,1,"",2005-12-21,"10760","",,""
"146146010760","59875667010538","624010760","70329010760",2004,39,61,2063,4,1,1,1,,1,"",2005-12-21,"10760","",,""
"146147010760","59875667010538","624010760","70329010760",2004,39,61,2063,4,2,1,1,,1,"",2005-12-21,"10760","",,""
"146148010760","59875667010538","624010760","70329010760",2004,39,61,2063,4,3,1,1,,2,"",2005-12-21,"10760","",,""
"146008010760","59877102010538","613010760","70282010760",2004,39,73,5262,1,1,1,1,,2,"",2005-12-21,"10760","",,""
"146009010760","59877102010538","613010760","70282010760",2004,39,73,5262,1,2,1,1,,1,"",2005-12-21,"10760","",,""
"146010010760","59877102010538","613010760","70282010760",2004,39,73,5262,1,3,1,1,,1,"",2005-12-21,"10760","",,""
"146011010760","59877102010538","613010760","70283010760",2004,39,73,5262,2,1,1,1,,1,"",2005-12-21,"10760","",,""
"146012010760","59877102010538","613010760","70283010760",2004,39,73,5262,2,2,1,1,,1,"",2005-12-21,"10760","",,""
"146013010760","59877102010538","613010760","70283010760",2004,39,73,5262,2,3,1,1,,1,"",2005-12-21,"10760","",,""
"146014010760","59877102010538","613010760","70284010760",2004,39,73,5262,3,1,1,1,,1,"",2005-12-21,"10760","",,""
"146015010760","59877102010538","613010760","70284010760",2004,39,73,5262,3,2,1,1,,1,"",2005-12-21,"10760","",,""
"146016010760","59877102010538","613010760","70284010760",2004,39,73,5262,3,3,1,1,,1,"",2005-12-21,"10760","",,""
"146017010760","59877102010538","613010760","70285010760",2004,39,73,5262,4,1,1,1,,2,"",2005-12-21,"10760","",,""
"146018010760","59877102010538","613010760","70285010760",2004,39,73,5262,4,2,1,1,,1,"",2005-12-21,"10760","",,""
"146019010760","59877102010538","613010760","70285010760",2004,39,73,5262,4,3,1,1,,2,"",2005-12-21,"10760","",,""
"147478010760","59877582010538","758010760","70862010760",2004,39,75,1717,1,1,1,1,,1,"",2005-12-21,"10760","",,""
"147479010760","59877582010538","758010760","70862010760",2004,39,75,1717,1,2,1,1,,2,"",2005-12-21,"10760","",,""
"147480010760","59877582010538","758010760","70862010760",2004,39,75,1717,1,3,1,1,,1,"",2005-12-21,"10760","",,""
"147481010760","59877582010538","758010760","70863010760",2004,39,75,1717,2,1,1,1,,1,"",2005-12-21,"10760","",,""
"147482010760","59877582010538","758010760","70863010760",2004,39,75,1717,2,2,1,1,,1,"",2005-12-21,"10760","",,""
"147483010760","59877582010538","758010760","70863010760",2004,39,75,1717,2,3,1,1,,2,"",2005-12-21,"10760","",,""
"147484010760","59877582010538","758010760","70864010760",2004,39,75,1717,3,1,2,1,,1,"",2005-12-21,"10760","",,""
