"CN","PLT_CN","SBP_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","REGEN_SUBP_STATUS_CD","REGEN_NONSAMPLE_REASN_CD","SUBPLOT_SITE_LIMITATIONS","MICROPLOT_SITE_LIMITATIONS","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE","REGEN_MICR_STATUS_CD"
"469328176489998","306266649489998","469328155489998",2016,39,6,41,3878,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469328177489998","306266649489998","469328156489998",2016,39,6,41,3878,4,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469318769489998","306266249489998","469318728489998",2016,39,6,159,1072,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469318770489998","306266249489998","469318729489998",2016,39,6,159,1072,2,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469318771489998","306266249489998","469318730489998",2016,39,6,159,1072,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469318772489998","306266249489998","469318731489998",2016,39,6,159,1072,4,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469322151489998","306266444489998","469322132489998",2016,39,5,89,1536,1,,10,,,"",2017-05-11,"489998","",,"",7,5,5
"469322152489998","306266444489998","469322133489998",2016,39,5,89,1536,2,,10,,,"",2017-05-11,"489998","",,"",7,5,5
"469322153489998","306266444489998","469322134489998",2016,39,5,89,1536,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469322154489998","306266444489998","469322135489998",2016,39,5,89,1536,4,,10,,,"",2017-05-11,"489998","",,"",7,5,5
"469316258489998","306266071489998","469316228489998",2016,39,1,87,1803,1,,10,,,"",2017-05-11,"489998","",,"",7,5,5
"469316259489998","306266071489998","469316229489998",2016,39,1,87,1803,2,,10,,,"",2017-05-11,"489998","",,"",7,5,5
"469316260489998","306266071489998","469316230489998",2016,39,1,87,1803,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469316261489998","306266071489998","469316231489998",2016,39,1,87,1803,4,,10,,,"",2017-05-11,"489998","",,"",7,5,5
"469320217489998","306266370489998","469320172489998",2016,39,6,175,5443,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469320218489998","306266370489998","469320173489998",2016,39,6,175,5443,2,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469320219489998","306266370489998","469320174489998",2016,39,6,175,5443,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469320220489998","306266370489998","469320175489998",2016,39,6,175,5443,4,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469320620489998","306266387489998","469320601489998",2016,39,4,77,3789,3,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469320621489998","306266387489998","469320602489998",2016,39,4,77,3789,4,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469320618489998","306266387489998","469320599489998",2016,39,4,77,3789,1,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469320619489998","306266387489998","469320600489998",2016,39,4,77,3789,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469321900489998","306266437489998","469321845489998",2016,39,2,73,5197,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469321901489998","306266437489998","469321846489998",2016,39,2,73,5197,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469321902489998","306266437489998","469321847489998",2016,39,2,73,5197,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469321903489998","306266437489998","469321848489998",2016,39,2,73,5197,4,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469321971489998","306266438489998","469321966489998",2016,39,2,9,5426,1,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469321972489998","306266438489998","469321967489998",2016,39,2,9,5426,2,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469321973489998","306266438489998","469321968489998",2016,39,2,9,5426,3,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469321974489998","306266438489998","469321969489998",2016,39,2,9,5426,4,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469322465489998","306266461489998","469322434489998",2016,39,3,59,2535,1,,10,,,"",2017-05-11,"489998","",,"",7,5,5
"469322466489998","306266461489998","469322435489998",2016,39,3,59,2535,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469322467489998","306266461489998","469322436489998",2016,39,3,59,2535,3,,10,,,"",2017-05-11,"489998","",,"",7,5,5
"469322468489998","306266461489998","469322437489998",2016,39,3,59,2535,4,,10,,,"",2017-05-11,"489998","",,"",7,5,5
"469322747489998","306266474489998","469322723489998",2016,39,4,85,4436,1,,10,,,"",2017-05-11,"489998","",,"",7,5,5
"469322748489998","306266474489998","469322724489998",2016,39,4,85,4436,2,,10,,,"",2017-05-11,"489998","",,"",7,5,5
"469322749489998","306266474489998","469322725489998",2016,39,4,85,4436,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469322750489998","306266474489998","469322726489998",2016,39,4,85,4436,4,,,,3,"",2017-05-11,"489998","",,"",7,5,1
"469324042489998","306266523489998","469324018489998",2016,39,2,73,2992,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469324043489998","306266523489998","469324019489998",2016,39,2,73,2992,2,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469324044489998","306266523489998","469324020489998",2016,39,2,73,2992,3,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469324045489998","306266523489998","469324021489998",2016,39,2,73,2992,4,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469324437489998","306266530489998","469324386489998",2016,39,2,167,2121,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469324438489998","306266530489998","469324387489998",2016,39,2,167,2121,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469324439489998","306266530489998","469324388489998",2016,39,2,167,2121,3,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469324440489998","306266530489998","469324389489998",2016,39,2,167,2121,4,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469324527489998","306266531489998","469324511489998",2016,39,2,167,3682,1,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469324528489998","306266531489998","469324512489998",2016,39,2,167,3682,2,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469324529489998","306266531489998","469324513489998",2016,39,2,167,3682,3,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469324530489998","306266531489998","469324514489998",2016,39,2,167,3682,4,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469326611489998","306266592489998","469326606489998",2016,39,4,99,3684,1,,10,,,"",2017-05-11,"489998","",,"",7,5,5
"469326612489998","306266592489998","469326607489998",2016,39,4,99,3684,2,,10,,,"",2017-05-11,"489998","",,"",7,5,5
"469326613489998","306266592489998","469326608489998",2016,39,4,99,3684,3,,10,,,"",2017-05-11,"489998","",,"",7,5,5
"469326614489998","306266592489998","469326609489998",2016,39,4,99,3684,4,,10,,,"",2017-05-11,"489998","",,"",7,5,5
"469327601489998","306266633489998","469327558489998",2016,39,3,13,4479,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469327602489998","306266633489998","469327559489998",2016,39,3,13,4479,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469327603489998","306266633489998","469327560489998",2016,39,3,13,4479,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469327604489998","306266633489998","469327561489998",2016,39,3,13,4479,4,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469318102489998","306266188489998","469318057489998",2016,39,5,27,3456,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469318103489998","306266188489998","469318058489998",2016,39,5,27,3456,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469318104489998","306266188489998","469318059489998",2016,39,5,27,3456,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469318105489998","306266188489998","469318060489998",2016,39,5,27,3456,4,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469318673489998","306266244489998","469318647489998",2016,39,6,147,4302,1,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469318674489998","306266244489998","469318648489998",2016,39,6,147,4302,2,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469318675489998","306266244489998","469318649489998",2016,39,6,147,4302,3,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469318676489998","306266244489998","469318650489998",2016,39,6,147,4302,4,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469319446489998","306266313489998","469319428489998",2016,39,4,43,2348,1,,,,2,"",2017-05-11,"489998","",,"",7,5,1
"469319447489998","306266313489998","469319429489998",2016,39,4,43,2348,2,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469319448489998","306266313489998","469319430489998",2016,39,4,43,2348,3,,,,2,"",2017-05-11,"489998","",,"",7,5,1
"469319449489998","306266313489998","469319431489998",2016,39,4,43,2348,4,,,,2,"",2017-05-11,"489998","",,"",7,5,1
"469319988489998","306266365489998","469319947489998",2016,39,5,61,2287,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469319989489998","306266365489998","469319948489998",2016,39,5,61,2287,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469319990489998","306266365489998","469319949489998",2016,39,5,61,2287,3,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469319991489998","306266365489998","469319950489998",2016,39,5,61,2287,4,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469321101489998","306266415489998","469321042489998",2016,39,2,105,2390,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469321102489998","306266415489998","469321043489998",2016,39,2,105,2390,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469321103489998","306266415489998","469321044489998",2016,39,2,105,2390,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469321104489998","306266415489998","469321045489998",2016,39,2,105,2390,4,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469316985489998","306266116489998","469316921489998",2016,39,1,141,4924,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469316986489998","306266116489998","469316922489998",2016,39,1,141,4924,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469316987489998","306266116489998","469316923489998",2016,39,1,141,4924,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469316988489998","306266116489998","469316924489998",2016,39,1,141,4924,4,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469327379489998","306266626489998","469327363489998",2016,39,3,157,5760,1,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469327380489998","306266626489998","469327364489998",2016,39,3,157,5760,2,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469327381489998","306266626489998","469327365489998",2016,39,3,157,5760,3,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469327382489998","306266626489998","469327366489998",2016,39,3,157,5760,4,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469322910489998","306266479489998","469322898489998",2016,39,4,169,5407,1,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469322911489998","306266479489998","469322899489998",2016,39,4,169,5407,2,,,,,"",2017-05-11,"489998","",2017-07-20,"489998",7,5,2
"469322912489998","306266479489998","469322900489998",2016,39,4,169,5407,3,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469322913489998","306266479489998","469322901489998",2016,39,4,169,5407,4,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469326128489998","306266580489998","469326066489998",2016,39,1,53,3579,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469326129489998","306266580489998","469326067489998",2016,39,1,53,3579,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469326130489998","306266580489998","469326068489998",2016,39,1,53,3579,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469326131489998","306266580489998","469326069489998",2016,39,1,53,3579,4,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469324142489998","306266525489998","469324096489998",2016,39,3,111,5542,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469324143489998","306266525489998","469324097489998",2016,39,3,111,5542,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469324144489998","306266525489998","469324098489998",2016,39,3,111,5542,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469324145489998","306266525489998","469324099489998",2016,39,3,111,5542,4,,,,2,"",2017-05-11,"489998","",,"",7,5,1
"469324817489998","306266536489998","469324746489998",2016,39,1,79,5661,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469324818489998","306266536489998","469324747489998",2016,39,1,79,5661,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469324819489998","306266536489998","469324748489998",2016,39,1,79,5661,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469324820489998","306266536489998","469324749489998",2016,39,1,79,5661,4,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469325756489998","306266564489998","469325730489998",2016,39,4,103,5429,1,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469325757489998","306266564489998","469325731489998",2016,39,4,103,5429,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469325758489998","306266564489998","469325732489998",2016,39,4,103,5429,3,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469325759489998","306266564489998","469325733489998",2016,39,4,103,5429,4,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469325245489998","306266546489998","469325225489998",2016,39,4,151,3807,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469325246489998","306266546489998","469325226489998",2016,39,4,151,3807,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469325247489998","306266546489998","469325227489998",2016,39,4,151,3807,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469325248489998","306266546489998","469325228489998",2016,39,4,151,3807,4,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469315630489998","306266033489998","469315597489998",2016,39,3,31,2504,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469315631489998","306266033489998","469315598489998",2016,39,3,31,2504,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469315632489998","306266033489998","469315599489998",2016,39,3,31,2504,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469315633489998","306266033489998","469315600489998",2016,39,3,31,2504,4,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469317923489998","306266171489998","469317878489998",2016,39,5,113,1116,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469317924489998","306266171489998","469317879489998",2016,39,5,113,1116,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469317925489998","306266171489998","469317880489998",2016,39,5,113,1116,3,,,,3,"",2017-05-11,"489998","",,"",7,5,1
"469317926489998","306266171489998","469317881489998",2016,39,5,113,1116,4,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469319162489998","306266282489998","469319130489998",2016,39,6,107,4902,1,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469319163489998","306266282489998","469319131489998",2016,39,6,107,4902,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469319164489998","306266282489998","469319132489998",2016,39,6,107,4902,3,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469319165489998","306266282489998","469319133489998",2016,39,6,107,4902,4,,,,,"",2017-05-11,"489998","",,"",7,5,2
"469323067489998","306266486489998","469323008489998",2016,39,3,75,1717,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469323068489998","306266486489998","469323009489998",2016,39,3,75,1717,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469323069489998","306266486489998","469323010489998",2016,39,3,75,1717,3,,10,,,"",2017-05-11,"489998","",,"",7,5,3
"469323070489998","306266486489998","469323011489998",2016,39,3,75,1717,4,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469325596489998","306266557489998","469325531489998",2016,39,1,79,4747,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469325597489998","306266557489998","469325532489998",2016,39,1,79,4747,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469325598489998","306266557489998","469325533489998",2016,39,1,79,4747,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469325599489998","306266557489998","469325534489998",2016,39,1,79,4747,4,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469326556489998","306266590489998","469326493489998",2016,39,4,155,4794,1,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469326557489998","306266590489998","469326494489998",2016,39,4,155,4794,2,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469326558489998","306266590489998","469326495489998",2016,39,4,155,4794,3,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"469326559489998","306266590489998","469326496489998",2016,39,4,155,4794,4,,,,1,"",2017-05-11,"489998","",,"",7,5,1
"530824335126144","375549984489998","530824330126144",2017,39,3,111,2493,1,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530824336126144","375549984489998","530824331126144",2017,39,3,111,2493,2,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530824337126144","375549984489998","530824332126144",2017,39,3,111,2493,3,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530824338126144","375549984489998","530824333126144",2017,39,3,111,2493,4,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530824833126144","375550002489998","530824785126144",2017,39,2,73,1771,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530824834126144","375550002489998","530824786126144",2017,39,2,73,1771,2,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530824835126144","375550002489998","530824787126144",2017,39,2,73,1771,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530824836126144","375550002489998","530824788126144",2017,39,2,73,1771,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530821262126144","375549448489998","530821229126144",2017,39,3,111,3556,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530821263126144","375549448489998","530821230126144",2017,39,3,111,3556,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530821264126144","375549448489998","530821231126144",2017,39,3,111,3556,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530821265126144","375549448489998","530821232126144",2017,39,3,111,3556,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530823864126144","375549515489998","530823841126144",2017,39,5,113,5833,1,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530823865126144","375549515489998","530823842126144",2017,39,5,113,5833,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530823866126144","375549515489998","530823843126144",2017,39,5,113,5833,3,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530823867126144","375549515489998","530823844126144",2017,39,5,113,5833,4,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530816068126144","375549760489998","530816036126144",2017,39,1,141,3423,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530816069126144","375549760489998","530816037126144",2017,39,1,141,3423,2,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530816070126144","375549760489998","530816038126144",2017,39,1,141,3423,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530816071126144","375549760489998","530816039126144",2017,39,1,141,3423,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530817790126144","375549817489998","530817731126144",2017,39,3,121,5629,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530817791126144","375549817489998","530817732126144",2017,39,3,121,5629,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530817792126144","375549817489998","530817733126144",2017,39,3,121,5629,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530817793126144","375549817489998","530817734126144",2017,39,3,121,5629,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530827650126144","375549703489998","530827623126144",2017,39,5,23,3896,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530827651126144","375549703489998","530827624126144",2017,39,5,23,3896,2,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530827652126144","375549703489998","530827625126144",2017,39,5,23,3896,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530827653126144","375549703489998","530827626126144",2017,39,5,23,3896,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530815737126144","375549751489998","530815699126144",2017,39,3,31,4127,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530815738126144","375549751489998","530815700126144",2017,39,3,31,4127,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530815739126144","375549751489998","530815701126144",2017,39,3,31,4127,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530815740126144","375549751489998","530815702126144",2017,39,3,31,4127,4,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530817446126144","375549800489998","530817390126144",2017,39,4,35,4820,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530817447126144","375549800489998","530817391126144",2017,39,4,35,4820,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530817448126144","375549800489998","530817392126144",2017,39,4,35,4820,3,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530817449126144","375549800489998","530817393126144",2017,39,4,35,4820,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530821457126144","375549475489998","530821437126144",2017,39,5,37,1088,1,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530821458126144","375549475489998","530821438126144",2017,39,5,37,1088,2,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530821459126144","375549475489998","530821439126144",2017,39,5,37,1088,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530821460126144","375549475489998","530821440126144",2017,39,5,37,1088,4,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530825404126144","375549539489998","530825370126144",2017,39,1,145,5581,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530825405126144","375549539489998","530825371126144",2017,39,1,145,5581,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530825406126144","375549539489998","530825372126144",2017,39,1,145,5581,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530825407126144","375549539489998","530825373126144",2017,39,1,145,5581,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530816752126144","375549783489998","530816705126144",2017,39,3,13,3686,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530816753126144","375549783489998","530816706126144",2017,39,3,13,3686,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530816754126144","375549783489998","530816707126144",2017,39,3,13,3686,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530816755126144","375549783489998","530816708126144",2017,39,3,13,3686,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530823043126144","375549962489998","530822992126144",2017,39,2,163,2417,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530823044126144","375549962489998","530822993126144",2017,39,2,163,2417,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530823045126144","375549962489998","530822994126144",2017,39,2,163,2417,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530823046126144","375549962489998","530822995126144",2017,39,2,163,2417,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530823996126144","375549969489998","530823990126144",2017,39,4,133,1429,1,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530823997126144","375549969489998","530823991126144",2017,39,4,133,1429,2,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530823998126144","375549969489998","530823992126144",2017,39,4,133,1429,3,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530823999126144","375549969489998","530823993126144",2017,39,4,133,1429,4,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530824255126144","375549981489998","530824218126144",2017,39,3,59,5447,1,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530824256126144","375549981489998","530824219126144",2017,39,3,59,5447,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530824257126144","375549981489998","530824220126144",2017,39,3,59,5447,3,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530824258126144","375549981489998","530824221126144",2017,39,3,59,5447,4,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530825107126144","375550014489998","530825102126144",2017,39,5,57,990,1,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530825108126144","375550014489998","530825103126144",2017,39,5,57,990,2,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530825109126144","375550014489998","530825104126144",2017,39,5,57,990,3,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530825110126144","375550014489998","530825105126144",2017,39,5,57,990,4,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530818333126144","375549839489998","530818328126144",2017,39,1,79,1052,1,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530818334126144","375549839489998","530818329126144",2017,39,1,79,1052,2,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530818335126144","375549839489998","530818330126144",2017,39,1,79,1052,3,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530818336126144","375549839489998","530818331126144",2017,39,1,79,1052,4,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530818828126144","375549848489998","530818786126144",2017,39,3,19,1299,1,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530818829126144","375549848489998","530818787126144",2017,39,3,19,1299,2,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530818830126144","375549848489998","530818788126144",2017,39,3,19,1299,3,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530818831126144","375549848489998","530818789126144",2017,39,3,19,1299,4,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530819740126144","375549869489998","530819680126144",2017,39,5,89,1958,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530819741126144","375549869489998","530819681126144",2017,39,5,89,1958,2,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530819742126144","375549869489998","530819682126144",2017,39,5,89,1958,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530819743126144","375549869489998","530819683126144",2017,39,5,89,1958,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530827939126144","375549669489998","530827913126144",2017,39,4,43,1882,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530827940126144","375549669489998","530827914126144",2017,39,4,43,1882,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530827941126144","375549669489998","530827915126144",2017,39,4,43,1882,3,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530827942126144","375549669489998","530827916126144",2017,39,4,43,1882,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530825062126144","375550013489998","530825017126144",2017,39,1,15,4442,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530825063126144","375550013489998","530825018126144",2017,39,1,15,4442,2,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530825064126144","375550013489998","530825019126144",2017,39,1,15,4442,3,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530825065126144","375550013489998","530825020126144",2017,39,1,15,4442,4,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530823756126144","375549512489998","530823729126144",2017,39,5,113,3539,1,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530823757126144","375549512489998","530823730126144",2017,39,5,113,3539,2,,,,1,"",2018-04-17,"126144","",,"",7,6,1
"530823758126144","375549512489998","530823731126144",2017,39,5,113,3539,3,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530823759126144","375549512489998","530823732126144",2017,39,5,113,3539,4,,,,,"",2018-04-17,"126144","",,"",7,6,2
"530828322126144","375549741489998","530828313126144",2017,39,4,169,2495,1,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530828323126144","375549741489998","530828314126144",2017,39,4,169,2495,2,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530828324126144","375549741489998","530828315126144",2017,39,4,169,2495,3,,10,,,"",2018-04-17,"126144","",,"",7,6,5
"530828325126144","375549741489998","530828316126144",2017,39,4,169,2495,4,,10,,,"",2018-04-17,"126144","",,"",7,6,5
