"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","TRANSECT","SUBP","CONDID","MEASYEAR","SMALLCT","MEDIUMCT","LARGECT","RSNCTCD","PILESCD","SMALL_TL_COND","SMALL_TL_PLOT","SMALL_TL_UNADJ","MEDIUM_TL_COND","MEDIUM_TL_PLOT","MEDIUM_TL_UNADJ","LARGE_TL_COND","LARGE_TL_PLOT","LARGE_TL_UNADJ","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","FWD_STATUS_CD","FWD_NONSAMPLE_REASN_CD","FWD_SAMPLE_METHOD","SLOPE"
"62036066010538","66400505010538",2005,39,15,4442,150,4,1,2005,14,9,4,0,0,1.19404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,1.19404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,1.99007438041997827133054750747714379644E01,3.99007438041997827133054750747714379644E01,3.99007438041997827133054750747714379644E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037126010538","66400768010538",2005,39,19,1299,150,1,1,2005,9,0,2,0,0,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,3.99007438041997827133054750747714379644E01,3.99007438041997827133054750747714379644E01,3.99007438041997827133054750747714379644E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037135010538","66400768010538",2005,39,19,1299,150,2,1,2005,44,4,5,0,0,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,3.99007438041997827133054750747714379644E01,3.99007438041997827133054750747714379644E01,3.99007438041997827133054750747714379644E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037142010538","66400768010538",2005,39,19,1299,150,3,1,2005,24,5,2,0,0,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,3.99007438041997827133054750747714379644E01,3.99007438041997827133054750747714379644E01,3.99007438041997827133054750747714379644E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037153010538","66400768010538",2005,39,19,1299,150,4,1,2005,13,3,3,0,0,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,2.39404462825198696279832850448628627787E01,3.99007438041997827133054750747714379644E01,3.99007438041997827133054750747714379644E01,3.99007438041997827133054750747714379644E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037251010538","66401283010538",2005,39,21,2936,150,1,2,2005,0,0,1,0,0,7,24,24,7,24,24,15,40,40,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037261010538","66401283010538",2005,39,21,2936,150,3,2,2005,13,4,0,0,0,7,24,24,7,24,24,15,40,40,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037223010538","66402727010538",2005,39,33,4995,150,1,1,2005,23,2,1,0,0,12,24,24,12,24,24,20,40,40,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037240010538","66402727010538",2005,39,33,4995,150,4,1,2005,6,6,2,0,0,12,24,24,12,24,24,20,40,40,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037162010538","66406855010538",2005,39,59,5447,150,1,2,2005,16,5,1,0,0,1.19261321504768531962120623477388670244E01,2.32926952964763484675940791526939299894E01,2.32926952964763484675940791526939299894E01,1.19261321504768531962120623477388670244E01,2.32926952964763484675940791526939299894E01,2.32926952964763484675940791526939299894E01,1.9876886917461421993686770579564778374E01,3.88211588274605807793234652544898833157E01,3.88211588274605807793234652544898833157E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037169010538","66406855010538",2005,39,59,5447,150,2,3,2005,30,5,2,0,0,5.36656314599949527138201680495506296499E00,2.32926952964763484675940791526939299894E01,2.32926952964763484675940791526939299894E01,5.36656314599949527138201680495506296499E00,2.32926952964763484675940791526939299894E01,2.32926952964763484675940791526939299894E01,8.94427190999915878563669467492510494165E00,3.88211588274605807793234652544898833157E01,3.88211588274605807793234652544898833157E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037180010538","66406855010538",2005,39,59,5447,150,4,2,2005,13,3,0,0,0,1.19261321504768531962120623477388670244E01,2.32926952964763484675940791526939299894E01,2.32926952964763484675940791526939299894E01,1.19261321504768531962120623477388670244E01,2.32926952964763484675940791526939299894E01,2.32926952964763484675940791526939299894E01,1.9876886917461421993686770579564778374E01,3.88211588274605807793234652544898833157E01,3.88211588274605807793234652544898833157E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036859010538","66407100010538",2005,39,61,2287,150,1,1,2005,13,4,2,0,0,1.78740643997296547760066554778917231932E01,2.38740643997296547760066554778917231932E01,2.38740643997296547760066554778917231932E01,1.78740643997296547760066554778917231932E01,2.38740643997296547760066554778917231932E01,2.38740643997296547760066554778917231932E01,2.97901073328827579600110924631528719886E01,3.97901073328827579600110924631528719886E01,3.97901073328827579600110924631528719886E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036872010538","66407100010538",2005,39,61,2287,150,2,1,2005,12,8,5,0,0,1.78740643997296547760066554778917231932E01,2.38740643997296547760066554778917231932E01,2.38740643997296547760066554778917231932E01,1.78740643997296547760066554778917231932E01,2.38740643997296547760066554778917231932E01,2.38740643997296547760066554778917231932E01,2.97901073328827579600110924631528719886E01,3.97901073328827579600110924631528719886E01,3.97901073328827579600110924631528719886E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036883010538","66407100010538",2005,39,61,2287,150,4,1,2005,7,0,0,0,0,1.78740643997296547760066554778917231932E01,2.38740643997296547760066554778917231932E01,2.38740643997296547760066554778917231932E01,1.78740643997296547760066554778917231932E01,2.38740643997296547760066554778917231932E01,2.38740643997296547760066554778917231932E01,2.97901073328827579600110924631528719886E01,3.97901073328827579600110924631528719886E01,3.97901073328827579600110924631528719886E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037190010538","66407916010538",2005,39,67,1501,150,1,1,2005,8,9,5,0,0,13.4,24,24,13.4,24,24,25.4,40,40,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037204010538","66407916010538",2005,39,67,1501,150,3,1,2005,5,1,0,0,0,13.4,24,24,13.4,24,24,25.4,40,40,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037213010538","66407916010538",2005,39,67,1501,150,4,1,2005,2,0,2,0,0,13.4,24,24,13.4,24,24,25.4,40,40,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62038043010538","66407994010538",2005,39,69,5636,150,2,2,2005,15,4,1,0,0,1.18133690341390594126424470054969388807E01,2.38133690341390594126424470054969388807E01,2.38133690341390594126424470054969388807E01,1.18133690341390594126424470054969388807E01,2.38133690341390594126424470054969388807E01,2.38133690341390594126424470054969388807E01,1.96889483902317656877374116758282314678E01,3.96889483902317656877374116758282314678E01,3.96889483902317656877374116758282314678E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62038052010538","66407994010538",2005,39,69,5636,150,3,2,2005,15,3,1,0,0,1.18133690341390594126424470054969388807E01,2.38133690341390594126424470054969388807E01,2.38133690341390594126424470054969388807E01,1.18133690341390594126424470054969388807E01,2.38133690341390594126424470054969388807E01,2.38133690341390594126424470054969388807E01,1.96889483902317656877374116758282314678E01,3.96889483902317656877374116758282314678E01,3.96889483902317656877374116758282314678E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036757010538","66409182010538",2005,39,73,1771,150,1,1,2005,3,3,1,0,0,1.73147704235258080761136677761609297148E01,2.33147704235258080761136677761609297148E01,2.33147704235258080761136677761609297148E01,1.73147704235258080761136677761609297148E01,2.33147704235258080761136677761609297148E01,2.33147704235258080761136677761609297148E01,2.8857950705876346793522779626934882858E01,3.8857950705876346793522779626934882858E01,3.8857950705876346793522779626934882858E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036770010538","66409182010538",2005,39,73,1771,150,3,1,2005,13,6,1,0,0,1.73147704235258080761136677761609297148E01,2.33147704235258080761136677761609297148E01,2.33147704235258080761136677761609297148E01,1.73147704235258080761136677761609297148E01,2.33147704235258080761136677761609297148E01,2.33147704235258080761136677761609297148E01,2.8857950705876346793522779626934882858E01,3.8857950705876346793522779626934882858E01,3.8857950705876346793522779626934882858E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036778010538","66409182010538",2005,39,73,1771,150,4,1,2005,5,5,2,0,0,1.73147704235258080761136677761609297148E01,2.33147704235258080761136677761609297148E01,2.33147704235258080761136677761609297148E01,1.73147704235258080761136677761609297148E01,2.33147704235258080761136677761609297148E01,2.33147704235258080761136677761609297148E01,2.8857950705876346793522779626934882858E01,3.8857950705876346793522779626934882858E01,3.8857950705876346793522779626934882858E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62035948010538","66410984010538",2005,39,87,1355,150,1,1,2005,4,0,1,0,0,1.77043390550175123221786290627362961048E01,2.36968530882845803703673209774463027147E01,2.36968530882845803703673209774463027147E01,1.77043390550175123221786290627362961048E01,2.36968530882845803703673209774463027147E01,2.36968530882845803703673209774463027147E01,2.95072317583625205369643817712271601746E01,3.94947551471409672839455349624105045245E01,3.94947551471409672839455349624105045245E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62035957010538","66410984010538",2005,39,87,1355,150,2,1,2005,11,7,2,0,0,1.77043390550175123221786290627362961048E01,2.36968530882845803703673209774463027147E01,2.36968530882845803703673209774463027147E01,1.77043390550175123221786290627362961048E01,2.36968530882845803703673209774463027147E01,2.36968530882845803703673209774463027147E01,2.95072317583625205369643817712271601746E01,3.94947551471409672839455349624105045245E01,3.94947551471409672839455349624105045245E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62035975010538","66410984010538",2005,39,87,1355,150,4,1,2005,6,3,0,0,0,1.77043390550175123221786290627362961048E01,2.36968530882845803703673209774463027147E01,2.36968530882845803703673209774463027147E01,1.77043390550175123221786290627362961048E01,2.36968530882845803703673209774463027147E01,2.36968530882845803703673209774463027147E01,2.95072317583625205369643817712271601746E01,3.94947551471409672839455349624105045245E01,3.94947551471409672839455349624105045245E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037280010538","66404522010538",2005,39,37,1088,150,3,2,2005,14,3,2,0,0,6,24,24,6,24,24,10,40,40,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62035965010538","66410984010538",2005,39,87,1355,150,3,2,2005,4,1,1,0,0,5.99251403326706804818869191471000660994E00,2.36968530882845803703673209774463027147E01,2.36968530882845803703673209774463027147E01,5.99251403326706804818869191471000660994E00,2.36968530882845803703673209774463027147E01,2.36968530882845803703673209774463027147E01,9.98752338877844674698115319118334434989E00,3.94947551471409672839455349624105045245E01,3.94947551471409672839455349624105045245E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037952010538","66412678010538",2005,39,99,3684,150,1,1,2005,9,1,6,0,0,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,3.99503719020998913566527375373857189822E01,3.99503719020998913566527375373857189822E01,3.99503719020998913566527375373857189822E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037960010538","66412678010538",2005,39,99,3684,150,2,1,2005,15,7,7,0,0,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,3.99503719020998913566527375373857189822E01,3.99503719020998913566527375373857189822E01,3.99503719020998913566527375373857189822E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037968010538","66412678010538",2005,39,99,3684,150,3,1,2005,5,4,5,0,0,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,3.99503719020998913566527375373857189822E01,3.99503719020998913566527375373857189822E01,3.99503719020998913566527375373857189822E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62037976010538","66412678010538",2005,39,99,3684,150,4,1,2005,16,4,2,0,0,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,2.39702231412599348139916425224314313893E01,3.99503719020998913566527375373857189822E01,3.99503719020998913566527375373857189822E01,3.99503719020998913566527375373857189822E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62035869010538","66413241010538",2005,39,105,2390,150,1,1,2005,17,10,6,0,0,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,3.93965952870454957836699991596085941988E01,3.93965952870454957836699991596085941988E01,3.93965952870454957836699991596085941988E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62035881010538","66413241010538",2005,39,105,2390,150,2,1,2005,9,4,0,0,0,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,3.93965952870454957836699991596085941988E01,3.93965952870454957836699991596085941988E01,3.93965952870454957836699991596085941988E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62035892010538","66413241010538",2005,39,105,2390,150,3,1,2005,20,12,4,0,0,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,3.93965952870454957836699991596085941988E01,3.93965952870454957836699991596085941988E01,3.93965952870454957836699991596085941988E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62035902010538","66413241010538",2005,39,105,2390,150,4,1,2005,13,2,0,0,0,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,2.36379571722272974702019994957651565193E01,3.93965952870454957836699991596085941988E01,3.93965952870454957836699991596085941988E01,3.93965952870454957836699991596085941988E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036934010538","66414281010538",2005,39,113,3539,150,1,1,2005,14,2,0,0,0,12,24,24,12,24,24,20,40,40,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036942010538","66414281010538",2005,39,113,3539,150,2,1,2005,14,3,0,0,0,12,24,24,12,24,24,20,40,40,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036820010538","66415946010538",2005,39,119,2977,150,1,1,2005,5,3,0,0,0,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,3.96951702855921768429137406749637070809E01,3.96951702855921768429137406749637070809E01,3.96951702855921768429137406749637070809E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036828010538","66415946010538",2005,39,119,2977,150,2,1,2005,12,3,0,0,0,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,3.96951702855921768429137406749637070809E01,3.96951702855921768429137406749637070809E01,3.96951702855921768429137406749637070809E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036837010538","66415946010538",2005,39,119,2977,150,3,1,2005,9,4,1,0,0,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,3.96951702855921768429137406749637070809E01,3.96951702855921768429137406749637070809E01,3.96951702855921768429137406749637070809E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036847010538","66415946010538",2005,39,119,2977,150,4,1,2005,7,2,0,0,0,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,2.38171021713553061057482444049782242486E01,3.96951702855921768429137406749637070809E01,3.96951702855921768429137406749637070809E01,3.96951702855921768429137406749637070809E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036705010538","66416242010538",2005,39,121,4839,150,3,2,2005,134,17,3,1,0,6,24,24,6,24,24,10,40,40,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036790010538","66416953010538",2005,39,129,4055,150,1,1,2005,35,4,0,0,0,12,24,24,12,24,24,20,40,40,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036804010538","66416953010538",2005,39,129,4055,150,4,1,2005,3,4,0,0,0,12,24,24,12,24,24,20,40,40,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62035999010538","66419770010538",2005,39,145,2326,150,2,1,2005,8,13,6,0,0,1.73886677130708910847374665242608632635E01,1.73886677130708910847374665242608632635E01,2.32721517672164120424623404962102270975E01,1.73886677130708910847374665242608632635E01,1.73886677130708910847374665242608632635E01,2.32721517672164120424623404962102270975E01,2.89811128551181518078957775404347721058E01,2.89811128551181518078957775404347721058E01,3.87869196120273534041039008270170451626E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036013010538","66419770010538",2005,39,145,2326,150,3,1,2005,16,12,4,0,0,1.73886677130708910847374665242608632635E01,1.73886677130708910847374665242608632635E01,2.32721517672164120424623404962102270975E01,1.73886677130708910847374665242608632635E01,1.73886677130708910847374665242608632635E01,2.32721517672164120424623404962102270975E01,2.89811128551181518078957775404347721058E01,2.89811128551181518078957775404347721058E01,3.87869196120273534041039008270170451626E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036032010538","66419770010538",2005,39,145,2326,150,4,1,2005,14,3,4,0,0,1.73886677130708910847374665242608632635E01,1.73886677130708910847374665242608632635E01,2.32721517672164120424623404962102270975E01,1.73886677130708910847374665242608632635E01,1.73886677130708910847374665242608632635E01,2.32721517672164120424623404962102270975E01,2.89811128551181518078957775404347721058E01,2.89811128551181518078957775404347721058E01,3.87869196120273534041039008270170451626E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036718010538","66422502010538",2005,39,163,2417,150,1,1,2005,13,4,1,0,0,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,3.96455421876920681995664782123494260631E01,3.96455421876920681995664782123494260631E01,3.96455421876920681995664782123494260631E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036728010538","66422502010538",2005,39,163,2417,150,2,1,2005,9,4,1,0,0,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,3.96455421876920681995664782123494260631E01,3.96455421876920681995664782123494260631E01,3.96455421876920681995664782123494260631E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036737010538","66422502010538",2005,39,163,2417,150,3,1,2005,4,2,1,0,0,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,3.96455421876920681995664782123494260631E01,3.96455421876920681995664782123494260631E01,3.96455421876920681995664782123494260631E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"175077449010661","76388826010538",2007,39,1,561,150,1,1,2007,14,4,2,0,0,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,3.9756178659009092952860860823967992039E01,3.9756178659009092952860860823967992039E01,3.9756178659009092952860860823967992039E01,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
"62036747010538","66422502010538",2005,39,163,2417,150,4,1,2005,7,4,1,0,0,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,2.37873253126152409197398869274096556379E01,3.96455421876920681995664782123494260631E01,3.96455421876920681995664782123494260631E01,3.96455421876920681995664782123494260631E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036894010538","66422980010538",2005,39,165,2886,150,1,1,2005,0,0,0,0,0,1.79336181172097851480233704330288604145E01,2.39336181172097851480233704330288604145E01,2.39336181172097851480233704330288604145E01,1.79336181172097851480233704330288604145E01,2.39336181172097851480233704330288604145E01,2.39336181172097851480233704330288604145E01,2.98893635286829752467056173883814340241E01,3.98893635286829752467056173883814340241E01,3.98893635286829752467056173883814340241E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036902010538","66422980010538",2005,39,165,2886,150,2,2,2005,3,1,0,0,0,6,2.39336181172097851480233704330288604145E01,2.39336181172097851480233704330288604145E01,6,2.39336181172097851480233704330288604145E01,2.39336181172097851480233704330288604145E01,10,3.98893635286829752467056173883814340241E01,3.98893635286829752467056173883814340241E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036910010538","66422980010538",2005,39,165,2886,150,3,1,2005,37,6,0,0,0,1.79336181172097851480233704330288604145E01,2.39336181172097851480233704330288604145E01,2.39336181172097851480233704330288604145E01,1.79336181172097851480233704330288604145E01,2.39336181172097851480233704330288604145E01,2.39336181172097851480233704330288604145E01,2.98893635286829752467056173883814340241E01,3.98893635286829752467056173883814340241E01,3.98893635286829752467056173883814340241E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"62036922010538","66422980010538",2005,39,165,2886,150,4,1,2005,49,7,0,0,0,1.79336181172097851480233704330288604145E01,2.39336181172097851480233704330288604145E01,2.39336181172097851480233704330288604145E01,1.79336181172097851480233704330288604145E01,2.39336181172097851480233704330288604145E01,2.39336181172097851480233704330288604145E01,2.98893635286829752467056173883814340241E01,3.98893635286829752467056173883814340241E01,3.98893635286829752467056173883814340241E01,"",2006-05-03,"10538","",2019-06-14,"126144",,,"2",
"175077450010661","76388826010538",2007,39,1,561,150,2,1,2007,5,2,0,0,0,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,3.9756178659009092952860860823967992039E01,3.9756178659009092952860860823967992039E01,3.9756178659009092952860860823967992039E01,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
"175077451010661","76388826010538",2007,39,1,561,150,3,1,2007,11,2,1,0,0,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,3.9756178659009092952860860823967992039E01,3.9756178659009092952860860823967992039E01,3.9756178659009092952860860823967992039E01,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
"175077452010661","76388826010538",2007,39,1,561,150,4,1,2007,7,2,0,0,0,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,2.38537071954054557717165164943807952234E01,3.9756178659009092952860860823967992039E01,3.9756178659009092952860860823967992039E01,3.9756178659009092952860860823967992039E01,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
"175077563010661","76389426010538",2007,39,7,120,150,4,1,2007,3,3,2,0,0,24,24,24,24,24,24,40,40,40,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
"175077560010661","76389426010538",2007,39,7,120,150,1,1,2007,11,4,2,0,0,24,24,24,24,24,24,40,40,40,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
"175077561010661","76389426010538",2007,39,7,120,150,2,1,2007,2,2,2,0,0,24,24,24,24,24,24,40,40,40,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
"175077562010661","76389426010538",2007,39,7,120,150,3,1,2007,2,2,1,0,0,24,24,24,24,24,24,40,40,40,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
"175077656010661","76389048010538",2007,39,9,598,150,1,1,2007,0,0,0,0,0,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,3.97166223482442885970451255053319313804E01,3.97166223482442885970451255053319313804E01,3.97166223482442885970451255053319313804E01,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
"175077657010661","76389048010538",2007,39,9,598,150,2,1,2007,2,0,0,0,0,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,3.97166223482442885970451255053319313804E01,3.97166223482442885970451255053319313804E01,3.97166223482442885970451255053319313804E01,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
"175077658010661","76389048010538",2007,39,9,598,150,3,1,2007,5,6,0,0,0,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,3.97166223482442885970451255053319313804E01,3.97166223482442885970451255053319313804E01,3.97166223482442885970451255053319313804E01,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
"175077659010661","76389048010538",2007,39,9,598,150,4,1,2007,6,0,0,0,0,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,2.38299734089465731582270753031991588283E01,3.97166223482442885970451255053319313804E01,3.97166223482442885970451255053319313804E01,3.97166223482442885970451255053319313804E01,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
"175077803010661","76389772010538",2007,39,17,722,150,4,3,2007,1,0,0,0,0,6,24,24,6,24,24,10,40,40,"",2008-12-29,"10661","",2019-06-14,"126144",,,"2",
