"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","MEASDAY","MEASMON","MEASYEAR","QASTATCD","CRWTYPCD","SMPKNDCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CWD_SAMPLE_METHOD","FWD_SAMPLE_METHOD","MICR_SAMPLE_METHOD","DLF_SAMPLE_METHOD","PILE_SAMPLE_METHOD","DWM_SAMPLING_STATUS_CD","DWM_NBR_SUBP","DWM_NBR_SUBP_TRANSECT","DWM_SUBPLIST","DWM_TRANSECT_LENGTH","QA_STATUS"
"56711460010538","59867573010538",2004,39,147,4302,26,7,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785222020004","59867842010538",2004,39,149,3246,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783701020004","59867961010538",2004,39,151,4210,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56711324010538","59868956010538",2004,39,155,4794,29,7,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783285020004","59869461010538",2004,39,157,5760,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42786067020004","59870081010538",2004,39,161,4938,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784819020004","59870304010538",2004,39,163,4174,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56708320010538","59871051010538",2004,39,167,2121,13,7,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56708297010538","59871176010538",2004,39,167,3682,12,7,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785651020004","59871637010538",2004,39,169,5407,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784000020004","59871826010538",2004,39,173,2584,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785196020004","59871910010538",2004,39,175,1015,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784650020004","66431192010538",2005,39,3,3725,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785573020004","66431340010538",2005,39,5,4221,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783194020004","66431354010538",2005,39,5,4502,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784728020004","66399146010538",2005,39,9,1034,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62036038010538","66400505010538",2005,39,15,4442,11,7,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62037122010538","66400768010538",2005,39,19,1299,28,6,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62037247010538","66401283010538",2005,39,21,2936,18,7,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783922020004","66402630010538",2005,39,31,4792,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62037219010538","66402727010538",2005,39,33,4995,3,8,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62037270010538","66404522010538",2005,39,37,1088,19,7,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784663020004","66432597010538",2005,39,39,4159,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784715020004","66404889010538",2005,39,43,1882,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784676020004","66432765010538",2005,39,45,4432,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784208020004","66432835010538",2005,39,47,1613,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62037159010538","66406855010538",2005,39,59,5447,30,6,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62036853010538","66407100010538",2005,39,61,2287,12,7,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785950020004","66433165010538",2005,39,63,4326,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784689020004","66433249010538",2005,39,65,4109,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62037185010538","66407916010538",2005,39,67,1501,29,6,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62038030010538","66407994010538",2005,39,69,5636,26,7,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785963020004","66433481010538",2005,39,71,3217,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62036752010538","66409182010538",2005,39,73,1771,16,6,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783207020004","66433621010538",2005,39,79,1751,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785586020004","66433691010538",2005,39,83,4653,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784702020004","66410858010538",2005,39,85,4720,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62035943010538","66410984010538",2005,39,87,1355,22,6,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785976020004","66427772010538",2005,39,89,4294,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783220020004","66428147010538",2005,39,91,2968,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784234020004","66428189010538",2005,39,93,5566,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785989020004","66428273010538",2005,39,97,4449,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62037948010538","66412678010538",2005,39,99,3684,6,7,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784247020004","66428457010538",2005,39,101,4228,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62035860010538","66413241010538",2005,39,105,2390,21,6,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42786002020004","66428653010538",2005,39,107,4416,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62036928010538","66414281010538",2005,39,113,3539,14,7,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62036812010538","66415946010538",2005,39,119,2977,20,6,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783597020004","66415298010538",2005,39,119,4718,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62036695010538","66416242010538",2005,39,121,4839,25,7,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62036786010538","66416953010538",2005,39,129,4055,1,8,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784260020004","66429344010538",2005,39,133,1429,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783233020004","66429651010538",2005,39,135,1846,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783896020004","66429833010538",2005,39,137,1210,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783246020004","66418744010538",2005,39,141,1223,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783571020004","66429973010538",2005,39,143,2797,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62035983010538","66419770010538",2005,39,145,2326,23,6,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62038014010538","66420013010538",2005,39,147,4936,27,7,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783909020004","66430267010538",2005,39,153,5048,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785560020004","66430403010538",2005,39,155,2986,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785105020004","66430669010538",2005,39,159,4496,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62036714010538","66422502010538",2005,39,163,2417,15,6,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"62036889010538","66422980010538",2005,39,165,2886,3,7,2005,1,1,1,"",2006-05-03,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783584020004","66430856010538",2005,39,167,4345,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784221020004","66423754010538",2005,39,169,2495,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783181020004","66430968010538",2005,39,171,4488,1,6,2005,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175077458010661","76388826010538",2007,39,1,561,24,7,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785456020004","76390088010538",2007,39,3,272,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175077569010661","76389426010538",2007,39,7,120,3,7,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785482020004","76389442010538",2007,39,7,891,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175077665010661","76389048010538",2007,39,9,598,12,7,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784195020004","76389194010538",2007,39,13,490,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175077806010661","76389772010538",2007,39,17,722,19,7,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785001020004","76390122010538",2007,39,21,477,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785937020004","76388860010538",2007,39,25,401,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784039020004","76389812010538",2007,39,27,560,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175077887010661","76389470010538",2007,39,29,606,20,6,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175078019010661","76389478010538",2007,39,35,575,19,6,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784156020004","76390172010538",2007,39,39,403,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175078094010661","76390178010538",2007,39,41,574,1,8,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783844020004","76389500010538",2007,39,43,714,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42786093020004","76389844010538",2007,39,45,165,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785716020004","76389890010538",2007,39,49,28,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785014020004","76390202010538",2007,39,51,145,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175078186010661","76388870010538",2007,39,53,778,10,7,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783350020004","76389908010538",2007,39,57,169,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785092020004","76389256010538",2007,39,59,225,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175078312010661","76389928010538",2007,39,61,506,18,7,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175078438010661","76389268010538",2007,39,67,363,26,6,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783870020004","76388896010538",2007,39,71,223,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175078564010661","76389074010538",2007,39,73,197,9,7,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785495020004","76389536010538",2007,39,77,828,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175078724010661","76390278010538",2007,39,83,604,31,7,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175078867010661","76388932010538",2007,39,87,319,25,7,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784364020004","76389954010538",2007,39,89,473,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785118020004","76390304010538",2007,39,91,424,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785131020004","76390326010538",2007,39,95,325,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784559020004","76389578010538",2007,39,99,70,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783545020004","76389598010538",2007,39,103,257,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784637020004","76389084010538",2007,39,105,333,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784741020004","76390356010538",2007,39,107,430,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784377020004","76389978010538",2007,39,109,703,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175079012010661","76389318010538",2007,39,111,537,27,6,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783168020004","76389098010538",2007,39,115,20,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784754020004","76390374010538",2007,39,117,226,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42786015020004","76390398010538",2007,39,125,95,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785443020004","76390016010538",2007,39,129,73,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783883020004","76388962010538",2007,39,131,49,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175079163010661","76389620010538",2007,39,133,64,21,6,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785872020004","76390060010538",2007,39,135,74,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785599020004","76390410010538",2007,39,137,207,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784182020004","76388984010538",2007,39,141,519,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42786028020004","76390442010538",2007,39,143,395,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175079310010661","76389020010538",2007,39,145,33,23,7,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785612020004","76390474010538",2007,39,149,474,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785027020004","76389678010538",2007,39,151,480,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785898020004","76389662010538",2007,39,151,562,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175079442010661","76389402010538",2007,39,157,295,27,6,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"175079507010661","76389156010538",2007,39,167,404,11,7,2007,1,1,2,"",2008-12-29,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785703020004","76389744010538",2007,39,169,687,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783935020004","76390572010538",2007,39,173,791,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785144020004","76390586010538",2007,39,175,315,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785157020004","76390590010538",2007,39,175,854,1,6,2007,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216421616010661","109828427010661",2008,39,1,5656,16,7,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784117020004","109829247010661",2008,39,5,3857,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216421721010661","109829095010661",2008,39,7,5352,19,6,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785885020004","109827747010661",2008,39,7,5409,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216419565010661","109827621010661",2008,39,13,2644,5,8,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785768020004","109828627010661",2008,39,15,1649,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216421645010661","109828639010661",2008,39,15,2715,17,7,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784455020004","109828843010661",2008,39,17,5163,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785469020004","109827785010661",2008,39,19,5607,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784078020004","109828615010661",2008,39,27,4188,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216420597010661","109828041010661",2008,39,31,4927,24,6,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784403020004","109828559010661",2008,39,33,2754,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216421938010661","109829223010661",2008,39,35,5793,2,7,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785287020004","109829017010661",2008,39,37,1549,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784494020004","109829031010661",2008,39,37,3133,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784897020004","109828603010661",2008,39,47,5572,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784052020004","109828377010661",2008,39,49,2669,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783753020004","109828975010661",2008,39,51,3742,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216420064010661","109827809010661",2008,39,59,1944,22,7,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783402020004","109829389010661",2008,39,63,4687,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784091020004","109828793010661",2008,39,65,4421,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785300020004","109828987010661",2008,39,69,4350,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216420836010661","109828069010661",2008,39,73,4384,26,6,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783532020004","109828033010661",2008,39,75,4077,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216420958010661","109828083010661",2008,39,79,2106,11,6,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783389020004","109829205010661",2008,39,81,2843,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785742020004","109828263010661",2008,39,83,2625,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784104020004","109828805010661",2008,39,91,995,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785729020004","109828231010661",2008,39,93,5082,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784416020004","109828591010661",2008,39,97,2280,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216419929010661","109827771010661",2008,39,99,5047,17,6,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783363020004","109828571010661",2008,39,101,3438,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216420321010661","109827841010661",2008,39,105,2981,11,6,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42786145020004","109829279010661",2008,39,107,1740,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784910020004","109829357010661",2008,39,109,2410,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216419719010661","109827633010661",2008,39,111,3407,23,7,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42786132020004","109829183010661",2008,39,113,5099,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216421824010661","109829209010661",2008,39,115,3640,10,6,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216420731010661","109828053010661",2008,39,119,1949,25,6,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784429020004","109828749010661",2008,39,123,5389,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784546020004","109828061010661",2008,39,127,918,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784065020004","109828387010661",2008,39,129,4096,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216421473010661","109828417010661",2008,39,131,2188,15,7,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785313020004","109828995010661",2008,39,137,5403,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785755020004","109828355010661",2008,39,139,3570,1,6,2008,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216421296010661","109828299010661",2008,39,141,5316,9,8,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216421154010661","109828093010661",2008,39,145,2227,10,7,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784390020004","109828545010661",2008,39,147,5807,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216420475010661","109828017010661",2008,39,153,3576,1,7,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216419841010661","109827759010661",2008,39,155,5061,30,6,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42786249020004","109827797010661",2008,39,157,4061,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785807020004","109829259010661",2008,39,159,1688,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"216420195010661","109829303010661",2008,39,167,2110,6,8,2008,1,1,2,"",2009-10-05,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783831020004","109828025010661",2008,39,169,2107,1,6,2008,1,,2,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
