"CN","PLT_CN","VVT_CN","INVYR","STATECD","COUNTYCD","PLOT","SUBP","VEG_SUBP_STATUS_CD","VEG_SUBP_NONSAMPLE_REASN_CD","SUBP_ACCESSIBLE_FOREST_PCT","DETAILED_NONFOREST_LAND_USE","TOTAL_CANOPY_COVER_LAYER_1","TOTAL_CANOPY_COVER_LAYER_2","TOTAL_CANOPY_COVER_LAYER_3","TOTAL_CANOPY_COVER_LAYER_4","CRYPTO_CRUST_COVER_PCT","LICHEN_COVER_PCT","LITTER_DUFF_COVER_PCT","MINERAL_SOIL_COVER_PCT","MOSS_COVER_PCT","ROAD_TRAIL_COVER_PCT","ROCK_COVER_PCT","STANDING_WATER_COVER_PCT","STREAM_LAKE_COVER_PCT","TRASH_JUNK_COVER_PCT","WOOD_COVER_PCT","VEG_SUBP_STATUS_CD_PRE2004","VEG_SUBP_NONSMP_RSN_CD_PRE2004","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"71343010760","59836584010538","878010760",2003,39,55,1176,2,1,,100,,96,70,55,55,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71344010760","59836584010538","878010760",2003,39,55,1176,3,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"71345010760","59836584010538","878010760",2003,39,55,1176,4,1,,100,,75,12,40,80,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70334010760","59836717010538","626010760",2003,39,57,2961,1,1,,100,,99,55,2,2,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70335010760","59836717010538","626010760",2003,39,57,2961,2,1,,100,,70,70,50,5,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70336010760","59836717010538","626010760",2003,39,57,2961,3,1,,100,,85,75,37,10,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70337010760","59836717010538","626010760",2003,39,57,2961,4,1,,100,,95,50,10,7,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70818010760","59838494010538","747010760",2003,39,67,4888,1,1,,100,,99,75,90,10,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70819010760","59838494010538","747010760",2003,39,67,4888,2,1,,100,,95,70,60,30,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70820010760","59838494010538","747010760",2003,39,67,4888,3,1,,100,,90,80,70,85,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70821010760","59838494010538","747010760",2003,39,67,4888,4,1,,100,,90,45,25,5,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70294010760","59839136010538","616010760",2003,39,71,5390,1,1,,100,,90,40,35,99,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70295010760","59839136010538","616010760",2003,39,71,5390,2,1,,100,,90,40,50,75,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70296010760","59839136010538","616010760",2003,39,71,5390,3,1,,100,,85,50,55,90,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70297010760","59839136010538","616010760",2003,39,71,5390,4,1,,100,,95,60,45,40,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69766010760","59841598010538","484010760",2003,39,87,2049,1,1,,100,,90,75,60,70,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69767010760","59841598010538","484010760",2003,39,87,2049,2,1,,100,,55,65,60,40,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69768010760","59841598010538","484010760",2003,39,87,2049,3,1,,100,,62,76,45,80,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69769010760","59841598010538","484010760",2003,39,87,2049,4,1,,100,,85,50,50,50,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70870010760","59842149010538","760010760",2003,39,91,4513,1,1,,100,,95,45,85,80,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70871010760","59842149010538","760010760",2003,39,91,4513,2,1,,100,,95,30,15,5,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70872010760","59842149010538","760010760",2003,39,91,4513,3,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"70873010760","59842149010538","760010760",2003,39,91,4513,4,1,,100,,98,95,1,0,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71358010760","59842363010538","882010760",2003,39,95,3536,1,1,,100,,30,25,50,92,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71359010760","59842363010538","882010760",2003,39,95,3536,2,1,,100,,30,40,65,89,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71360010760","59842363010538","882010760",2003,39,95,3536,3,1,,100,,60,15,28,75,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71361010760","59842363010538","882010760",2003,39,95,3536,4,1,,100,,65,30,45,97,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70866010760","59845225010538","759010760",2003,39,5,4827,1,1,,100,,90,70,65,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70867010760","59845225010538","759010760",2003,39,5,4827,2,1,,100,,60,55,90,40,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70868010760","59845225010538","759010760",2003,39,5,4827,3,1,,100,,85,50,85,75,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70869010760","59845225010538","759010760",2003,39,5,4827,4,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"71322010760","59845818010538","873010760",2003,39,7,1392,1,1,,100,,98,95,25,5,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71323010760","59845818010538","873010760",2003,39,7,1392,2,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"71324010760","59845818010538","873010760",2003,39,7,1392,3,3,10,,,,,,,,,,,,,,,,,,3,10,"",2005-12-21,"10760","",,""
"71325010760","59845818010538","873010760",2003,39,7,1392,4,1,,100,,80,20,40,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70262010760","59846299010538","608010760",2003,39,9,2380,1,1,,100,,80,60,25,15,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70263010760","59846299010538","608010760",2003,39,9,2380,2,1,,100,,99,85,75,65,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70264010760","59846299010538","608010760",2003,39,9,2380,3,1,,100,,55,40,75,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70265010760","59846299010538","608010760",2003,39,9,2380,4,1,,100,,85,75,65,90,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70878010760","59846862010538","762010760",2003,39,11,2083,1,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"70879010760","59846862010538","762010760",2003,39,11,2083,2,3,10,,,,,,,,,,,,,,,,,,3,10,"",2005-12-21,"10760","",,""
"70880010760","59846862010538","762010760",2003,39,11,2083,3,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"70881010760","59846862010538","762010760",2003,39,11,2083,4,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"69786010760","59847831010538","489010760",2003,39,15,3247,1,1,,100,,30,25,45,96,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69787010760","59847831010538","489010760",2003,39,15,3247,2,1,,100,,40,15,70,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69788010760","59847831010538","489010760",2003,39,15,3247,3,1,,100,,50,15,50,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69789010760","59847831010538","489010760",2003,39,15,3247,4,1,,100,,20,4,15,99,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"248065979010661","168995405010661","248065983010661",2010,39,75,1717,1,1,,100,,70,45,80,90,0,1,70,18,2,5,2,0,0,0,2,1,,"",2011-05-05,"10661","",,""
"248065980010661","168995405010661","248065983010661",2010,39,75,1717,2,1,,100,,85,60,67,82,0,1,85,6,1,0,1,0,0,0,6,1,,"",2011-05-05,"10661","",,""
"248065981010661","168995405010661","248065983010661",2010,39,75,1717,3,1,,100,,100,100,43,0,0,0,96,1,1,0,1,0,0,0,1,1,,"",2011-05-05,"10661","",,""
"248065982010661","168995405010661","248065983010661",2010,39,75,1717,4,1,,100,,88,67,60,80,0,1,84,3,1,7,1,0,0,0,3,1,,"",2011-05-05,"10661","",,""
"247553592010661","168995445010661","247553600010661",2010,39,73,5262,1,1,,100,,44,62,45,93,0,1,94,0,1,0,0,0,0,0,4,1,,"",2011-05-05,"10661","",,""
"247553593010661","168995445010661","247553600010661",2010,39,73,5262,2,1,,100,,70,48,33,97,0,0,90,1,2,0,0,0,0,0,7,1,,"",2011-05-05,"10661","",,""
"247553594010661","168995445010661","247553600010661",2010,39,73,5262,3,1,,100,,50,66,72,91,0,1,82,2,1,5,1,1,0,1,6,1,,"",2011-05-05,"10661","",,""
"247553595010661","168995445010661","247553600010661",2010,39,73,5262,4,1,,100,,22,68,65,98,0,1,93,1,1,0,0,0,0,0,4,1,,"",2011-05-05,"10661","",,""
"247554740010661","168995585010661","247554744010661",2010,39,77,3789,1,2,,,,,,,,,,,,,,,,,,,2,,"",2011-05-05,"10661","",,""
"247554741010661","168995585010661","247554744010661",2010,39,77,3789,2,1,,46,11,38,15,22,46,0,0,38,3,1,0,0,0,0,0,4,2,,"",2011-05-05,"10661","",,""
"247554742010661","168995585010661","247554744010661",2010,39,77,3789,3,2,,,,,,,,,,,,,,,,,,,2,,"",2011-05-05,"10661","",,""
"247554743010661","168995585010661","247554744010661",2010,39,77,3789,4,2,,,,,,,,,,,,,,,,,,,2,,"",2011-05-05,"10661","",,""
"247581545010661","168995667010661","247581549010661",2010,39,141,4924,1,1,,100,,40,45,65,85,0,1,80,3,1,10,2,0,0,0,3,1,,"",2011-05-05,"10661","",,""
"247581546010661","168995667010661","247581549010661",2010,39,141,4924,2,1,,100,,60,72,50,100,0,1,71,22,1,0,1,0,0,1,3,1,,"",2011-05-05,"10661","",,""
"247581547010661","168995667010661","247581549010661",2010,39,141,4924,3,1,,100,,90,87,62,77,0,1,84,9,1,0,1,0,0,0,4,1,,"",2011-05-05,"10661","",,""
"247581548010661","168995667010661","247581549010661",2010,39,141,4924,4,1,,100,,61,40,67,70,0,1,73,5,1,15,2,0,0,0,3,1,,"",2011-05-05,"10661","",,""
"247542423010661","168995897010661","247542427010661",2010,39,27,3456,1,1,,100,,45,70,95,66,0,1,59,20,4,0,1,0,0,0,15,1,,"",2011-05-05,"10661","",,""
"247542424010661","168995897010661","247542427010661",2010,39,27,3456,2,3,3,,,,,,,,,,,,,,,,,,3,3,"",2011-05-05,"10661","",,""
"247542425010661","168995897010661","247542427010661",2010,39,27,3456,3,1,,100,,85,90,90,50,0,1,80,5,2,0,1,0,0,0,11,1,,"",2011-05-05,"10661","",,""
"247542426010661","168995897010661","247542427010661",2010,39,27,3456,4,1,,100,,65,90,67,30,0,0,41,39,4,0,1,0,0,1,14,1,,"",2011-05-05,"10661","",,""
"247542148010661","168995905010661","247542152010661",2010,39,25,5374,1,1,,100,,70,60,70,85,0,1,40,40,1,0,1,0,11,1,5,1,,"",2011-05-05,"10661","",,""
"247542149010661","168995905010661","247542152010661",2010,39,25,5374,2,1,,100,,75,60,45,75,0,1,37,38,2,0,1,0,10,7,4,1,,"",2011-05-05,"10661","",,""
"247542150010661","168995905010661","247542152010661",2010,39,25,5374,3,1,,100,,65,60,80,85,0,1,45,44,2,0,1,0,0,1,6,1,,"",2011-05-05,"10661","",,""
"247542151010661","168995905010661","247542152010661",2010,39,25,5374,4,1,,100,,60,35,72,70,0,1,74,18,1,0,1,0,0,1,4,1,,"",2011-05-05,"10661","",,""
"247578938010661","168996081010661","247578942010661",2010,39,113,1116,1,1,,100,,83,30,45,90,0,1,78,3,1,12,1,0,0,0,4,1,,"",2011-05-05,"10661","",,""
"247578939010661","168996081010661","247578942010661",2010,39,113,1116,2,1,,100,,88,58,45,77,0,0,82,3,2,9,1,0,0,0,3,1,,"",2011-05-05,"10661","",,""
"247578940010661","168996081010661","247578942010661",2010,39,113,1116,3,1,,100,,45,67,66,92,0,1,53,17,4,0,2,0,19,1,3,1,,"",2011-05-05,"10661","",,""
"247578941010661","168996081010661","247578942010661",2010,39,113,1116,4,1,,100,,70,50,35,95,0,1,57,20,3,0,2,0,12,0,5,1,,"",2011-05-05,"10661","",,""
"248065774010661","168996193010661","248065778010661",2010,39,61,2063,1,1,,100,,40,40,59,90,0,1,44,47,2,0,1,0,0,0,5,1,,"",2011-05-05,"10661","",,""
"248065775010661","168996193010661","248065778010661",2010,39,61,2063,2,1,,100,,75,25,60,92,0,1,40,50,3,0,0,0,0,0,6,1,,"",2011-05-05,"10661","",,""
"248065776010661","168996193010661","248065778010661",2010,39,61,2063,3,1,,100,,70,70,50,85,0,1,30,63,1,0,1,0,0,0,4,1,,"",2011-05-05,"10661","",,""
"248065777010661","168996193010661","248065778010661",2010,39,61,2063,4,1,,100,,70,70,45,75,0,1,39,52,3,0,1,0,0,0,4,1,,"",2011-05-05,"10661","",,""
"247578317010661","168996323010661","247578321010661",2010,39,107,4902,1,2,,,,,,,,,,,,,,,,,,,2,,"",2011-05-05,"10661","",,""
"247578318010661","168996323010661","247578321010661",2010,39,107,4902,2,1,,100,,65,40,80,70,0,0,55,40,1,0,0,0,0,0,4,1,,"",2011-05-05,"10661","",,""
"70268010760","59856286010538","609010760",2003,39,141,3077,3,1,,100,,75,4,27,85,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70269010760","59856286010538","609010760",2003,39,141,3077,4,1,,68,,40,35,60,40,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69782010760","59857241010538","488010760",2003,39,145,4951,1,1,,100,,60,50,20,15,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69783010760","59857241010538","488010760",2003,39,145,4951,2,1,,100,,70,80,35,40,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69784010760","59857241010538","488010760",2003,39,145,4951,3,1,,100,,75,40,10,40,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69785010760","59857241010538","488010760",2003,39,145,4951,4,1,,100,,80,15,55,60,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71286010760","59858451010538","864010760",2003,39,155,3843,1,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"71287010760","59858451010538","864010760",2003,39,155,3843,2,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"71288010760","59858451010538","864010760",2003,39,155,3843,3,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"71289010760","59858451010538","864010760",2003,39,155,3843,4,1,,100,,20,92,20,17,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70830010760","59859396010538","750010760",2003,39,157,3047,1,1,,100,,85,95,60,50,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70831010760","59859396010538","750010760",2003,39,157,3047,2,1,,100,,80,50,95,50,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70832010760","59859396010538","750010760",2003,39,157,3047,3,1,,100,,92,65,30,80,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70833010760","59859396010538","750010760",2003,39,157,3047,4,1,,100,,87,55,70,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70322010760","59860065010538","623010760",2003,39,165,2505,1,1,,100,,35,10,75,99,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70323010760","59860065010538","623010760",2003,39,165,2505,2,1,,100,,60,65,75,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70324010760","59860065010538","623010760",2003,39,165,2505,3,1,,100,,60,20,30,99,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70325010760","59860065010538","623010760",2003,39,165,2505,4,1,,100,,60,30,10,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70330010760","59862539010538","625010760",2004,39,113,1116,1,1,,100,,65,50,20,69,0,0,92,3,3,0,1,0,1,0,0,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70331010760","59862539010538","625010760",2004,39,113,1116,2,1,,100,,65,17,12,99,0,0,93,1,1,0,0,0,0,1,4,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70332010760","59862539010538","625010760",2004,39,113,1116,3,1,,100,,55,65,30,63,0,0,73,3,2,0,1,0,20,0,1,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70333010760","59862539010538","625010760",2004,39,113,1116,4,1,,100,,55,40,16,95,0,0,89,2,2,0,1,0,5,0,1,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70298010760","59865858010538","617010760",2004,39,141,4924,1,1,,100,,50,40,55,61,0,1,96,1,1,0,0,0,0,0,1,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70299010760","59865858010538","617010760",2004,39,141,4924,2,1,,100,,71,20,35,62,0,0,97,2,1,0,0,0,0,0,0,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70300010760","59865858010538","617010760",2004,39,141,4924,3,1,,100,,40,60,52,71,0,0,96,2,1,0,1,0,0,0,0,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70301010760","59865858010538","617010760",2004,39,141,4924,4,1,,100,,80,12,30,30,0,0,59,5,0,35,1,0,0,0,0,1,,"",2005-12-21,"10760","",,""
"71354010760","59867573010538","881010760",2004,39,147,4302,1,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"71355010760","59867573010538","881010760",2004,39,147,4302,2,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"71356010760","59867573010538","881010760",2004,39,147,4302,3,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"71357010760","59867573010538","881010760",2004,39,147,4302,4,1,,100,,27,12,73,83,0,1,69,25,1,2,1,0,0,0,1,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"71302010760","59868956010538","868010760",2004,39,155,4794,1,1,,100,,66,50,62,59,0,0,85,11,3,0,1,0,0,0,0,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"71303010760","59868956010538","868010760",2004,39,155,4794,2,1,,100,,67,20,25,50,0,0,97,1,1,0,0,0,0,1,0,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"71304010760","59868956010538","868010760",2004,39,155,4794,3,1,,100,,53,11,15,57,0,0,94,3,3,0,0,0,0,0,0,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"71305010760","59868956010538","868010760",2004,39,155,4794,4,1,,100,,44,10,60,42,0,0,75,20,4,0,0,0,0,1,0,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70230010760","59871051010538","600010760",2004,39,167,2121,1,1,,100,,90,55,25,49,0,1,91,2,2,0,2,0,0,0,2,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70231010760","59871051010538","600010760",2004,39,167,2121,2,1,,100,,55,35,40,35,0,1,92,2,1,1,1,0,0,1,1,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70232010760","59871051010538","600010760",2004,39,167,2121,3,1,,75,32,50,15,25,64,0,1,69,1,1,0,1,0,0,1,1,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70233010760","59871051010538","600010760",2004,39,167,2121,4,1,,100,,92,15,12,59,0,1,96,1,1,0,1,0,0,0,0,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70226010760","59871176010538","599010760",2004,39,167,3682,1,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"70227010760","59871176010538","599010760",2004,39,167,3682,2,1,,20,11,8,12,18,0,0,0,16,2,1,0,1,0,0,0,0,2,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70228010760","59871176010538","599010760",2004,39,167,3682,3,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"70229010760","59871176010538","599010760",2004,39,167,3682,4,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"70846010760","59872676010538","754010760",2004,39,41,3878,1,1,,38,32,35,18,20,37,0,0,31,3,2,0,1,0,0,1,0,2,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70847010760","59872676010538","754010760",2004,39,41,3878,2,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"70848010760","59872676010538","754010760",2004,39,41,3878,3,1,,100,,70,20,27,55,0,0,83,12,2,0,0,2,0,0,1,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70849010760","59872676010538","754010760",2004,39,41,3878,4,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"69762010760","59873691010538","483010760",2004,39,53,3579,1,1,,100,,80,35,32,65,0,1,96,1,1,0,0,0,0,0,1,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"69763010760","59873691010538","483010760",2004,39,53,3579,2,1,,100,,75,47,47,25,0,1,93,1,1,0,0,0,0,1,3,1,,"",2005-12-21,"10760","",,""
"69764010760","59873691010538","483010760",2004,39,53,3579,3,1,,100,,74,35,41,58,0,1,95,2,1,0,1,0,0,0,0,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"69765010760","59873691010538","483010760",2004,39,53,3579,4,1,,100,,95,17,33,75,0,0,96,2,2,0,0,0,0,0,0,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70822010760","59875046010538","748010760",2004,39,59,2535,1,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"70823010760","59875046010538","748010760",2004,39,59,2535,2,1,,100,,90,10,40,69,0,0,75,20,1,0,2,0,0,2,0,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70824010760","59875046010538","748010760",2004,39,59,2535,3,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"70825010760","59875046010538","748010760",2004,39,59,2535,4,1,,75,10,30,7,30,71,0,1,69,2,1,0,1,0,0,0,1,1,,"",2005-12-21,"10760","",,""
"70326010760","59875667010538","624010760",2004,39,61,2063,1,1,,100,,45,20,40,90,0,1,73,18,3,0,0,0,0,0,5,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70327010760","59875667010538","624010760",2004,39,61,2063,2,1,,100,,30,4,15,99,0,0,68,30,1,0,0,0,0,0,1,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70328010760","59875667010538","624010760",2004,39,61,2063,3,1,,100,,49,40,80,35,0,0,83,10,3,0,0,0,0,1,3,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70329010760","59875667010538","624010760",2004,39,61,2063,4,1,,100,,35,62,28,73,0,0,68,30,1,0,0,0,0,0,1,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70282010760","59877102010538","613010760",2004,39,73,5262,1,1,,100,,35,50,16,47,0,1,92,0,2,0,1,0,0,0,4,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70283010760","59877102010538","613010760",2004,39,73,5262,2,1,,100,,30,27,15,67,0,1,92,0,2,0,1,0,0,0,4,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70284010760","59877102010538","613010760",2004,39,73,5262,3,1,,100,,36,33,33,53,0,0,97,1,1,0,1,0,0,0,0,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70285010760","59877102010538","613010760",2004,39,73,5262,4,1,,100,,7,50,25,53,0,0,97,1,1,0,1,0,0,0,0,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70862010760","59877582010538","758010760",2004,39,75,1717,1,1,,100,,75,30,30,39,0,0,89,4,4,1,1,0,0,0,1,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"70863010760","59877582010538","758010760",2004,39,75,1717,2,1,,100,,65,72,27,81,0,0,96,2,1,0,1,0,0,0,0,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"247578319010661","168996323010661","247578321010661",2010,39,107,4902,3,2,,,,,,,,,,,,,,,,,,,2,,"",2011-05-05,"10661","",,""
"247578320010661","168996323010661","247578321010661",2010,39,107,4902,4,2,,,,,,,,,,,,,,,,,,,2,,"",2011-05-05,"10661","",,""
"248609592010661","168996353010661","248609596010661",2010,39,13,3399,1,2,,,,,,,,,,,,,,,,,,,2,,"",2011-05-09,"10661","",,""
"248609593010661","168996353010661","248609596010661",2010,39,13,3399,2,2,,,,,,,,,,,,,,,,,,,2,,"",2011-05-09,"10661","",,""
"248609594010661","168996353010661","248609596010661",2010,39,13,3399,3,1,,67,40,37,42,60,35,0,2,39,9,5,0,6,0,0,0,6,1,,"",2011-05-09,"10661","",,""
"248609595010661","168996353010661","248609596010661",2010,39,13,3399,4,2,,,,,,,,,,,,,,,,,,,2,,"",2011-05-09,"10661","",,""
"247577618010661","168996389010661","247577622010661",2010,39,103,4704,1,1,,100,,75,20,45,90,0,1,90,1,2,0,1,0,0,0,5,1,,"",2011-05-05,"10661","",,""
"247577619010661","168996389010661","247577622010661",2010,39,103,4704,2,1,,100,,70,15,75,88,0,1,91,2,1,0,0,0,0,1,4,1,,"",2011-05-05,"10661","",,""
"247577620010661","168996389010661","247577622010661",2010,39,103,4704,3,1,,100,,75,10,44,85,0,1,84,2,2,0,2,0,0,2,7,1,,"",2011-05-05,"10661","",,""
"247577621010661","168996389010661","247577622010661",2010,39,103,4704,4,1,,21,33,19,11,16,16,0,0,16,1,1,0,1,0,0,0,2,2,,"",2011-05-05,"10661","",,""
"247526756010661","168996583010661","247526760010661",2010,39,13,4479,1,1,,100,,80,57,30,97,0,1,94,1,1,0,0,0,0,0,3,1,,"",2011-05-05,"10661","",,""
"247526757010661","168996583010661","247526760010661",2010,39,13,4479,2,1,,100,,95,65,70,85,0,1,90,5,2,0,0,0,0,0,2,1,,"",2011-05-05,"10661","",,""
"247526758010661","168996583010661","247526760010661",2010,39,13,4479,3,1,,100,,68,40,30,97,0,2,85,1,4,0,3,0,0,0,5,1,,"",2011-05-05,"10661","",,""
"247526759010661","168996583010661","247526760010661",2010,39,13,4479,4,1,,100,,85,80,44,98,0,1,92,1,1,0,1,0,0,0,4,1,,"",2011-05-05,"10661","",,""
"247543507010661","168996623010661","247543511010661",2010,39,41,3878,1,1,,5,31,3,2,4,5,0,0,3,1,0,0,0,0,0,0,1,2,,"",2011-05-05,"10661","",,""
"247543508010661","168996623010661","247543511010661",2010,39,41,3878,2,2,,,,,,,,,,,,,,,,,,,2,,"",2011-05-05,"10661","",,""
"247543509010661","168996623010661","247543511010661",2010,39,41,3878,3,1,,100,,83,45,72,88,0,1,79,11,2,0,1,3,0,0,3,1,,"",2011-05-05,"10661","",,""
"247543510010661","168996623010661","247543511010661",2010,39,41,3878,4,2,,,,,,,,,,,,,,,,,,,2,,"",2011-05-05,"10661","",,""
"70864010760","59877582010538","758010760",2004,39,75,1717,3,1,,100,,95,90,5,0,0,0,97,1,1,0,1,0,0,0,0,1,,"",2005-12-21,"10760","",,""
"70865010760","59877582010538","758010760",2004,39,75,1717,4,1,,100,,73,30,35,58,0,0,94,2,2,0,1,0,0,0,1,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"71350010760","59878049010538","880010760",2004,39,77,3789,1,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"71351010760","59878049010538","880010760",2004,39,77,3789,2,1,,60,11,35,15,35,60,0,0,47,8,1,0,1,0,0,1,2,1,,"",2005-12-21,"10760","",,""
"71352010760","59878049010538","880010760",2004,39,77,3789,3,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
