"CN","PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","CONDID","VEG_FLDSPCD","UNIQUE_SP_NBR","VEG_SPCD","COVER_PCT","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE"
"248648884010661","168994903010661",2010,39,3,13,4879,4,1,"LOMO2",1,"LOMO2",25,"",2011-05-12,"10661","",,"",6,4
"248648885010661","168994903010661",2010,39,3,13,4879,3,1,"ROMU",1,"ROMU",3,"",2011-05-12,"10661","",,"",6,4
"248648886010661","168994903010661",2010,39,3,13,4879,4,1,"ROMU",1,"ROMU",3,"",2011-05-12,"10661","",,"",6,4
"248648887010661","168994903010661",2010,39,3,13,4879,4,1,"ROPS",1,"ROPS",3,"",2011-05-12,"10661","",,"",6,4
"248648934010661","168994941010661",2010,39,4,29,1268,1,1,"ALPE4",1,"ALPE4",2,"",2011-05-12,"10661","",,"",6,4
"248648935010661","168994941010661",2010,39,4,29,1268,3,1,"ALPE4",1,"ALPE4",1,"",2011-05-12,"10661","",,"",6,4
"248648936010661","168994941010661",2010,39,4,29,1268,4,1,"ALPE4",1,"ALPE4",1,"",2011-05-12,"10661","",,"",6,4
"248648937010661","168994941010661",2010,39,4,29,1268,1,1,"ROMU",1,"ROMU",2,"",2011-05-12,"10661","",,"",6,4
"248648938010661","168994941010661",2010,39,4,29,1268,2,1,"ROMU",1,"ROMU",3,"",2011-05-12,"10661","",,"",6,4
"248648939010661","168994941010661",2010,39,4,29,1268,3,1,"ROMU",1,"ROMU",3,"",2011-05-12,"10661","",,"",6,4
"248648940010661","168994941010661",2010,39,4,29,1268,4,1,"ROMU",1,"ROMU",12,"",2011-05-12,"10661","",,"",6,4
"248648941010661","168994941010661",2010,39,4,29,1268,4,1,"ROPS",1,"ROPS",7,"",2011-05-12,"10661","",,"",6,4
"530835343126144","375549448489998",2017,39,3,111,3556,3,1,"MIVI",1,"MIVI",2,"",2018-04-17,"126144","",,"",7,6
"530835344126144","375549448489998",2017,39,3,111,3556,4,1,"MIVI",1,"MIVI",5,"",2018-04-17,"126144","",,"",7,6
"530835345126144","375549448489998",2017,39,3,111,3556,1,1,"ROMU",1,"ROMU",8,"",2018-04-17,"126144","",,"",7,6
"530835346126144","375549448489998",2017,39,3,111,3556,2,1,"ROMU",1,"ROMU",10,"",2018-04-17,"126144","",,"",7,6
"530835347126144","375549448489998",2017,39,3,111,3556,3,1,"ROMU",1,"ROMU",35,"",2018-04-17,"126144","",,"",7,6
"530835348126144","375549448489998",2017,39,3,111,3556,4,1,"ROMU",1,"ROMU",10,"",2018-04-17,"126144","",,"",7,6
"530835547126144","375549515489998",2017,39,5,113,5833,2,2,"LOJA",1,"LOJA",3,"",2018-04-17,"126144","",,"",7,6
"530835548126144","375549515489998",2017,39,5,113,5833,2,2,"LONIC",1,"LONIC",20,"",2018-04-17,"126144","",,"",7,6
"530835549126144","375549515489998",2017,39,5,113,5833,2,2,"ROMU",1,"ROMU",1,"",2018-04-17,"126144","",,"",7,6
"530835681126144","375549760489998",2017,39,1,141,3423,4,1,"ALPE4",1,"ALPE4",2,"",2018-04-17,"126144","",,"",7,6
"530835682126144","375549760489998",2017,39,1,141,3423,4,1,"CEOR7",1,"CEOR7",5,"",2018-04-17,"126144","",,"",7,6
"530835683126144","375549760489998",2017,39,1,141,3423,1,1,"MIVI",1,"MIVI",7,"",2018-04-17,"126144","",,"",7,6
"530835684126144","375549760489998",2017,39,1,141,3423,4,1,"MIVI",1,"MIVI",3,"",2018-04-17,"126144","",,"",7,6
"530835685126144","375549760489998",2017,39,1,141,3423,1,1,"ROMU",1,"ROMU",2,"",2018-04-17,"126144","",,"",7,6
"530835686126144","375549760489998",2017,39,1,141,3423,3,1,"ROMU",1,"ROMU",1,"",2018-04-17,"126144","",,"",7,6
"530835687126144","375549760489998",2017,39,1,141,3423,4,1,"ROMU",1,"ROMU",2,"",2018-04-17,"126144","",,"",7,6
"530835855126144","375549817489998",2017,39,3,121,5629,1,1,"ELUM",1,"ELUM",4,"",2018-04-17,"126144","",,"",7,6
"530835856126144","375549817489998",2017,39,3,121,5629,2,1,"ELUM",1,"ELUM",1,"",2018-04-17,"126144","",,"",7,6
"530835857126144","375549817489998",2017,39,3,121,5629,3,1,"ELUM",1,"ELUM",20,"",2018-04-17,"126144","",,"",7,6
"530835858126144","375549817489998",2017,39,3,121,5629,4,1,"ELUM",1,"ELUM",6,"",2018-04-17,"126144","",,"",7,6
"530835859126144","375549817489998",2017,39,3,121,5629,1,1,"LOJA",1,"LOJA",2,"",2018-04-17,"126144","",,"",7,6
"530835860126144","375549817489998",2017,39,3,121,5629,3,1,"LOJA",1,"LOJA",5,"",2018-04-17,"126144","",,"",7,6
"530835861126144","375549817489998",2017,39,3,121,5629,4,1,"LOJA",1,"LOJA",1,"",2018-04-17,"126144","",,"",7,6
"530835862126144","375549817489998",2017,39,3,121,5629,1,1,"ROMU",1,"ROMU",3,"",2018-04-17,"126144","",,"",7,6
"530835863126144","375549817489998",2017,39,3,121,5629,2,1,"ROMU",1,"ROMU",2,"",2018-04-17,"126144","",,"",7,6
"530835864126144","375549817489998",2017,39,3,121,5629,3,1,"ROMU",1,"ROMU",5,"",2018-04-17,"126144","",,"",7,6
"530835865126144","375549817489998",2017,39,3,121,5629,4,1,"ROMU",1,"ROMU",5,"",2018-04-17,"126144","",,"",7,6
"530836335126144","375549703489998",2017,39,5,23,3896,3,1,"HEHE",1,"HEHE",2,"",2018-04-17,"126144","",,"",7,6
"530836336126144","375549703489998",2017,39,5,23,3896,1,1,"LIVU",1,"LIVU",2,"",2018-04-17,"126144","",,"",7,6
"530836337126144","375549703489998",2017,39,5,23,3896,3,1,"LIVU",1,"LIVU",2,"",2018-04-17,"126144","",,"",7,6
"530836338126144","375549703489998",2017,39,5,23,3896,4,1,"LIVU",1,"LIVU",1,"",2018-04-17,"126144","",,"",7,6
"530836339126144","375549703489998",2017,39,5,23,3896,1,1,"LONIC",1,"LONIC",68,"",2018-04-17,"126144","",,"",7,6
"530836340126144","375549703489998",2017,39,5,23,3896,3,1,"LONIC",1,"LONIC",85,"",2018-04-17,"126144","",,"",7,6
"530836341126144","375549703489998",2017,39,5,23,3896,4,1,"LONIC",1,"LONIC",80,"",2018-04-17,"126144","",,"",7,6
"530836342126144","375549703489998",2017,39,5,23,3896,1,1,"LYNU",1,"LYNU",1,"",2018-04-17,"126144","",,"",7,6
"530836343126144","375549703489998",2017,39,5,23,3896,1,1,"ROMU",1,"ROMU",2,"",2018-04-17,"126144","",,"",7,6
"530836344126144","375549703489998",2017,39,5,23,3896,3,1,"ROMU",1,"ROMU",2,"",2018-04-17,"126144","",,"",7,6
"530836345126144","375549703489998",2017,39,5,23,3896,4,1,"ROMU",1,"ROMU",1,"",2018-04-17,"126144","",,"",7,6
"530836463126144","375549751489998",2017,39,3,31,4127,1,1,"ALPE4",1,"ALPE4",2,"",2018-04-17,"126144","",,"",7,6
"530836464126144","375549751489998",2017,39,3,31,4127,2,1,"ALPE4",1,"ALPE4",3,"",2018-04-17,"126144","",,"",7,6
"530836465126144","375549751489998",2017,39,3,31,4127,3,1,"ALPE4",1,"ALPE4",3,"",2018-04-17,"126144","",,"",7,6
"530836466126144","375549751489998",2017,39,3,31,4127,3,1,"ELUM",1,"ELUM",2,"",2018-04-17,"126144","",,"",7,6
"530836467126144","375549751489998",2017,39,3,31,4127,1,1,"MIVI",1,"MIVI",6,"",2018-04-17,"126144","",,"",7,6
"530836468126144","375549751489998",2017,39,3,31,4127,2,1,"MIVI",1,"MIVI",3,"",2018-04-17,"126144","",,"",7,6
"530836469126144","375549751489998",2017,39,3,31,4127,3,1,"MIVI",1,"MIVI",10,"",2018-04-17,"126144","",,"",7,6
"530836470126144","375549751489998",2017,39,3,31,4127,1,1,"ROMU",1,"ROMU",6,"",2018-04-17,"126144","",,"",7,6
"530836471126144","375549751489998",2017,39,3,31,4127,2,1,"ROMU",1,"ROMU",30,"",2018-04-17,"126144","",,"",7,6
"530836472126144","375549751489998",2017,39,3,31,4127,3,1,"ROMU",1,"ROMU",6,"",2018-04-17,"126144","",,"",7,6
"530836616126144","375549800489998",2017,39,4,35,4820,1,1,"FRAL4",1,"FRAL4",1,"",2018-04-17,"126144","",,"",7,6
"530836617126144","375549800489998",2017,39,4,35,4820,2,1,"FRAL4",1,"FRAL4",2,"",2018-04-17,"126144","",,"",7,6
"530836618126144","375549800489998",2017,39,4,35,4820,4,1,"FRAL4",1,"FRAL4",1,"",2018-04-17,"126144","",,"",7,6
"530836619126144","375549800489998",2017,39,4,35,4820,4,1,"LIVU",1,"LIVU",1,"",2018-04-17,"126144","",,"",7,6
"530836620126144","375549800489998",2017,39,4,35,4820,2,1,"LOMO2",1,"LOMO2",1,"",2018-04-17,"126144","",,"",7,6
"530836621126144","375549800489998",2017,39,4,35,4820,1,1,"ROMU",1,"ROMU",1,"",2018-04-17,"126144","",,"",7,6
"530836622126144","375549800489998",2017,39,4,35,4820,2,1,"ROMU",1,"ROMU",1,"",2018-04-17,"126144","",,"",7,6
"530832127126144","375549475489998",2017,39,5,37,1088,3,2,"ALPE4",1,"ALPE4",1,"",2018-04-17,"126144","",,"",7,6
"530832128126144","375549475489998",2017,39,5,37,1088,3,2,"MIVI",1,"MIVI",3,"",2018-04-17,"126144","",,"",7,6
"530832187126144","375549539489998",2017,39,1,145,5581,4,2,"AIAL",1,"AIAL",1,"",2018-04-17,"126144","",,"",7,6
"530832188126144","375549539489998",2017,39,1,145,5581,3,1,"LIVU",1,"LIVU",5,"",2018-04-17,"126144","",,"",7,6
"530832189126144","375549539489998",2017,39,1,145,5581,2,1,"LOJA",1,"LOJA",30,"",2018-04-17,"126144","",,"",7,6
"530832190126144","375549539489998",2017,39,1,145,5581,3,1,"LOJA",1,"LOJA",2,"",2018-04-17,"126144","",,"",7,6
"530832191126144","375549539489998",2017,39,1,145,5581,3,1,"PATO2",1,"PATO2",6,"",2018-04-17,"126144","",,"",7,6
"530832192126144","375549539489998",2017,39,1,145,5581,1,1,"ROMU",1,"ROMU",2,"",2018-04-17,"126144","",,"",7,6
"530832193126144","375549539489998",2017,39,1,145,5581,2,1,"ROMU",1,"ROMU",2,"",2018-04-17,"126144","",,"",7,6
"530832194126144","375549539489998",2017,39,1,145,5581,3,1,"ROMU",1,"ROMU",2,"",2018-04-17,"126144","",,"",7,6
"530832195126144","375549539489998",2017,39,1,145,5581,4,2,"ROMU",1,"ROMU",1,"",2018-04-17,"126144","",,"",7,6
"530837047126144","375549783489998",2017,39,3,13,3686,1,1,"ALPE4",1,"ALPE4",1,"",2018-04-17,"126144","",,"",7,6
"530837048126144","375549783489998",2017,39,3,13,3686,3,2,"ALPE4",1,"ALPE4",10,"",2018-04-17,"126144","",,"",7,6
"530837049126144","375549783489998",2017,39,3,13,3686,4,1,"ALPE4",1,"ALPE4",10,"",2018-04-17,"126144","",,"",7,6
"530837050126144","375549783489998",2017,39,3,13,3686,1,1,"CEOR7",1,"CEOR7",2,"",2018-04-17,"126144","",,"",7,6
"530837051126144","375549783489998",2017,39,3,13,3686,3,2,"CEOR7",1,"CEOR7",3,"",2018-04-17,"126144","",,"",7,6
"530837052126144","375549783489998",2017,39,3,13,3686,4,1,"CEOR7",1,"CEOR7",11,"",2018-04-17,"126144","",,"",7,6
"530837053126144","375549783489998",2017,39,3,13,3686,3,2,"LONIC",1,"LONIC",3,"",2018-04-17,"126144","",,"",7,6
"530837054126144","375549783489998",2017,39,3,13,3686,4,1,"LONIC",1,"LONIC",3,"",2018-04-17,"126144","",,"",7,6
"222860393010661","76390064010538",2007,39,5,165,154,1,1,"ALPE4",1,"ALPE4",10,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860399010661","76390064010538",2007,39,5,165,154,1,1,"LOMA6",1,"LOMA6",25,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860394010661","76390064010538",2007,39,5,165,154,2,1,"ALPE4",1,"ALPE4",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860398010661","76390064010538",2007,39,5,165,154,2,1,"LIVU",1,"LIVU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860400010661","76390064010538",2007,39,5,165,154,2,1,"LOMA6",1,"LOMA6",10,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860403010661","76390064010538",2007,39,5,165,154,2,1,"ROMU",1,"ROMU",5,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860392010661","76390064010538",2007,39,5,165,154,3,1,"AIAL",1,"AIAL",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860395010661","76390064010538",2007,39,5,165,154,3,1,"ALPE4",1,"ALPE4",5,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860397010661","76390064010538",2007,39,5,165,154,3,1,"ELUM",1,"ELUM",5,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860401010661","76390064010538",2007,39,5,165,154,3,1,"LOMA6",1,"LOMA6",7,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860404010661","76390064010538",2007,39,5,165,154,3,1,"ROMU",1,"ROMU",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860405010661","76390064010538",2007,39,5,165,154,3,1,"ROPS",1,"ROPS",15,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860396010661","76390064010538",2007,39,5,165,154,4,1,"ALPE4",1,"ALPE4",10,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860402010661","76390064010538",2007,39,5,165,154,4,1,"LOMA6",1,"LOMA6",15,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860072010661","76389218010538",2007,39,3,19,22,1,1,"ROMU",1,"ROMU",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860073010661","76389218010538",2007,39,3,19,22,2,1,"ROMU",1,"ROMU",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860074010661","76389218010538",2007,39,3,19,22,4,1,"ROMU",1,"ROMU",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860250010661","76388928010538",2007,39,1,87,322,1,1,"AIAL",1,"AIAL",40,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860254010661","76388928010538",2007,39,1,87,322,1,1,"LOJA",1,"LOJA",37,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860258010661","76388928010538",2007,39,1,87,322,1,1,"ROMU",1,"ROMU",22,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860251010661","76388928010538",2007,39,1,87,322,2,1,"AIAL",1,"AIAL",8,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222860255010661","76388928010538",2007,39,1,87,322,2,1,"LOJA",1,"LOJA",65,"",2010-03-01,"10661","",2012-02-28,"20004",6,1
"222859828010661","109828305010661",2008,39,1,131,3034,3,1,"ROPS",1,"ROPS",25,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859597010661","109827703010661",2008,39,3,13,5524,1,1,"ALPE4",1,"ALPE4",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859817010661","109828305010661",2008,39,1,131,3034,4,1,"BETH",1,"BETH",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859822010661","109828305010661",2008,39,1,131,3034,4,1,"LOJA",1,"LOJA",10,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859826010661","109828305010661",2008,39,1,131,3034,4,1,"ROMU",1,"ROMU",30,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859829010661","109828305010661",2008,39,1,131,3034,4,1,"ROPS",1,"ROPS",35,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859534010661","109828423010661",2008,39,1,1,2877,1,1,"LOJA",1,"LOJA",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859535010661","109828423010661",2008,39,1,1,2877,1,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859536010661","109828423010661",2008,39,1,1,2877,2,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859537010661","109828423010661",2008,39,1,1,2877,4,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859654010661","109829215010661",2008,39,1,53,3612,4,2,"LOMO2",1,"LOMO2",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859655010661","109829215010661",2008,39,1,53,3612,4,2,"ROMU",1,"ROMU",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859656010661","109829215010661",2008,39,1,53,3612,4,2,"ROPS",1,"ROPS",5,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859666010661","109829307010661",2008,39,3,59,1099,1,1,"ROMU",1,"ROMU",8,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859667010661","109829307010661",2008,39,3,59,1099,2,1,"ROMU",1,"ROMU",40,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859665010661","109829307010661",2008,39,3,59,1099,4,1,"ELUM",1,"ELUM",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859668010661","109829307010661",2008,39,3,59,1099,4,1,"ROMU",1,"ROMU",7,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859546010661","109829001010661",2008,39,6,3,4469,1,1,"ALPE4",1,"ALPE4",3,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859549010661","109829001010661",2008,39,6,3,4469,2,1,"LIVU",1,"LIVU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859547010661","109829001010661",2008,39,6,3,4469,3,1,"ALPE4",1,"ALPE4",3,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859548010661","109829001010661",2008,39,6,3,4469,4,1,"ALPE4",1,"ALPE4",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859842010661","109828299010661",2008,39,1,141,5316,1,1,"LIVU",1,"LIVU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859844010661","109828299010661",2008,39,1,141,5316,1,1,"LOJA",1,"LOJA",5,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859848010661","109828299010661",2008,39,1,141,5316,1,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,2
"222859835010661","109828299010661",2008,39,1,141,5316,2,1,"CIAR4",1,"CIAR4",3,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859839010661","109828299010661",2008,39,1,141,5316,2,1,"CIVU",1,"CIVU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859843010661","109828299010661",2008,39,1,141,5316,2,1,"LIVU",1,"LIVU",5,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859845010661","109828299010661",2008,39,1,141,5316,2,1,"LOJA",1,"LOJA",68,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859849010661","109828299010661",2008,39,1,141,5316,2,1,"ROMU",1,"ROMU",60,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859852010661","109828299010661",2008,39,1,141,5316,2,1,"ROPS",1,"ROPS",38,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859836010661","109828299010661",2008,39,1,141,5316,3,1,"CIAR4",1,"CIAR4",85,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859840010661","109828299010661",2008,39,1,141,5316,3,1,"CIVU",1,"CIVU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859846010661","109828299010661",2008,39,1,141,5316,3,1,"LOJA",1,"LOJA",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,2
"222859850010661","109828299010661",2008,39,1,141,5316,3,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859853010661","109828299010661",2008,39,1,141,5316,3,1,"ROPS",1,"ROPS",45,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859837010661","109828299010661",2008,39,1,141,5316,4,1,"CIAR4",1,"CIAR4",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,2
"222859841010661","109828299010661",2008,39,1,141,5316,4,1,"CIVU",1,"CIVU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859847010661","109828299010661",2008,39,1,141,5316,4,1,"LOJA",1,"LOJA",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,2
"222859851010661","109828299010661",2008,39,1,141,5316,4,1,"ROMU",1,"ROMU",5,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859942010661","109829295010661",2008,39,2,167,5331,3,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859940010661","109829295010661",2008,39,2,167,5331,2,1,"LOJA",1,"LOJA",3,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859941010661","109829295010661",2008,39,2,167,5331,3,1,"LOJA",1,"LOJA",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859726010661","109827605010661",2008,39,3,81,4544,1,1,"ROMU",1,"ROMU",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859722010661","109827605010661",2008,39,3,81,4544,2,1,"AIAL",1,"AIAL",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859723010661","109827605010661",2008,39,3,81,4544,2,1,"BETH",1,"BETH",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859724010661","109827605010661",2008,39,3,81,4544,3,1,"BETH",1,"BETH",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859727010661","109827605010661",2008,39,3,81,4544,3,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859725010661","109827605010661",2008,39,3,81,4544,4,1,"BETH",1,"BETH",5,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859728010661","109827605010661",2008,39,3,81,4544,4,1,"ROMU",1,"ROMU",5,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859580010661","109827621010661",2008,39,3,13,2644,1,1,"AIAL",1,"AIAL",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,2
"222859581010661","109827621010661",2008,39,3,13,2644,2,1,"AIAL",1,"AIAL",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,2
"222859582010661","109827621010661",2008,39,3,13,2644,2,1,"ROMU",1,"ROMU",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859583010661","109827621010661",2008,39,3,13,2644,4,1,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,2
"222859584010661","109827621010661",2008,39,3,13,2644,4,1,"ROPS",1,"ROPS",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859768010661","109827633010661",2008,39,3,111,3407,1,1,"LIVU",1,"LIVU",4,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859770010661","109827633010661",2008,39,3,111,3407,1,1,"ROMU",1,"ROMU",6,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859773010661","109827633010661",2008,39,3,111,3407,1,1,"ROPS",1,"ROPS",1,"",2010-03-01,"10661","",2012-02-29,"20004",6,2
"222859771010661","109827633010661",2008,39,3,111,3407,2,3,"ROMU",1,"ROMU",1,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859774010661","109827633010661",2008,39,3,111,3407,2,3,"ROPS",1,"ROPS",30,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859772010661","109827633010661",2008,39,3,111,3407,3,1,"ROMU",1,"ROMU",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859775010661","109827633010661",2008,39,3,111,3407,3,1,"ROPS",1,"ROPS",18,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859769010661","109827633010661",2008,39,3,111,3407,4,1,"LIVU",1,"LIVU",8,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859686010661","109828859010661",2008,39,5,61,1416,4,3,"ALPE4",1,"ALPE4",5,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859906010661","109827649010661",2008,39,4,155,4964,1,1,"LOJA",1,"LOJA",90,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859907010661","109827649010661",2008,39,4,155,4964,1,1,"RHCA3",1,"RHCA3",15,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859908010661","109827649010661",2008,39,4,155,4964,1,1,"ROMU",1,"ROMU",5,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859900010661","109827649010661",2008,39,4,155,4964,2,1,"ALPE4",1,"ALPE4",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859903010661","109827649010661",2008,39,4,155,4964,2,1,"LOBE",1,"LOBE",35,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859901010661","109827649010661",2008,39,4,155,4964,3,1,"ALPE4",1,"ALPE4",5,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859904010661","109827649010661",2008,39,4,155,4964,3,1,"LOBE",1,"LOBE",30,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859909010661","109827649010661",2008,39,4,155,4964,3,1,"ROMU",1,"ROMU",10,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859902010661","109827649010661",2008,39,4,155,4964,4,1,"ALPE4",1,"ALPE4",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859905010661","109827649010661",2008,39,4,155,4964,4,1,"LOBE",1,"LOBE",55,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859974010661","109829303010661",2008,39,2,167,2110,2,1,"LOJA",1,"LOJA",2,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"222859976010661","109829303010661",2008,39,2,167,2110,2,1,"ROMU",1,"ROMU",3,"",2010-03-01,"10661","",2012-02-28,"20004",6,2
"530837055126144","375549783489998",2017,39,3,13,3686,1,1,"ROMU",1,"ROMU",1,"",2018-04-17,"126144","",,"",7,6
"530837056126144","375549783489998",2017,39,3,13,3686,3,2,"ROMU",1,"ROMU",5,"",2018-04-17,"126144","",,"",7,6
"530837057126144","375549783489998",2017,39,3,13,3686,4,1,"ROMU",1,"ROMU",38,"",2018-04-17,"126144","",,"",7,6
"530837058126144","375549783489998",2017,39,3,13,3686,3,2,"ROPS",1,"ROPS",13,"",2018-04-17,"126144","",,"",7,6
"530837059126144","375549783489998",2017,39,3,13,3686,4,1,"ROPS",1,"ROPS",5,"",2018-04-17,"126144","",,"",7,6
"530837302126144","375549962489998",2017,39,2,163,2417,4,1,"ELUM",1,"ELUM",2,"",2018-04-17,"126144","",,"",7,6
"530837303126144","375549962489998",2017,39,2,163,2417,3,1,"MIVI",1,"MIVI",1,"",2018-04-17,"126144","",,"",7,6
"530837304126144","375549962489998",2017,39,2,163,2417,4,1,"MIVI",1,"MIVI",3,"",2018-04-17,"126144","",,"",7,6
"530837305126144","375549962489998",2017,39,2,163,2417,1,1,"ROMU",1,"ROMU",2,"",2018-04-17,"126144","",,"",7,6
"530837306126144","375549962489998",2017,39,2,163,2417,2,1,"ROMU",1,"ROMU",1,"",2018-04-17,"126144","",,"",7,6
"530837307126144","375549962489998",2017,39,2,163,2417,3,1,"ROMU",1,"ROMU",3,"",2018-04-17,"126144","",,"",7,6
"530837308126144","375549962489998",2017,39,2,163,2417,4,1,"ROMU",1,"ROMU",5,"",2018-04-17,"126144","",,"",7,6
"530837492126144","375549981489998",2017,39,3,59,5447,1,2,"ELUM",1,"ELUM",20,"",2018-04-17,"126144","",,"",7,6
