"CN","PLT_CN","VVT_CN","INVYR","STATECD","COUNTYCD","PLOT","VEG_FLDSPCD","UNIQUE_SP_NBR","VEG_SPCD","SPECIMEN_COLLECTED","SPECIMEN_LABEL_NBR","SPECIMEN_NOT_COLLECTED_REASON","SPECIMEN_RESOLVED","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","UPDATED_UNKNOWN_SPECIES_DATE"
"26989010760","59886738010538","618010760",2004,39,27,3456,"RUAL",1,"RUAL","",,,"","",2005-12-21,"10760","",,"",
"26990010760","59886738010538","618010760",2004,39,27,3456,"SAAL5",1,"SAAL5","",,,"","",2005-12-21,"10760","",,"",
"26991010760","59886738010538","618010760",2004,39,27,3456,"SACA15",1,"SACA15","",,,"","",2005-12-21,"10760","",,"",
"26992010760","59886738010538","618010760",2004,39,27,3456,"SANIC4",1,"SANIC4","",,,"","",2005-12-21,"10760","",,"",
"26993010760","59886738010538","618010760",2004,39,27,3456,"SMILA2",1,"SMILA2","",,,"","",2005-12-21,"10760","",,"",
"26994010760","59886738010538","618010760",2004,39,27,3456,"TORA2",1,"TORA2","",,,"","",2005-12-21,"10760","",,"",
"26995010760","59886738010538","618010760",2004,39,27,3456,"ULAM",1,"ULAM","",,,"","",2005-12-21,"10760","",,"",
"26996010760","59886738010538","618010760",2004,39,27,3456,"ULRU",1,"ULRU","",,,"","",2005-12-21,"10760","",,"",
"26997010760","59886738010538","618010760",2004,39,27,3456,"UNPOACEAE",1,"2GRAM","",,,"","",2005-12-21,"10760","",,"",
"26998010760","59886738010538","618010760",2004,39,27,3456,"UNRARE",1,"2PLANT","",,,"","",2005-12-21,"10760","",,"",
"26999010760","59886738010538","618010760",2004,39,27,3456,"VIDE",1,"VIDE","",,,"","",2005-12-21,"10760","",,"",
"27000010760","59886738010538","618010760",2004,39,27,3456,"VIOLA",1,"VIOLA","",,,"","",2005-12-21,"10760","",,"",
"27001010760","59886738010538","618010760",2004,39,27,3456,"VIPR",1,"VIPR","",,,"","",2005-12-21,"10760","",,"",
"27002010760","59886738010538","618010760",2004,39,27,3456,"VITIS",1,"VITIS","",,,"","",2005-12-21,"10760","",,"",
"31292010760","59887136010538","744010760",2004,39,29,2347,"ACMI2",1,"ACMI2","",,,"","",2005-12-21,"10760","",,"",
"31293010760","59887136010538","744010760",2004,39,29,2347,"ACRU",1,"ACRU","",,,"","",2005-12-21,"10760","",,"",
"31294010760","59887136010538","744010760",2004,39,29,2347,"ACSA3",1,"ACSA3","",,,"","",2005-12-21,"10760","",,"",
"31295010760","59887136010538","744010760",2004,39,29,2347,"AGAL5",1,"AGAL5","",,,"","",2005-12-21,"10760","",,"",
"31296010760","59887136010538","744010760",2004,39,29,2347,"AGRIM",1,"AGRIM","",,,"","",2005-12-21,"10760","",,"",
"31297010760","59887136010538","744010760",2004,39,29,2347,"AMAR2",1,"AMAR2","",,,"","",2005-12-21,"10760","",,"",
"31298010760","59887136010538","744010760",2004,39,29,2347,"AMAR3",1,"AMAR3","",,,"","",2005-12-21,"10760","",,"",
"31299010760","59887136010538","744010760",2004,39,29,2347,"APCA",1,"APCA","",,,"","",2005-12-21,"10760","",,"",
"31300010760","59887136010538","744010760",2004,39,29,2347,"ARCTI",1,"ARCTI","",,,"","",2005-12-21,"10760","",,"",
"31304010760","59887136010538","744010760",2004,39,29,2347,"CAREX",1,"CAREX","",,,"","",2005-12-21,"10760","",,"",
"31301010760","59887136010538","744010760",2004,39,29,2347,"ASTER",1,"ASTER","",,,"","",2005-12-21,"10760","",,"",
"31302010760","59887136010538","744010760",2004,39,29,2347,"CACA18",1,"CACA18","",,,"","",2005-12-21,"10760","",,"",
"31303010760","59887136010538","744010760",2004,39,29,2347,"CAOV2",1,"CAOV2","",,,"","",2005-12-21,"10760","",,"",
"31305010760","59887136010538","744010760",2004,39,29,2347,"CIRCA",1,"CIRCA","",,,"","",2005-12-21,"10760","",,"",
"31306010760","59887136010538","744010760",2004,39,29,2347,"COAM3",1,"COAM3","",,,"","",2005-12-21,"10760","",,"",
"31307010760","59887136010538","744010760",2004,39,29,2347,"COFL2",1,"COFL2","",,,"","",2005-12-21,"10760","",,"",
"31308010760","59887136010538","744010760",2004,39,29,2347,"CRATA",1,"CRATA","",,,"","",2005-12-21,"10760","",,"",
"31309010760","59887136010538","744010760",2004,39,29,2347,"DACA6",1,"DACA6","",,,"","",2005-12-21,"10760","",,"",
"31310010760","59887136010538","744010760",2004,39,29,2347,"DAGL",1,"DAGL","",,,"","",2005-12-21,"10760","",,"",
"31311010760","59887136010538","744010760",2004,39,29,2347,"DESMO",1,"DESMO","",,,"","",2005-12-21,"10760","",,"",
"31312010760","59887136010538","744010760",2004,39,29,2347,"DIAR",1,"DIAR","",,,"","",2005-12-21,"10760","",,"",
"31313010760","59887136010538","744010760",2004,39,29,2347,"DIVIV",1,"DIVIV","",,,"","",2005-12-21,"10760","",,"",
"31314010760","59887136010538","744010760",2004,39,29,2347,"ELAEA",1,"ELAEA","",,,"","",2005-12-21,"10760","",,"",
"31315010760","59887136010538","744010760",2004,39,29,2347,"ERAN",1,"ERAN","",,,"","",2005-12-21,"10760","",,"",
"31316010760","59887136010538","744010760",2004,39,29,2347,"FAGR",1,"FAGR","",,,"","",2005-12-21,"10760","",,"",
"31317010760","59887136010538","744010760",2004,39,29,2347,"FRAM2",1,"FRAM2","",,,"","",2005-12-21,"10760","",,"",
"31318010760","59887136010538","744010760",2004,39,29,2347,"GALIU",1,"GALIU","",,,"","",2005-12-21,"10760","",,"",
"31319010760","59887136010538","744010760",2004,39,29,2347,"GALIUM",1,"GALIU","",,,"","",2005-12-21,"10760","",,"",
"31320010760","59887136010538","744010760",2004,39,29,2347,"GECA7",1,"GECA7","",,,"","",2005-12-21,"10760","",,"",
"31321010760","59887136010538","744010760",2004,39,29,2347,"HYPU",1,"HYPU","",,,"","",2005-12-21,"10760","",,"",
"31322010760","59887136010538","744010760",2004,39,29,2347,"IMCA",1,"IMCA","",,,"","",2005-12-21,"10760","",,"",
"31323010760","59887136010538","744010760",2004,39,29,2347,"LACTU",1,"LACTU","",,,"","",2005-12-21,"10760","",,"",
"31324010760","59887136010538","744010760",2004,39,29,2347,"LONIC",1,"LONIC","",,,"","",2005-12-21,"10760","",,"",
"31325010760","59887136010538","744010760",2004,39,29,2347,"MOUN3",1,"MOUN3","",,,"","",2005-12-21,"10760","",,"",
"31326010760","59887136010538","744010760",2004,39,29,2347,"NYSY",1,"NYSY","",,,"","",2005-12-21,"10760","",,"",
"31327010760","59887136010538","744010760",2004,39,29,2347,"ONSE",1,"ONSE","",,,"","",2005-12-21,"10760","",,"",
"31328010760","59887136010538","744010760",2004,39,29,2347,"OXALI",1,"OXALI","",,,"","",2005-12-21,"10760","",,"",
"31329010760","59887136010538","744010760",2004,39,29,2347,"PAQU2",1,"PAQU2","",,,"","",2005-12-21,"10760","",,"",
"31330010760","59887136010538","744010760",2004,39,29,2347,"PHPR3",1,"PHPR3","",,,"","",2005-12-21,"10760","",,"",
"31331010760","59887136010538","744010760",2004,39,29,2347,"PIAB",1,"PIAB","",,,"","",2005-12-21,"10760","",,"",
"31332010760","59887136010538","744010760",2004,39,29,2347,"PIPU2",1,"PIPU2","",,,"","",2005-12-21,"10760","",,"",
"31333010760","59887136010538","744010760",2004,39,29,2347,"PIST",1,"PIST","",,,"","",2005-12-21,"10760","",,"",
"31334010760","59887136010538","744010760",2004,39,29,2347,"POGR4",1,"POGR4","",,,"","",2005-12-21,"10760","",,"",
"31335010760","59887136010538","744010760",2004,39,29,2347,"PORE5",1,"PORE5","",,,"","",2005-12-21,"10760","",,"",
"31336010760","59887136010538","744010760",2004,39,29,2347,"POSI2",1,"POSI2","",,,"","",2005-12-21,"10760","",,"",
"31337010760","59887136010538","744010760",2004,39,29,2347,"POTR5",1,"POTR5","",,,"","",2005-12-21,"10760","",,"",
"31338010760","59887136010538","744010760",2004,39,29,2347,"POVI2",1,"POVI2","",,,"","",2005-12-21,"10760","",,"",
"31339010760","59887136010538","744010760",2004,39,29,2347,"PRSE2",1,"PRSE2","",,,"","",2005-12-21,"10760","",,"",
"31340010760","59887136010538","744010760",2004,39,29,2347,"PRVU",1,"PRVU","",,,"","",2005-12-21,"10760","",,"",
"31341010760","59887136010538","744010760",2004,39,29,2347,"QUAL",1,"QUAL","",,,"","",2005-12-21,"10760","",,"",
"31342010760","59887136010538","744010760",2004,39,29,2347,"QURU",1,"QURU","",,,"","",2005-12-21,"10760","",,"",
"31343010760","59887136010538","744010760",2004,39,29,2347,"QUVE",1,"QUVE","",,,"","",2005-12-21,"10760","",,"",
"31344010760","59887136010538","744010760",2004,39,29,2347,"RHGL",1,"RHGL","",,,"","",2005-12-21,"10760","",,"",
"31345010760","59887136010538","744010760",2004,39,29,2347,"RIBES",1,"RIBES","",,,"","",2005-12-21,"10760","",,"",
"31346010760","59887136010538","744010760",2004,39,29,2347,"ROMU",1,"ROMU","",,,"","",2005-12-21,"10760","",,"",
"31347010760","59887136010538","744010760",2004,39,29,2347,"RUAL",1,"RUAL","",,,"","",2005-12-21,"10760","",,"",
"31348010760","59887136010538","744010760",2004,39,29,2347,"RUOC",1,"RUOC","",,,"","",2005-12-21,"10760","",,"",
"31349010760","59887136010538","744010760",2004,39,29,2347,"SAAL5",1,"SAAL5","",,,"","",2005-12-21,"10760","",,"",
"31350010760","59887136010538","744010760",2004,39,29,2347,"SANIC",1,"SANIC","",,,"","",2005-12-21,"10760","",,"",
"31351010760","59887136010538","744010760",2004,39,29,2347,"SANIC4",1,"SANIC4","",,,"","",2005-12-21,"10760","",,"",
"31352010760","59887136010538","744010760",2004,39,29,2347,"SOLID",1,"SOLID","",,,"","",2005-12-21,"10760","",,"",
"31353010760","59887136010538","744010760",2004,39,29,2347,"TAOF",1,"TAOF","",,,"","",2005-12-21,"10760","",,"",
"31354010760","59887136010538","744010760",2004,39,29,2347,"TORA2",1,"TORA2","",,,"","",2005-12-21,"10760","",,"",
"31355010760","59887136010538","744010760",2004,39,29,2347,"TRPR2",1,"TRPR2","",,,"","",2005-12-21,"10760","",,"",
"31356010760","59887136010538","744010760",2004,39,29,2347,"ULRU",1,"ULRU","",,,"","",2005-12-21,"10760","",,"",
"31357010760","59887136010538","744010760",2004,39,29,2347,"UNFIELDGRS",1,"BROMU","",,,"","",2005-12-21,"10760","",,"",
"31358010760","59887136010538","744010760",2004,39,29,2347,"UNLEGUME",1,"2FD","",,,"","",2005-12-21,"10760","",,"",
"31359010760","59887136010538","744010760",2004,39,29,2347,"UNLOTTA",1,"FESTU","",,,"","",2005-12-21,"10760","",,"",
"31360010760","59887136010538","744010760",2004,39,29,2347,"UNNICEGRS",1,"POPA2","",,,"","",2005-12-21,"10760","",,"",
"31361010760","59887136010538","744010760",2004,39,29,2347,"UNPOACEAE",1,"2GRAM","",,,"","",2005-12-21,"10760","",,"",
"31362010760","59887136010538","744010760",2004,39,29,2347,"UNRARE",1,"2PLANT","",,,"","",2005-12-21,"10760","",,"",
"31363010760","59887136010538","744010760",2004,39,29,2347,"UNSERMSTD",1,"2FORB","",,,"","",2005-12-21,"10760","",,"",
"31364010760","59887136010538","744010760",2004,39,29,2347,"UNSIMILAR",1,"FESTU","",,,"","",2005-12-21,"10760","",,"",
"31365010760","59887136010538","744010760",2004,39,29,2347,"UNSMORGRS",1,"BROMU","",,,"","",2005-12-21,"10760","",,"",
"31366010760","59887136010538","744010760",2004,39,29,2347,"UNVSTALK",1,"2PLANT","",,,"","",2005-12-21,"10760","",,"",
"31367010760","59887136010538","744010760",2004,39,29,2347,"UNWDLFGRS",1,"2GRAM","",,,"","",2005-12-21,"10760","",,"",
"31368010760","59887136010538","744010760",2004,39,29,2347,"VERON",1,"VERON","",,,"","",2005-12-21,"10760","",,"",
"31369010760","59887136010538","744010760",2004,39,29,2347,"VIOLA",1,"VIOLA","",,,"","",2005-12-21,"10760","",,"",
"31370010760","59887136010538","744010760",2004,39,29,2347,"VITIS",1,"VITIS","",,,"","",2005-12-21,"10760","",,"",
"31371010760","59887136010538","744010760",2004,39,29,2347,"VREON",1,"VERON","",,,"","",2005-12-21,"10760","",,"",
"31861010760","59872676010538","754010760",2004,39,41,3878,"ACNE2",1,"ACNE2","",,,"","",2005-12-21,"10760","",,"",
"31862010760","59872676010538","754010760",2004,39,41,3878,"ACRU",1,"ACRU","",,,"","",2005-12-21,"10760","",,"",
"31863010760","59872676010538","754010760",2004,39,41,3878,"ACSA3",1,"ACSA3","",,,"","",2005-12-21,"10760","",,"",
"31864010760","59872676010538","754010760",2004,39,41,3878,"AGALA",1,"AGALA","",,,"","",2005-12-21,"10760","",,"",
"31865010760","59872676010538","754010760",2004,39,41,3878,"AGRIM",1,"AGRIM","",,,"","",2005-12-21,"10760","",,"",
"31866010760","59872676010538","754010760",2004,39,41,3878,"ASTER",1,"ASTER","",,,"","",2005-12-21,"10760","",,"",
"31867010760","59872676010538","754010760",2004,39,41,3878,"ASTER2",1,"ASTER2","",,,"","",2005-12-21,"10760","",,"",
"31868010760","59872676010538","754010760",2004,39,41,3878,"CAOV2",1,"CAOV2","",,,"","",2005-12-21,"10760","",,"",
"31869010760","59872676010538","754010760",2004,39,41,3878,"CIRCA",1,"CIRCA","",,,"","",2005-12-21,"10760","",,"",
"31870010760","59872676010538","754010760",2004,39,41,3878,"COFL2",1,"COFL2","",,,"","",2005-12-21,"10760","",,"",
"31871010760","59872676010538","754010760",2004,39,41,3878,"CRATA",1,"CRATA","",,,"","",2005-12-21,"10760","",,"",
"31872010760","59872676010538","754010760",2004,39,41,3878,"CRCA9",1,"CRCA9","",,,"","",2005-12-21,"10760","",,"",
"31873010760","59872676010538","754010760",2004,39,41,3878,"DIVIV",1,"DIVIV","",,,"","",2005-12-21,"10760","",,"",
"31874010760","59872676010538","754010760",2004,39,41,3878,"EUONY2",1,"EUONY2","",,,"","",2005-12-21,"10760","",,"",
"31875010760","59872676010538","754010760",2004,39,41,3878,"FRAM2",1,"FRAM2","",,,"","",2005-12-21,"10760","",,"",
"31876010760","59872676010538","754010760",2004,39,41,3878,"GLTR",1,"GLTR","",,,"","",2005-12-21,"10760","",,"",
"31877010760","59872676010538","754010760",2004,39,41,3878,"GRIM",1,"AGRIM","",,,"","",2005-12-21,"10760","",,"",
"31878010760","59872676010538","754010760",2004,39,41,3878,"IMCA",1,"IMCA","",,,"","",2005-12-21,"10760","",,"",
"31879010760","59872676010538","754010760",2004,39,41,3878,"MARAR",1,"MARAR","",,,"","",2005-12-21,"10760","",,"",
"31880010760","59872676010538","754010760",2004,39,41,3878,"OSCL",1,"OSCL","",,,"","",2005-12-21,"10760","",,"",
"31881010760","59872676010538","754010760",2004,39,41,3878,"OSLO",1,"OSLO","",,,"","",2005-12-21,"10760","",,"",
"31882010760","59872676010538","754010760",2004,39,41,3878,"OXALI",1,"OXALI","",,,"","",2005-12-21,"10760","",,"",
"31883010760","59872676010538","754010760",2004,39,41,3878,"PAQU2",1,"PAQU2","",,,"","",2005-12-21,"10760","",,"",
"31884010760","59872676010538","754010760",2004,39,41,3878,"PIPU2",1,"PIPU2","",,,"","",2005-12-21,"10760","",,"",
"31885010760","59872676010538","754010760",2004,39,41,3878,"PLANT",1,"PLANT","",,,"","",2005-12-21,"10760","",,"",
"31886010760","59872676010538","754010760",2004,39,41,3878,"POLYG4",1,"POLYG4","",,,"","",2005-12-21,"10760","",,"",
"31887010760","59872676010538","754010760",2004,39,41,3878,"POTEN",1,"POTEN","",,,"","",2005-12-21,"10760","",,"",
"31888010760","59872676010538","754010760",2004,39,41,3878,"PRSE2",1,"PRSE2","",,,"","",2005-12-21,"10760","",,"",
"31889010760","59872676010538","754010760",2004,39,41,3878,"PRVU",1,"PRVU","",,,"","",2005-12-21,"10760","",,"",
"31890010760","59872676010538","754010760",2004,39,41,3878,"ROMU",1,"ROMU","",,,"","",2005-12-21,"10760","",,"",
"31891010760","59872676010538","754010760",2004,39,41,3878,"ROSA",1,"ROSA5","",,,"","",2005-12-21,"10760","",,"",
"31892010760","59872676010538","754010760",2004,39,41,3878,"RUAL",1,"RUAL","",,,"","",2005-12-21,"10760","",,"",
"31893010760","59872676010538","754010760",2004,39,41,3878,"RUOC",1,"RUOC","",,,"","",2005-12-21,"10760","",,"",
"31894010760","59872676010538","754010760",2004,39,41,3878,"SACA13",1,"SACA13","",,,"","",2005-12-21,"10760","",,"",
"31895010760","59872676010538","754010760",2004,39,41,3878,"SACA15",1,"SACA15","",,,"","",2005-12-21,"10760","",,"",
"31896010760","59872676010538","754010760",2004,39,41,3878,"SANIC4",1,"SANIC4","",,,"","",2005-12-21,"10760","",,"",
"31897010760","59872676010538","754010760",2004,39,41,3878,"TORA2",1,"TORA2","",,,"","",2005-12-21,"10760","",,"",
"31898010760","59872676010538","754010760",2004,39,41,3878,"ULAM",1,"ULAM","",,,"","",2005-12-21,"10760","",,"",
"31899010760","59872676010538","754010760",2004,39,41,3878,"ULRU",1,"ULRU","",,,"","",2005-12-21,"10760","",,"",
"31900010760","59872676010538","754010760",2004,39,41,3878,"UNCRX10",1,"CACE","",,,"","",2005-12-21,"10760","",,"",
"31901010760","59872676010538","754010760",2004,39,41,3878,"UNCRX9",1,"CASH2","",,,"","",2005-12-21,"10760","",,"",
"31902010760","59872676010538","754010760",2004,39,41,3878,"UNCRXVBLD",1,"CAREX","",,,"","",2005-12-21,"10760","",,"",
"31903010760","59872676010538","754010760",2004,39,41,3878,"UNCRXX",1,"CAJA2","",,,"","",2005-12-21,"10760","",,"",
"31904010760","59872676010538","754010760",2004,39,41,3878,"UNCRXX1",1,"JUTE","",,,"","",2005-12-21,"10760","",,"",
"31905010760","59872676010538","754010760",2004,39,41,3878,"UNCRXX2",1,"CAPR9","",,,"","",2005-12-21,"10760","",,"",
"31906010760","59872676010538","754010760",2004,39,41,3878,"UNGRRS",1,"2GRAM","",,,"","",2005-12-21,"10760","",,"",
"31907010760","59872676010538","754010760",2004,39,41,3878,"UNGRS7",1,"FESU3","",,,"","",2005-12-21,"10760","",,"",
"31908010760","59872676010538","754010760",2004,39,41,3878,"UNGRS8",1,"POA","",,,"","",2005-12-21,"10760","",,"",
"31909010760","59872676010538","754010760",2004,39,41,3878,"UNRARE",1,"2PLANT","",,,"","",2005-12-21,"10760","",,"",
"31910010760","59872676010538","754010760",2004,39,41,3878,"UNSMSHRB",1,"EUAT5","",,,"","",2005-12-21,"10760","",2012-01-24,"20004",
"31911010760","59872676010538","754010760",2004,39,41,3878,"VIOLA",1,"VIOLA","",,,"","",2005-12-21,"10760","",,"",
"31912010760","59872676010538","754010760",2004,39,41,3878,"VIPR",1,"VIPR","",,,"","",2005-12-21,"10760","",,"",
"31913010760","59872676010538","754010760",2004,39,41,3878,"VITIS",1,"VITIS","",,,"","",2005-12-21,"10760","",,"",
"20701010760","59873691010538","483010760",2004,39,53,3579,"ACRU",1,"ACRU","",,,"","",2005-12-21,"10760","",,"",
"20702010760","59873691010538","483010760",2004,39,53,3579,"ACSA3",1,"ACSA3","",,,"","",2005-12-21,"10760","",,"",
"20703010760","59873691010538","483010760",2004,39,53,3579,"AGALA",1,"AGALA","",,,"","",2005-12-21,"10760","",,"",
"20704010760","59873691010538","483010760",2004,39,53,3579,"AGRIM",1,"AGRIM","",,,"","",2005-12-21,"10760","",,"",
"20705010760","59873691010538","483010760",2004,39,53,3579,"AIAL",1,"AIAL","",,,"","",2005-12-21,"10760","",,"",
"20706010760","59873691010538","483010760",2004,39,53,3579,"AMAR3",1,"AMAR3","",,,"","",2005-12-21,"10760","",,"",
"20707010760","59873691010538","483010760",2004,39,53,3579,"AMBR2",1,"AMBR2","",,,"","",2005-12-21,"10760","",,"",
"20708010760","59873691010538","483010760",2004,39,53,3579,"ASPL",1,"ASPL","",,,"","",2005-12-21,"10760","",,"",
"20709010760","59873691010538","483010760",2004,39,53,3579,"ASTER",1,"ASTER","",,,"","",2005-12-21,"10760","",,"",
"20710010760","59873691010538","483010760",2004,39,53,3579,"CAAL27",1,"CATO6","",,,"","",2005-12-21,"10760","",2018-12-12,"126144",
"20711010760","59873691010538","483010760",2004,39,53,3579,"CACA18",1,"CACA18","",,,"","",2005-12-21,"10760","",,"",
"20712010760","59873691010538","483010760",2004,39,53,3579,"CACO15",1,"CACO15","",,,"","",2005-12-21,"10760","",,"",
"20713010760","59873691010538","483010760",2004,39,53,3579,"CAGL8",1,"CAGL8","",,,"","",2005-12-21,"10760","",,"",
"20714010760","59873691010538","483010760",2004,39,53,3579,"CAOV2",1,"CAOV2","",,,"","",2005-12-21,"10760","",,"",
"20715010760","59873691010538","483010760",2004,39,53,3579,"CAREX",1,"CAREX","",,,"","",2005-12-21,"10760","",,"",
"20716010760","59873691010538","483010760",2004,39,53,3579,"CECA4",1,"CECA4","",,,"","",2005-12-21,"10760","",,"",
"20717010760","59873691010538","483010760",2004,39,53,3579,"CEOC",1,"CEOC","",,,"","",2005-12-21,"10760","",,"",
"20718010760","59873691010538","483010760",2004,39,53,3579,"CIRCA",1,"CIRCA","",,,"","",2005-12-21,"10760","",,"",
"20719010760","59873691010538","483010760",2004,39,53,3579,"COFL2",1,"COFL2","",,,"","",2005-12-21,"10760","",,"",
"20720010760","59873691010538","483010760",2004,39,53,3579,"CONVO",1,"CONVO","",,,"","",2005-12-21,"10760","",,"",
"20721010760","59873691010538","483010760",2004,39,53,3579,"DIVI5",1,"DIVI5","",,,"","",2005-12-21,"10760","",,"",
"20722010760","59873691010538","483010760",2004,39,53,3579,"ELAEA",1,"ELAEA","",,,"","",2005-12-21,"10760","",,"",
"20723010760","59873691010538","483010760",2004,39,53,3579,"ELAN",1,"ELAN","",,,"","",2005-12-21,"10760","",,"",
"20724010760","59873691010538","483010760",2004,39,53,3579,"EUPAT",1,"EUPAT","",,,"","",2005-12-21,"10760","",,"",
"20725010760","59873691010538","483010760",2004,39,53,3579,"FAGR",1,"FAGR","",,,"","",2005-12-21,"10760","",,"",
"20726010760","59873691010538","483010760",2004,39,53,3579,"FRPE",1,"FRPE","",,,"","",2005-12-21,"10760","",,"",
"20727010760","59873691010538","483010760",2004,39,53,3579,"GACI2",1,"GACI2","",,,"","",2005-12-21,"10760","",,"",
"20728010760","59873691010538","483010760",2004,39,53,3579,"GALIU",1,"GALIU","",,,"","",2005-12-21,"10760","",,"",
"20729010760","59873691010538","483010760",2004,39,53,3579,"GECA7",1,"GECA7","",,,"","",2005-12-21,"10760","",,"",
"20730010760","59873691010538","483010760",2004,39,53,3579,"GLHE2",1,"GLHE2","",,,"","",2005-12-21,"10760","",,"",
"20731010760","59873691010538","483010760",2004,39,53,3579,"HAVI2",1,"HAVI2","",,,"","",2005-12-21,"10760","",,"",
"20732010760","59873691010538","483010760",2004,39,53,3579,"HOUST",1,"HOUST","",,,"","",2005-12-21,"10760","",,"",
"20733010760","59873691010538","483010760",2004,39,53,3579,"HYDRO4",1,"HYDRO4","",,,"","",2005-12-21,"10760","",,"",
"20734010760","59873691010538","483010760",2004,39,53,3579,"IMCA",1,"IMCA","",,,"","",2005-12-21,"10760","",,"",
"20735010760","59873691010538","483010760",2004,39,53,3579,"JUNI",1,"JUNI","",,,"","",2005-12-21,"10760","",,"",
"20736010760","59873691010538","483010760",2004,39,53,3579,"LACTU",1,"LACTU","",,,"","",2005-12-21,"10760","",,"",
"20737010760","59873691010538","483010760",2004,39,53,3579,"LIBE3",1,"LIBE3","",,,"","",2005-12-21,"10760","",,"",
"20738010760","59873691010538","483010760",2004,39,53,3579,"LITU",1,"LITU","",,,"","",2005-12-21,"10760","",,"",
"20739010760","59873691010538","483010760",2004,39,53,3579,"LIVU",1,"LIVU","",,,"","",2005-12-21,"10760","",,"",
"20740010760","59873691010538","483010760",2004,39,53,3579,"LOJA",1,"LOJA","",,,"","",2005-12-21,"10760","",,"",
"20741010760","59873691010538","483010760",2004,39,53,3579,"MOAL",1,"MOAL","",,,"","",2005-12-21,"10760","",,"",
"20742010760","59873691010538","483010760",2004,39,53,3579,"OXALI",1,"OXALI","",,,"","",2005-12-21,"10760","",,"",
"20743010760","59873691010538","483010760",2004,39,53,3579,"PAQU2",1,"PAQU2","",,,"","",2005-12-21,"10760","",,"",
"20744010760","59873691010538","483010760",2004,39,53,3579,"PHAM4",1,"PHAM4","",,,"","",2005-12-21,"10760","",,"",
"20745010760","59873691010538","483010760",2004,39,53,3579,"PHLE5",1,"PHLE5","",,,"","",2005-12-21,"10760","",,"",
"20746010760","59873691010538","483010760",2004,39,53,3579,"PIPU2",1,"PIPU2","",,,"","",2005-12-21,"10760","",,"",
"20747010760","59873691010538","483010760",2004,39,53,3579,"PLOC",1,"PLOC","",,,"","",2005-12-21,"10760","",,"",
"20748010760","59873691010538","483010760",2004,39,53,3579,"POAC4",1,"POAC4","",,,"","",2005-12-21,"10760","",,"",
"20749010760","59873691010538","483010760",2004,39,53,3579,"POLYG2",1,"POLYG2","",,,"","",2005-12-21,"10760","",,"",
"20750010760","59873691010538","483010760",2004,39,53,3579,"POPE",1,"POPE","",,,"","",2005-12-21,"10760","",,"",
"20751010760","59873691010538","483010760",2004,39,53,3579,"POPE3",1,"POPE3","",,,"","",2005-12-21,"10760","",,"",
"20752010760","59873691010538","483010760",2004,39,53,3579,"POTEN",1,"POTEN","",,,"","",2005-12-21,"10760","",,"",
"20753010760","59873691010538","483010760",2004,39,53,3579,"POVI2",1,"POVI2","",,,"","",2005-12-21,"10760","",,"",
"20754010760","59873691010538","483010760",2004,39,53,3579,"PRSE2",1,"PRSE2","",,,"","",2005-12-21,"10760","",,"",
"20755010760","59873691010538","483010760",2004,39,53,3579,"QUAL",1,"QUAL","",,,"","",2005-12-21,"10760","",,"",
"20756010760","59873691010538","483010760",2004,39,53,3579,"QUMU",1,"QUMU","",,,"","",2005-12-21,"10760","",,"",
"20757010760","59873691010538","483010760",2004,39,53,3579,"QURU",1,"QURU","",,,"","",2005-12-21,"10760","",,"",
"20758010760","59873691010538","483010760",2004,39,53,3579,"QUVE",1,"QUVE","",,,"","",2005-12-21,"10760","",,"",
"20759010760","59873691010538","483010760",2004,39,53,3579,"ROMU",1,"ROMU","",,,"","",2005-12-21,"10760","",,"",
"20760010760","59873691010538","483010760",2004,39,53,3579,"ROPS",1,"ROPS","",,,"","",2005-12-21,"10760","",,"",
"20761010760","59873691010538","483010760",2004,39,53,3579,"RUAL",1,"RUAL","",,,"","",2005-12-21,"10760","",,"",
"20762010760","59873691010538","483010760",2004,39,53,3579,"RUOC",1,"RUOC","",,,"","",2005-12-21,"10760","",,"",
"20763010760","59873691010538","483010760",2004,39,53,3579,"SAAL5",1,"SAAL5","",,,"","",2005-12-21,"10760","",,"",
"20764010760","59873691010538","483010760",2004,39,53,3579,"SACA15",1,"SACA15","",,,"","",2005-12-21,"10760","",,"",
"20765010760","59873691010538","483010760",2004,39,53,3579,"SMILA2",1,"SMILA2","",,,"","",2005-12-21,"10760","",,"",
"20766010760","59873691010538","483010760",2004,39,53,3579,"SOCA3",1,"SOCA3","",,,"","",2005-12-21,"10760","",,"",
"20767010760","59873691010538","483010760",2004,39,53,3579,"SOLID",1,"SOLID","",,,"","",2005-12-21,"10760","",,"",
"20768010760","59873691010538","483010760",2004,39,53,3579,"TORA2",1,"TORA2","",,,"","",2005-12-21,"10760","",,"",
"20769010760","59873691010538","483010760",2004,39,53,3579,"ULRU",1,"ULRU","",,,"","",2005-12-21,"10760","",,"",
"20770010760","59873691010538","483010760",2004,39,53,3579,"UNBRASS",1,"BAVU","",,,"","",2005-12-21,"10760","",,"",
"20771010760","59873691010538","483010760",2004,39,53,3579,"UNKNOWN",1,"2GRAM","",,,"","",2005-12-21,"10760","",,"",
