"CN","EVAL_CN","RSCD","EVALID","ESTN_UNIT","ESTN_UNIT_DESCR","STATECD","AREALAND_EU","AREATOT_EU","AREA_USED","AREA_SOURCE","P1PNTCNT_EU","P1SOURCE","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"197833847010661","197832297010661",24,390600,8,"CNTY/SUPER CNTY 029",39,340764.4,,340764.4,"Pixel count",1532251,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833848010661","197832297010661",24,390600,9,"CNTY/SUPER CNTY 031",39,361000.5,,361000.5,"Pixel count",1623239,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833849010661","197832297010661",24,390600,10,"CNTY/SUPER CNTY 035",39,293442.9,,293442.9,"Pixel count",1319464,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833850010661","197832297010661",24,390600,11,"CNTY/SUPER CNTY 053",39,282130.8,,282130.8,"Pixel count",1268604,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833851010661","197832297010661",24,390600,12,"CNTY/SUPER CNTY 059",39,334014.5,,334014.5,"Pixel count",1501900,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833852010661","197832297010661",24,390600,13,"CNTY/SUPER CNTY 067",39,258260.6,,258260.6,"Pixel count",1161272,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833853010661","197832297010661",24,390600,14,"CNTY/SUPER CNTY 071",39,354096.9,,354096.9,"Pixel count",1592200,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833854010661","197832297010661",24,390600,15,"CNTY/SUPER CNTY 075",39,270711.2,,270711.2,"Pixel count",1217255,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"197833855010661","197832297010661",24,390600,16,"CNTY/SUPER CNTY 079",39,267327.9,,267327.9,"Pixel count",1202043,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-04-30,"10661","",2014-05-20,"489998"
"214749507020004","214749478020004",24,391200,1,"Inland Census Water Unit 1",39,,20660.4,20660.4,"Pixel count",92899,"NLCD LANDSAT 2001 Tree Canopy Cover","",2013-07-31,"20004","",2014-05-20,"489998"
"214749508020004","214749478020004",24,391200,2,"Inland Census Water Unit 2",39,,11828.4,11828.4,"Pixel count",53187,"NLCD LANDSAT 2001 Tree Canopy Cover","",2013-07-31,"20004","",2014-05-20,"489998"
"214749509020004","214749478020004",24,391200,4,"Inland Census Water Unit 4",39,,73822.5,73822.5,"Pixel count",331943,"NLCD LANDSAT 2001 Tree Canopy Cover","",2013-07-31,"20004","",2014-05-20,"489998"
"214749510020004","214749478020004",24,391200,11,"Private Unit 5",39,,4721150.6,4721150.6,"Pixel count",21228687,"NLCD LANDSAT 2001 Tree Canopy Cover","",2013-07-31,"20004","",2014-05-20,"489998"
"214749511020004","214749478020004",24,391200,8,"Private Unit 2",39,,1858401.1,1858401.1,"Pixel count",8356314,"NLCD LANDSAT 2001 Tree Canopy Cover","",2013-07-31,"20004","",2014-05-20,"489998"
"214749512020004","214749478020004",24,391200,12,"Private Unit 6",39,,7423758.3,7423758.3,"Pixel count",33380983,"NLCD LANDSAT 2001 Tree Canopy Cover","",2013-07-31,"20004","",2014-05-20,"489998"
"214749513020004","214749478020004",24,391200,19,"Wayne NF",39,,237678.7,237678.7,"Pixel count",1068723,"NLCD LANDSAT 2001 Tree Canopy Cover","",2013-07-31,"20004","",2014-05-20,"489998"
"214749514020004","214749478020004",24,391200,15,"Public Unit 3",39,,144675.3,144675.3,"Pixel count",650534,"NLCD LANDSAT 2001 Tree Canopy Cover","",2013-07-31,"20004","",2014-05-20,"489998"
"219811184010661","219811161010661",24,390700,8,"PRVT_CNTY_GRP_131",39,,270424.7,270424.7,"Pixel count",1215966,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811185010661","219811161010661",24,390700,9,"PRVT_CNTY_GRP_141",39,,409629,409629,"Pixel count",1841899,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811186010661","219811161010661",24,390700,10,"PRVT_CNTY_GRP_145",39,,318453.5,318453.5,"Pixel count",1431928,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811245010661","219811165010661",24,390701,7,"PRVT_CNTY_GRP_13",39,,327000.5,327000.5,"Pixel count",1470359,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811246010661","219811165010661",24,390701,8,"PRVT_CNTY_GRP_131",39,,270424.7,270424.7,"Pixel count",1215966,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811247010661","219811165010661",24,390701,9,"PRVT_CNTY_GRP_141",39,,409629,409629,"Pixel count",1841899,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811248010661","219811165010661",24,390701,10,"PRVT_CNTY_GRP_145",39,,318453.5,318453.5,"Pixel count",1431928,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811249010661","219811165010661",24,390701,11,"PRVT_CNTY_GRP_15",39,,312604.7,312604.7,"Pixel count",1405631,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811250010661","219811165010661",24,390701,12,"PRVT_CNTY_GRP_155",39,,373350.1,373350.1,"Pixel count",1678775,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811251010661","219811165010661",24,390701,13,"PRVT_CNTY_GRP_157",39,,362262.6,362262.6,"Pixel count",1628918,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811252010661","219811165010661",24,390701,14,"PRVT_CNTY_GRP_163",39,,232172.6,232172.6,"Pixel count",1043965,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811253010661","219811165010661",24,390701,15,"PRVT_CNTY_GRP_19",39,,251870.7,251870.7,"Pixel count",1132538,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811187010661","219811161010661",24,390700,11,"PRVT_CNTY_GRP_15",39,,312604.7,312604.7,"Pixel count",1405631,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811188010661","219811161010661",24,390700,12,"PRVT_CNTY_GRP_155",39,,373350.1,373350.1,"Pixel count",1678775,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811189010661","219811161010661",24,390700,13,"PRVT_CNTY_GRP_157",39,,362262.6,362262.6,"Pixel count",1628918,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811190010661","219811161010661",24,390700,14,"PRVT_CNTY_GRP_163",39,,232172.6,232172.6,"Pixel count",1043965,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811191010661","219811161010661",24,390700,15,"PRVT_CNTY_GRP_19",39,,251870.7,251870.7,"Pixel count",1132538,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811192010661","219811161010661",24,390700,16,"PRVT_CNTY_GRP_25",39,,278315.3,278315.3,"Pixel count",1251447,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811193010661","219811161010661",24,390700,17,"PRVT_CNTY_GRP_29",39,,333245.6,333245.6,"Pixel count",1498442,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811194010661","219811161010661",24,390700,18,"PRVT_CNTY_GRP_31",39,,341592.3,341592.3,"Pixel count",1535970,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811195010661","219811161010661",24,390700,19,"PRVT_CNTY_GRP_35",39,,272186.5,272186.5,"Pixel count",1223886,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811196010661","219811161010661",24,390700,20,"PRVT_CNTY_GRP_53",39,,274274.7,274274.7,"Pixel count",1233278,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811197010661","219811161010661",24,390700,21,"PRVT_CNTY_GRP_59",39,,315412.1,315412.1,"Pixel count",1418254,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811198010661","219811161010661",24,390700,22,"PRVT_CNTY_GRP_67",39,,256854,256854,"Pixel count",1154946,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811199010661","219811161010661",24,390700,23,"PRVT_CNTY_GRP_7",39,,444738.7,444738.7,"Pixel count",1999773,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811295010661","219811165010661",24,390701,57,"WATER_UNIT_1",39,,20260.4,20260.4,"Pixel count",91117,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811296010661","219811165010661",24,390701,58,"WATER_UNIT_2",39,,11753.6,11753.6,"Pixel count",52859,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811297010661","219811165010661",24,390701,59,"WATER_UNIT_3",39,,30189,30189,"Pixel count",135766,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811298010661","219811165010661",24,390701,60,"WATER_UNIT_4",39,,73816,73816,"Pixel count",331943,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811299010661","219811165010661",24,390701,61,"WATER_UNIT_5",39,,28232.8,28232.8,"Pixel count",126971,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811300010661","219811165010661",24,390701,62,"WATER_UNIT_6",39,,76844.7,76844.7,"Pixel count",345578,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811239010661","219811165010661",24,390701,1,"NFS_914 ",39,,238161.2,238161.2,"Pixel count",1070903,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811240010661","219811165010661",24,390701,2,"PRVT_CNTY_GRP_1",39,,352287.3,352287.3,"Pixel count",1584061,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811241010661","219811165010661",24,390701,3,"PRVT_CNTY_GRP_105",39,,270844.6,270844.6,"Pixel count",1217853,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811242010661","219811165010661",24,390701,4,"PRVT_CNTY_GRP_111",39,,265188.1,265188.1,"Pixel count",1192422,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811243010661","219811165010661",24,390701,5,"PRVT_CNTY_GRP_119",39,,397202.6,397202.6,"Pixel count",1786023,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811244010661","219811165010661",24,390701,6,"PRVT_CNTY_GRP_121",39,,250717.8,250717.8,"Pixel count",1127356,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811254010661","219811165010661",24,390701,16,"PRVT_CNTY_GRP_25",39,,278315.3,278315.3,"Pixel count",1251447,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811255010661","219811165010661",24,390701,17,"PRVT_CNTY_GRP_29",39,,333245.6,333245.6,"Pixel count",1498442,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811256010661","219811165010661",24,390701,18,"PRVT_CNTY_GRP_31",39,,341592.3,341592.3,"Pixel count",1535970,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811257010661","219811165010661",24,390701,19,"PRVT_CNTY_GRP_35",39,,272186.5,272186.5,"Pixel count",1223886,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811258010661","219811165010661",24,390701,20,"PRVT_CNTY_GRP_53",39,,274274.7,274274.7,"Pixel count",1233278,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811259010661","219811165010661",24,390701,21,"PRVT_CNTY_GRP_59",39,,315412.1,315412.1,"Pixel count",1418254,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811260010661","219811165010661",24,390701,22,"PRVT_CNTY_GRP_67",39,,256854,256854,"Pixel count",1154946,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811261010661","219811165010661",24,390701,23,"PRVT_CNTY_GRP_7",39,,444738.7,444738.7,"Pixel count",1999773,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811262010661","219811165010661",24,390701,24,"PRVT_CNTY_GRP_71",39,,343592.2,343592.2,"Pixel count",1544966,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811263010661","219811165010661",24,390701,25,"PRVT_CNTY_GRP_75",39,,269342.8,269342.8,"Pixel count",1211100,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811264010661","219811165010661",24,390701,26,"PRVT_CNTY_GRP_79",39,,257140,257140,"Pixel count",1156232,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811265010661","219811165010661",24,390701,27,"PRVT_CNTY_GRP_81",39,,254249.5,254249.5,"Pixel count",1143235,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811266010661","219811165010661",24,390701,28,"PRVT_CNTY_GRP_83",39,,335745,335745,"Pixel count",1509678,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811267010661","219811165010661",24,390701,29,"PRVT_CNTY_GRP_87",39,,213661.8,213661.8,"Pixel count",960731,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811268010661","219811165010661",24,390701,30,"PRVT_CNTY_GRP_9",39,,294855.4,294855.4,"Pixel count",1325818,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811269010661","219811165010661",24,390701,31,"PRVT_CNTY_GRP_901",39,,582276.4,582276.4,"Pixel count",2618211,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811270010661","219811165010661",24,390701,32,"PRVT_CNTY_GRP_905",39,,472292.2,472292.2,"Pixel count",2123666,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811271010661","219811165010661",24,390701,33,"PRVT_CNTY_GRP_906",39,,570316.3,570316.3,"Pixel count",2564431,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811272010661","219811165010661",24,390701,34,"PRVT_CNTY_GRP_907",39,,516928.5,516928.5,"Pixel count",2324372,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811273010661","219811165010661",24,390701,35,"PRVT_CNTY_GRP_908",39,,713388.6,713388.6,"Pixel count",3207758,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811274010661","219811165010661",24,390701,36,"PRVT_CNTY_GRP_910",39,,545826.8,545826.8,"Pixel count",2454316,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811275010661","219811165010661",24,390701,37,"PRVT_CNTY_GRP_911",39,,896533.1,896533.1,"Pixel count",4031267,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811276010661","219811165010661",24,390701,38,"PRVT_CNTY_GRP_912",39,,1318660.1,1318660.1,"Pixel count",5929363,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811277010661","219811165010661",24,390701,39,"PRVT_CNTY_GRP_915",39,,1375562,1375562,"Pixel count",6185226,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811278010661","219811165010661",24,390701,40,"PRVT_CNTY_GRP_916",39,,1103288.4,1103288.4,"Pixel count",4960949,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"219811279010661","219811165010661",24,390701,41,"PRVT_CNTY_GRP_917",39,,809308.3,809308.3,"Pixel count",3639061,"NLCD LANDSAT 2001 Tree Canopy Cover","",2009-11-30,"10661","",2014-05-20,"489998"
"197833107010661","197832095010661",24,395441,67,"Population 67",39,258256.9,0,258256.9,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833108010661","197832095010661",24,395441,71,"Population 71",39,354099.3,0,354099.3,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833109010661","197832095010661",24,395441,75,"Population 75",39,270714.8,0,270714.8,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833110010661","197832095010661",24,395441,79,"Population 79",39,267370.1,0,267370.1,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833477010661","197832100010661",24,395551,7,"Population 7",39,449561,0,449561,"Pixel count",100000000,"Stratified sampling estimation","",2009-04-30,"10661","",,""
"197833478010661","197832100010661",24,395551,9,"Population 9",39,305744,0,305744,"Pixel count",100000000,"Stratified sampling estimation","",2009-04-30,"10661","",,""
"197833172010661","197832096010661",24,395442,119,"Population 119",39,425360.5,0,425360.5,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833173010661","197832096010661",24,395442,121,"Population 121",39,254643.5,0,254643.5,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833174010661","197832096010661",24,395442,131,"Population 131",39,282551.3,0,282551.3,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833175010661","197832096010661",24,395442,141,"Population 141",39,440585.3,0,440585.3,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833176010661","197832096010661",24,395442,145,"Population 145",39,379940.9,0,379940.9,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833177010661","197832096010661",24,395442,155,"Population 155",39,394546,0,394546,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833178010661","197832096010661",24,395442,157,"Population 157",39,363248.3,0,363248.3,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833179010661","197832096010661",24,395442,163,"Population 163",39,263291.1,0,263291.1,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833180010661","197832096010661",24,395442,901,"Population 901",39,589599.9,0,589599.9,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833181010661","197832096010661",24,395442,905,"Population 905",39,478442.5,0,478442.5,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833182010661","197832096010661",24,395442,906,"Population 906",39,584991.2,0,584991.2,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833183010661","197832096010661",24,395442,907,"Population 907",39,579272.3,0,579272.3,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833184010661","197832096010661",24,395442,908,"Population 908",39,724154.9,0,724154.9,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833185010661","197832096010661",24,395442,910,"Population 910",39,559766,0,559766,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833186010661","197832096010661",24,395442,911,"Population 911",39,900286.3,0,900286.3,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833479010661","197832100010661",24,395551,13,"Population 13",39,343904,0,343904,"Pixel count",100000000,"Stratified sampling estimation","",2009-04-30,"10661","",,""
"197833111010661","197832095010661",24,395441,81,"Population 81",39,262149.2,0,262149.2,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833112010661","197832095010661",24,395441,83,"Population 83",39,337358.8,0,337358.8,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833113010661","197832095010661",24,395441,87,"Population 87",39,220552.4,0,220552.4,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833114010661","197832095010661",24,395441,99,"Population 99",39,265757.8,0,265757.8,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833115010661","197832095010661",24,395441,105,"Population 105",39,274830.5,0,274830.5,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833116010661","197832095010661",24,395441,111,"Population 111",39,267149.9,0,267149.9,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833117010661","197832095010661",24,395441,119,"Population 119",39,425360.5,0,425360.5,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833118010661","197832095010661",24,395441,121,"Population 121",39,254643.5,0,254643.5,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833119010661","197832095010661",24,395441,131,"Population 131",39,282551.3,0,282551.3,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833120010661","197832095010661",24,395441,141,"Population 141",39,440585.3,0,440585.3,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833121010661","197832095010661",24,395441,145,"Population 145",39,379940.9,0,379940.9,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833122010661","197832095010661",24,395441,155,"Population 155",39,394546,0,394546,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833123010661","197832095010661",24,395441,157,"Population 157",39,363248.3,0,363248.3,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833124010661","197832095010661",24,395441,163,"Population 163",39,263291.1,0,263291.1,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833125010661","197832095010661",24,395441,901,"Population 901",39,589599.9,0,589599.9,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833126010661","197832095010661",24,395441,905,"Population 905",39,478442.5,0,478442.5,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833127010661","197832095010661",24,395441,906,"Population 906",39,584991.2,0,584991.2,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833128010661","197832095010661",24,395441,907,"Population 907",39,579272.3,0,579272.3,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833129010661","197832095010661",24,395441,908,"Population 908",39,724154.9,0,724154.9,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833130010661","197832095010661",24,395441,910,"Population 910",39,559766,0,559766,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833131010661","197832095010661",24,395441,911,"Population 911",39,900286.3,0,900286.3,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833132010661","197832095010661",24,395441,912,"Population 912",39,1351593.8,0,1351593.8,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833134010661","197832095010661",24,395441,915,"Population 915",39,1384253.9,0,1384253.9,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833135010661","197832095010661",24,395441,916,"Population 916",39,1109070.5,0,1109070.5,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833136010661","197832095010661",24,395441,917,"Population 917",39,817931.1,0,817931.1,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833137010661","197832095010661",24,395441,919,"Population 919",39,801584.3,0,801584.3,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833138010661","197832095010661",24,395441,921,"Population 921",39,1512569.8,0,1512569.8,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833139010661","197832095010661",24,395441,923,"Population 923",39,486575,0,486575,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833140010661","197832095010661",24,395441,924,"Population 924",39,631582.2,0,631582.2,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833141010661","197832095010661",24,395441,926,"Population 926",39,404394.8,0,404394.8,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833142010661","197832095010661",24,395441,927,"Population 927",39,762633.9,0,762633.9,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833143010661","197832095010661",24,395441,928,"Population 928",39,1224831.4,0,1224831.4,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833144010661","197832095010661",24,395441,929,"Population 929",39,1544262.4,0,1544262.4,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833147010661","197832095010661",24,395441,999,"Population 999",39,235793.5,0,235793.5,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833094010661","197832095010661",24,395441,1,"Population 1",39,373701.9,0,373701.9,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833095010661","197832095010661",24,395441,7,"Population 7",39,449561.3,0,449561.3,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833096010661","197832095010661",24,395441,9,"Population 9",39,305744.3,0,305744.3,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833097010661","197832095010661",24,395441,13,"Population 13",39,343904.2,0,343904.2,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833098010661","197832095010661",24,395441,15,"Population 15",39,314725.6,0,314725.6,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833099010661","197832095010661",24,395441,19,"Population 19",39,252590.8,0,252590.8,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833100010661","197832095010661",24,395441,25,"Population 25",39,289273.9,0,289273.9,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833102010661","197832095010661",24,395441,29,"Population 29",39,340772.2,0,340772.2,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833103010661","197832095010661",24,395441,31,"Population 31",39,361004.5,0,361004.5,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
"197833104010661","197832095010661",24,395441,35,"Population 35",39,293433.1,0,293433.1,"Pixel count",100000000,"Simple random sample","",2009-04-30,"10661","",,""
