state_code,county_code,county_name,state_abbr,state_name
18,151,Steuben County,IN,Indiana
18,153,Sullivan County,IN,Indiana
18,155,Switzerland County,IN,Indiana
18,157,Tippecanoe County,IN,Indiana
18,159,Tipton County,IN,Indiana
18,161,Union County,IN,Indiana
18,163,Vanderburgh County,IN,Indiana
18,165,Vermillion County,IN,Indiana
18,167,Vigo County,IN,Indiana
18,169,Wabash County,IN,Indiana
18,171,Warren County,IN,Indiana
18,173,Warrick County,IN,Indiana
18,175,Washington County,IN,Indiana
18,177,Wayne County,IN,Indiana
18,179,Wells County,IN,Indiana
18,181,White County,IN,Indiana
18,183,Whitley County,IN,Indiana
19,1,Adair County,IA,Iowa
19,3,Adams County,IA,Iowa
19,5,Allamakee County,IA,Iowa
19,7,Appanoose County,IA,Iowa
19,9,Audubon County,IA,Iowa
19,11,Benton County,IA,Iowa
19,13,Black Hawk County,IA,Iowa
19,15,Boone County,IA,Iowa
19,17,Bremer County,IA,Iowa
19,19,Buchanan County,IA,Iowa
19,21,Buena Vista County,IA,Iowa
19,23,Butler County,IA,Iowa
19,25,Calhoun County,IA,Iowa
19,27,Carroll County,IA,Iowa
19,29,Cass County,IA,Iowa
19,31,Cedar County,IA,Iowa
19,33,Cerro Gordo County,IA,Iowa
19,35,Cherokee County,IA,Iowa
19,37,Chickasaw County,IA,Iowa
19,39,Clarke County,IA,Iowa
19,41,Clay County,IA,Iowa
19,43,Clayton County,IA,Iowa
19,45,Clinton County,IA,Iowa
19,47,Crawford County,IA,Iowa
19,49,Dallas County,IA,Iowa
19,51,Davis County,IA,Iowa
19,53,Decatur County,IA,Iowa
19,55,Delaware County,IA,Iowa
19,57,Des Moines County,IA,Iowa
19,59,Dickinson County,IA,Iowa
19,61,Dubuque County,IA,Iowa
19,63,Emmet County,IA,Iowa
19,65,Fayette County,IA,Iowa
19,67,Floyd County,IA,Iowa
19,69,Franklin County,IA,Iowa
19,71,Fremont County,IA,Iowa
19,73,Greene County,IA,Iowa
19,75,Grundy County,IA,Iowa
19,77,Guthrie County,IA,Iowa
19,79,Hamilton County,IA,Iowa
19,81,Hancock County,IA,Iowa
19,83,Hardin County,IA,Iowa
19,85,Harrison County,IA,Iowa
19,87,Henry County,IA,Iowa
19,89,Howard County,IA,Iowa
19,91,Humboldt County,IA,Iowa
19,93,Ida County,IA,Iowa
19,95,Iowa County,IA,Iowa
19,97,Jackson County,IA,Iowa
19,99,Jasper County,IA,Iowa
19,101,Jefferson County,IA,Iowa
19,103,Johnson County,IA,Iowa
19,105,Jones County,IA,Iowa
19,107,Keokuk County,IA,Iowa
19,109,Kossuth County,IA,Iowa
19,111,Lee County,IA,Iowa
19,113,Linn County,IA,Iowa
19,115,Louisa County,IA,Iowa
19,117,Lucas County,IA,Iowa
19,119,Lyon County,IA,Iowa
19,121,Madison County,IA,Iowa
19,123,Mahaska County,IA,Iowa
19,125,Marion County,IA,Iowa
19,127,Marshall County,IA,Iowa
19,129,Mills County,IA,Iowa
19,131,Mitchell County,IA,Iowa
19,133,Monona County,IA,Iowa
19,135,Monroe County,IA,Iowa
19,137,Montgomery County,IA,Iowa
19,139,Muscatine County,IA,Iowa
19,141,O'Brien County,IA,Iowa
19,143,Osceola County,IA,Iowa
19,145,Page County,IA,Iowa
19,147,Palo Alto County,IA,Iowa
19,149,Plymouth County,IA,Iowa
19,151,Pocahontas County,IA,Iowa
19,153,Polk County,IA,Iowa
19,155,Pottawattamie County,IA,Iowa
19,157,Poweshiek County,IA,Iowa
19,159,Ringgold County,IA,Iowa
19,161,Sac County,IA,Iowa
19,163,Scott County,IA,Iowa
19,165,Shelby County,IA,Iowa
19,167,Sioux County,IA,Iowa
19,169,Story County,IA,Iowa
19,171,Tama County,IA,Iowa
19,173,Taylor County,IA,Iowa
19,175,Union County,IA,Iowa
19,177,Van Buren County,IA,Iowa
19,179,Wapello County,IA,Iowa
19,181,Warren County,IA,Iowa
19,183,Washington County,IA,Iowa
19,185,Wayne County,IA,Iowa
19,187,Webster County,IA,Iowa
19,189,Winnebago County,IA,Iowa
19,191,Winneshiek County,IA,Iowa
19,193,Woodbury County,IA,Iowa
19,195,Worth County,IA,Iowa
19,197,Wright County,IA,Iowa
20,1,Allen County,KS,Kansas
20,3,Anderson County,KS,Kansas
20,5,Atchison County,KS,Kansas
20,7,Barber County,KS,Kansas
20,9,Barton County,KS,Kansas
20,11,Bourbon County,KS,Kansas
20,13,Brown County,KS,Kansas
20,15,Butler County,KS,Kansas
20,17,Chase County,KS,Kansas
20,19,Chautauqua County,KS,Kansas
20,21,Cherokee County,KS,Kansas
20,23,Cheyenne County,KS,Kansas
20,25,Clark County,KS,Kansas
20,27,Clay County,KS,Kansas
20,29,Cloud County,KS,Kansas
20,31,Coffey County,KS,Kansas
20,33,Comanche County,KS,Kansas
20,35,Cowley County,KS,Kansas
20,37,Crawford County,KS,Kansas
20,39,Decatur County,KS,Kansas
20,41,Dickinson County,KS,Kansas
20,43,Doniphan County,KS,Kansas
20,45,Douglas County,KS,Kansas
20,47,Edwards County,KS,Kansas
20,49,Elk County,KS,Kansas
20,51,Ellis County,KS,Kansas
20,53,Ellsworth County,KS,Kansas
20,55,Finney County,KS,Kansas
20,57,Ford County,KS,Kansas
20,59,Franklin County,KS,Kansas
20,61,Geary County,KS,Kansas
20,63,Gove County,KS,Kansas
20,65,Graham County,KS,Kansas
20,67,Grant County,KS,Kansas
20,69,Gray County,KS,Kansas
20,71,Greeley County,KS,Kansas
20,73,Greenwood County,KS,Kansas
20,75,Hamilton County,KS,Kansas
20,77,Harper County,KS,Kansas
20,79,Harvey County,KS,Kansas
20,81,Haskell County,KS,Kansas
20,83,Hodgeman County,KS,Kansas
20,85,Jackson County,KS,Kansas
20,87,Jefferson County,KS,Kansas
20,89,Jewell County,KS,Kansas
20,91,Johnson County,KS,Kansas
20,93,Kearny County,KS,Kansas
20,95,Kingman County,KS,Kansas
20,97,Kiowa County,KS,Kansas
20,99,Labette County,KS,Kansas
20,101,Lane County,KS,Kansas
20,103,Leavenworth County,KS,Kansas
20,105,Lincoln County,KS,Kansas
20,107,Linn County,KS,Kansas
20,109,Logan County,KS,Kansas
20,111,Lyon County,KS,Kansas
20,113,McPherson County,KS,Kansas
20,115,Marion County,KS,Kansas
20,117,Marshall County,KS,Kansas
20,119,Meade County,KS,Kansas
20,121,Miami County,KS,Kansas
20,123,Mitchell County,KS,Kansas
20,125,Montgomery County,KS,Kansas
20,127,Morris County,KS,Kansas
20,129,Morton County,KS,Kansas
20,131,Nemaha County,KS,Kansas
20,133,Neosho County,KS,Kansas
20,135,Ness County,KS,Kansas
20,137,Norton County,KS,Kansas
20,139,Osage County,KS,Kansas
20,141,Osborne County,KS,Kansas
20,143,Ottawa County,KS,Kansas
20,145,Pawnee County,KS,Kansas
20,147,Phillips County,KS,Kansas
20,149,Pottawatomie County,KS,Kansas
20,151,Pratt County,KS,Kansas
20,153,Rawlins County,KS,Kansas
20,155,Reno County,KS,Kansas
20,157,Republic County,KS,Kansas
20,159,Rice County,KS,Kansas
20,161,Riley County,KS,Kansas
20,163,Rooks County,KS,Kansas
20,165,Rush County,KS,Kansas
20,167,Russell County,KS,Kansas
20,169,Saline County,KS,Kansas
20,171,Scott County,KS,Kansas
20,173,Sedgwick County,KS,Kansas
20,175,Seward County,KS,Kansas
20,177,Shawnee County,KS,Kansas
20,179,Sheridan County,KS,Kansas
20,181,Sherman County,KS,Kansas
20,183,Smith County,KS,Kansas
20,185,Stafford County,KS,Kansas
20,187,Stanton County,KS,Kansas
20,189,Stevens County,KS,Kansas
20,191,Sumner County,KS,Kansas
20,193,Thomas County,KS,Kansas
20,195,Trego County,KS,Kansas
20,197,Wabaunsee County,KS,Kansas
20,199,Wallace County,KS,Kansas
20,201,Washington County,KS,Kansas
20,203,Wichita County,KS,Kansas
20,205,Wilson County,KS,Kansas
20,207,Woodson County,KS,Kansas
20,209,Wyandotte County,KS,Kansas
21,1,Adair County,KY,Kentucky
21,3,Allen County,KY,Kentucky
21,5,Anderson County,KY,Kentucky
21,7,Ballard County,KY,Kentucky
21,9,Barren County,KY,Kentucky
21,11,Bath County,KY,Kentucky
21,13,Bell County,KY,Kentucky
21,15,Boone County,KY,Kentucky
21,17,Bourbon County,KY,Kentucky
21,19,Boyd County,KY,Kentucky
21,21,Boyle County,KY,Kentucky
21,23,Bracken County,KY,Kentucky
21,25,Breathitt County,KY,Kentucky
21,27,Breckinridge County,KY,Kentucky
21,29,Bullitt County,KY,Kentucky
21,31,Butler County,KY,Kentucky
21,33,Caldwell County,KY,Kentucky
21,35,Calloway County,KY,Kentucky
21,37,Campbell County,KY,Kentucky
21,39,Carlisle County,KY,Kentucky
21,41,Carroll County,KY,Kentucky
21,43,Carter County,KY,Kentucky
21,45,Casey County,KY,Kentucky
21,47,Christian County,KY,Kentucky
21,49,Clark County,KY,Kentucky
21,51,Clay County,KY,Kentucky
21,53,Clinton County,KY,Kentucky
21,55,Crittenden County,KY,Kentucky
21,57,Cumberland County,KY,Kentucky
21,59,Daviess County,KY,Kentucky
21,61,Edmonson County,KY,Kentucky
21,63,Elliott County,KY,Kentucky
21,65,Estill County,KY,Kentucky
21,67,Fayette County,KY,Kentucky
21,69,Fleming County,KY,Kentucky
21,71,Floyd County,KY,Kentucky
21,73,Franklin County,KY,Kentucky
21,75,Fulton County,KY,Kentucky
21,77,Gallatin County,KY,Kentucky
21,79,Garrard County,KY,Kentucky
21,81,Grant County,KY,Kentucky
21,83,Graves County,KY,Kentucky
21,85,Grayson County,KY,Kentucky
21,87,Green County,KY,Kentucky
21,89,Greenup County,KY,Kentucky
21,91,Hancock County,KY,Kentucky
21,93,Hardin County,KY,Kentucky
21,95,Harlan County,KY,Kentucky
21,97,Harrison County,KY,Kentucky
21,99,Hart County,KY,Kentucky
21,101,Henderson County,KY,Kentucky
21,103,Henry County,KY,Kentucky
21,105,Hickman County,KY,Kentucky
21,107,Hopkins County,KY,Kentucky
21,109,Jackson County,KY,Kentucky
21,111,Jefferson County,KY,Kentucky
21,113,Jessamine County,KY,Kentucky
21,115,Johnson County,KY,Kentucky
21,117,Kenton County,KY,Kentucky
21,119,Knott County,KY,Kentucky
21,121,Knox County,KY,Kentucky
21,123,Larue County,KY,Kentucky
21,125,Laurel County,KY,Kentucky
21,127,Lawrence County,KY,Kentucky
21,129,Lee County,KY,Kentucky
21,131,Leslie County,KY,Kentucky
21,133,Letcher County,KY,Kentucky
21,135,Lewis County,KY,Kentucky
21,137,Lincoln County,KY,Kentucky
21,139,Livingston County,KY,Kentucky
21,141,Logan County,KY,Kentucky
21,143,Lyon County,KY,Kentucky
21,145,McCracken County,KY,Kentucky
21,147,McCreary County,KY,Kentucky
21,149,McLean County,KY,Kentucky
21,151,Madison County,KY,Kentucky
21,153,Magoffin County,KY,Kentucky
21,155,Marion County,KY,Kentucky
21,157,Marshall County,KY,Kentucky
21,159,Martin County,KY,Kentucky
21,161,Mason County,KY,Kentucky
21,163,Meade County,KY,Kentucky
21,165,Menifee County,KY,Kentucky
21,167,Mercer County,KY,Kentucky
21,169,Metcalfe County,KY,Kentucky
21,171,Monroe County,KY,Kentucky
21,173,Montgomery County,KY,Kentucky
21,175,Morgan County,KY,Kentucky
21,177,Muhlenberg County,KY,Kentucky
21,179,Nelson County,KY,Kentucky
21,181,Nicholas County,KY,Kentucky
21,183,Ohio County,KY,Kentucky
21,185,Oldham County,KY,Kentucky
21,187,Owen County,KY,Kentucky
21,189,Owsley County,KY,Kentucky
21,191,Pendleton County,KY,Kentucky
21,193,Perry County,KY,Kentucky
21,195,Pike County,KY,Kentucky
21,197,Powell County,KY,Kentucky
21,199,Pulaski County,KY,Kentucky
21,201,Robertson County,KY,Kentucky
21,203,Rockcastle County,KY,Kentucky
21,205,Rowan County,KY,Kentucky
21,207,Russell County,KY,Kentucky
21,209,Scott County,KY,Kentucky
21,211,Shelby County,KY,Kentucky
21,213,Simpson County,KY,Kentucky
21,215,Spencer County,KY,Kentucky
21,217,Taylor County,KY,Kentucky
21,219,Todd County,KY,Kentucky
21,221,Trigg County,KY,Kentucky
21,223,Trimble County,KY,Kentucky
21,225,Union County,KY,Kentucky
21,227,Warren County,KY,Kentucky
21,229,Washington County,KY,Kentucky
21,231,Wayne County,KY,Kentucky
21,233,Webster County,KY,Kentucky
21,235,Whitley County,KY,Kentucky
21,237,Wolfe County,KY,Kentucky
21,239,Woodford County,KY,Kentucky
22,1,Acadia Parish,LA,Louisiana
22,3,Allen Parish,LA,Louisiana
22,5,Ascension Parish,LA,Louisiana
22,7,Assumption Parish,LA,Louisiana
22,9,Avoyelles Parish,LA,Louisiana
22,11,Beauregard Parish,LA,Louisiana
22,13,Bienville Parish,LA,Louisiana
22,15,Bossier Parish,LA,Louisiana
22,17,Caddo Parish,LA,Louisiana
22,19,Calcasieu Parish,LA,Louisiana
22,21,Caldwell Parish,LA,Louisiana
22,23,Cameron Parish,LA,Louisiana
22,25,Catahoula Parish,LA,Louisiana
22,27,Claiborne Parish,LA,Louisiana
22,29,Concordia Parish,LA,Louisiana
22,31,De Soto Parish,LA,Louisiana
22,33,East Baton Rouge Parish,LA,Louisiana
22,35,East Carroll Parish,LA,Louisiana
22,37,East Feliciana Parish,LA,Louisiana
22,39,Evangeline Parish,LA,Louisiana
22,41,Franklin Parish,LA,Louisiana
22,43,Grant Parish,LA,Louisiana
22,45,Iberia Parish,LA,Louisiana
22,47,Iberville Parish,LA,Louisiana
22,49,Jackson Parish,LA,Louisiana
22,51,Jefferson Parish,LA,Louisiana
22,53,Jefferson Davis Parish,LA,Louisiana
22,55,Lafayette Parish,LA,Louisiana
22,57,Lafourche Parish,LA,Louisiana
22,59,La Salle Parish,LA,Louisiana
22,61,Lincoln Parish,LA,Louisiana
22,63,Livingston Parish,LA,Louisiana
22,65,Madison Parish,LA,Louisiana
22,67,Morehouse Parish,LA,Louisiana
22,69,Natchitoches Parish,LA,Louisiana
22,71,Orleans Parish,LA,Louisiana
22,73,Ouachita Parish,LA,Louisiana
22,75,Plaquemines Parish,LA,Louisiana
22,77,Pointe Coupee Parish,LA,Louisiana
22,79,Rapides Parish,LA,Louisiana
22,81,Red River Parish,LA,Louisiana
22,83,Richland Parish,LA,Louisiana
22,85,Sabine Parish,LA,Louisiana
22,87,St. Bernard Parish,LA,Louisiana
22,89,St. Charles Parish,LA,Louisiana
22,91,St. Helena Parish,LA,Louisiana
22,93,St. James Parish,LA,Louisiana
22,95,St. John the Baptist Parish,LA,Louisiana
22,97,St. Landry Parish,LA,Louisiana
22,99,St. Martin Parish,LA,Louisiana
22,101,St. Mary Parish,LA,Louisiana
22,103,St. Tammany Parish,LA,Louisiana
22,105,Tangipahoa Parish,LA,Louisiana
22,107,Tensas Parish,LA,Louisiana
22,109,Terrebonne Parish,LA,Louisiana
22,111,Union Parish,LA,Louisiana
22,113,Vermilion Parish,LA,Louisiana
22,115,Vernon Parish,LA,Louisiana
22,117,Washington Parish,LA,Louisiana
22,119,Webster Parish,LA,Louisiana
22,121,West Baton Rouge Parish,LA,Louisiana
22,123,West Carroll Parish,LA,Louisiana
22,125,West Feliciana Parish,LA,Louisiana
22,127,Winn Parish,LA,Louisiana
23,1,Androscoggin County,ME,Maine
23,3,Aroostook County,ME,Maine
23,5,Cumberland County,ME,Maine
23,7,Franklin County,ME,Maine
23,9,Hancock County,ME,Maine
23,11,Kennebec County,ME,Maine
23,13,Knox County,ME,Maine
23,15,Lincoln County,ME,Maine
23,17,Oxford County,ME,Maine
23,19,Penobscot County,ME,Maine
23,21,Piscataquis County,ME,Maine
23,23,Sagadahoc County,ME,Maine
23,25,Somerset County,ME,Maine
23,27,Waldo County,ME,Maine
23,29,Washington County,ME,Maine
23,31,York County,ME,Maine
24,1,Allegany County,MD,Maryland
24,3,Anne Arundel County,MD,Maryland
24,5,Baltimore County,MD,Maryland
24,9,Calvert County,MD,Maryland
24,11,Caroline County,MD,Maryland
24,13,Carroll County,MD,Maryland
24,15,Cecil County,MD,Maryland
24,17,Charles County,MD,Maryland
24,19,Dorchester County,MD,Maryland
24,21,Frederick County,MD,Maryland
24,23,Garrett County,MD,Maryland
24,25,Harford County,MD,Maryland
24,27,Howard County,MD,Maryland
24,29,Kent County,MD,Maryland
24,31,Montgomery County,MD,Maryland
24,33,Prince George's County,MD,Maryland
24,35,Queen Anne's County,MD,Maryland
24,37,St. Mary's County,MD,Maryland
24,39,Somerset County,MD,Maryland
24,41,Talbot County,MD,Maryland
24,43,Washington County,MD,Maryland
24,45,Wicomico County,MD,Maryland
24,47,Worcester County,MD,Maryland
24,510,Baltimore city,MD,Maryland
25,1,Barnstable County,MA,Massachusetts
25,3,Berkshire County,MA,Massachusetts
25,5,Bristol County,MA,Massachusetts
25,7,Dukes County,MA,Massachusetts
25,9,Essex County,MA,Massachusetts
25,11,Franklin County,MA,Massachusetts
25,13,Hampden County,MA,Massachusetts
25,15,Hampshire County,MA,Massachusetts
25,17,Middlesex County,MA,Massachusetts
25,19,Nantucket County,MA,Massachusetts
25,21,Norfolk County,MA,Massachusetts
25,23,Plymouth County,MA,Massachusetts
25,25,Suffolk County,MA,Massachusetts
25,27,Worcester County,MA,Massachusetts
26,1,Alcona County,MI,Michigan
26,3,Alger County,MI,Michigan
26,5,Allegan County,MI,Michigan
26,7,Alpena County,MI,Michigan
26,9,Antrim County,MI,Michigan
26,11,Arenac County,MI,Michigan
26,13,Baraga County,MI,Michigan
26,15,Barry County,MI,Michigan
26,17,Bay County,MI,Michigan
26,19,Benzie County,MI,Michigan
26,21,Berrien County,MI,Michigan
26,23,Branch County,MI,Michigan
26,25,Calhoun County,MI,Michigan
26,27,Cass County,MI,Michigan
26,29,Charlevoix County,MI,Michigan
26,31,Cheboygan County,MI,Michigan
26,33,Chippewa County,MI,Michigan
26,35,Clare County,MI,Michigan
26,37,Clinton County,MI,Michigan
26,39,Crawford County,MI,Michigan
26,41,Delta County,MI,Michigan
26,43,Dickinson County,MI,Michigan
26,45,Eaton County,MI,Michigan
26,47,Emmet County,MI,Michigan
26,49,Genesee County,MI,Michigan
26,51,Gladwin County,MI,Michigan
26,53,Gogebic County,MI,Michigan
26,55,Grand Traverse County,MI,Michigan
26,57,Gratiot County,MI,Michigan
26,59,Hillsdale County,MI,Michigan
26,61,Houghton County,MI,Michigan
26,63,Huron County,MI,Michigan
26,65,Ingham County,MI,Michigan
26,67,Ionia County,MI,Michigan
26,69,Iosco County,MI,Michigan
26,71,Iron County,MI,Michigan
26,73,Isabella County,MI,Michigan
26,75,Jackson County,MI,Michigan
26,77,Kalamazoo County,MI,Michigan
26,79,Kalkaska County,MI,Michigan
26,81,Kent County,MI,Michigan
26,83,Keweenaw County,MI,Michigan
26,85,Lake County,MI,Michigan
26,87,Lapeer County,MI,Michigan
26,89,Leelanau County,MI,Michigan
26,91,Lenawee County,MI,Michigan
26,93,Livingston County,MI,Michigan
26,95,Luce County,MI,Michigan
26,97,Mackinac County,MI,Michigan
26,99,Macomb County,MI,Michigan
26,101,Manistee County,MI,Michigan
26,103,Marquette County,MI,Michigan
26,105,Mason County,MI,Michigan
26,107,Mecosta County,MI,Michigan
26,109,Menominee County,MI,Michigan
26,111,Midland County,MI,Michigan
26,113,Missaukee County,MI,Michigan
26,115,Monroe County,MI,Michigan
26,117,Montcalm County,MI,Michigan
26,119,Montmorency County,MI,Michigan
26,121,Muskegon County,MI,Michigan
26,123,Newaygo County,MI,Michigan
26,125,Oakland County,MI,Michigan
26,127,Oceana County,MI,Michigan
26,129,Ogemaw County,MI,Michigan
26,131,Ontonagon County,MI,Michigan
26,133,Osceola County,MI,Michigan
26,135,Oscoda County,MI,Michigan
26,137,Otsego County,MI,Michigan
26,139,Ottawa County,MI,Michigan
26,141,Presque Isle County,MI,Michigan
26,143,Roscommon County,MI,Michigan
26,145,Saginaw County,MI,Michigan
26,147,St. Clair County,MI,Michigan
26,149,St. Joseph County,MI,Michigan
26,151,Sanilac County,MI,Michigan
26,153,Schoolcraft County,MI,Michigan
26,155,Shiawassee County,MI,Michigan
26,157,Tuscola County,MI,Michigan
26,159,Van Buren County,MI,Michigan
26,161,Washtenaw County,MI,Michigan
26,163,Wayne County,MI,Michigan
26,165,Wexford County,MI,Michigan
27,1,Aitkin County,MN,Minnesota
27,3,Anoka County,MN,Minnesota
27,5,Becker County,MN,Minnesota
27,7,Beltrami County,MN,Minnesota
27,9,Benton County,MN,Minnesota
27,11,Big Stone County,MN,Minnesota
27,13,Blue Earth County,MN,Minnesota
27,15,Brown County,MN,Minnesota
27,17,Carlton County,MN,Minnesota
27,19,Carver County,MN,Minnesota
27,21,Cass County,MN,Minnesota
27,23,Chippewa County,MN,Minnesota
27,25,Chisago County,MN,Minnesota
27,27,Clay County,MN,Minnesota
27,29,Clearwater County,MN,Minnesota
27,31,Cook County,MN,Minnesota
27,33,Cottonwood County,MN,Minnesota
27,35,Crow Wing County,MN,Minnesota
27,37,Dakota County,MN,Minnesota
27,39,Dodge County,MN,Minnesota
27,41,Douglas County,MN,Minnesota
27,43,Faribault County,MN,Minnesota
27,45,Fillmore County,MN,Minnesota
27,47,Freeborn County,MN,Minnesota
27,49,Goodhue County,MN,Minnesota
27,51,Grant County,MN,Minnesota
27,53,Hennepin County,MN,Minnesota
27,55,Houston County,MN,Minnesota
27,57,Hubbard County,MN,Minnesota
27,59,Isanti County,MN,Minnesota
27,61,Itasca County,MN,Minnesota
27,63,Jackson County,MN,Minnesota
27,65,Kanabec County,MN,Minnesota
27,67,Kandiyohi County,MN,Minnesota
27,69,Kittson County,MN,Minnesota
27,71,Koochiching County,MN,Minnesota
27,73,Lac qui Parle County,MN,Minnesota
27,75,Lake County,MN,Minnesota
27,77,Lake of the Woods County,MN,Minnesota
27,79,Le Sueur County,MN,Minnesota
27,81,Lincoln County,MN,Minnesota
27,83,Lyon County,MN,Minnesota
27,85,McLeod County,MN,Minnesota
27,87,Mahnomen County,MN,Minnesota
27,89,Marshall County,MN,Minnesota
27,91,Martin County,MN,Minnesota
27,93,Meeker County,MN,Minnesota
27,95,Mille Lacs County,MN,Minnesota
27,97,Morrison County,MN,Minnesota
27,99,Mower County,MN,Minnesota
27,101,Murray County,MN,Minnesota
27,103,Nicollet County,MN,Minnesota
27,105,Nobles County,MN,Minnesota
27,107,Norman County,MN,Minnesota
27,109,Olmsted County,MN,Minnesota
27,111,Otter Tail County,MN,Minnesota
27,113,Pennington County,MN,Minnesota
27,115,Pine County,MN,Minnesota
27,117,Pipestone County,MN,Minnesota
27,119,Polk County,MN,Minnesota
27,121,Pope County,MN,Minnesota
27,123,Ramsey County,MN,Minnesota
27,125,Red Lake County,MN,Minnesota
27,127,Redwood County,MN,Minnesota
27,129,Renville County,MN,Minnesota
27,131,Rice County,MN,Minnesota
27,133,Rock County,MN,Minnesota
27,135,Roseau County,MN,Minnesota
27,137,St. Louis County,MN,Minnesota
27,139,Scott County,MN,Minnesota
27,141,Sherburne County,MN,Minnesota
27,143,Sibley County,MN,Minnesota
27,145,Stearns County,MN,Minnesota
27,147,Steele County,MN,Minnesota
27,149,Stevens County,MN,Minnesota
27,151,Swift County,MN,Minnesota
27,153,Todd County,MN,Minnesota
27,155,Traverse County,MN,Minnesota
27,157,Wabasha County,MN,Minnesota
27,159,Wadena County,MN,Minnesota
27,161,Waseca County,MN,Minnesota
27,163,Washington County,MN,Minnesota
27,165,Watonwan County,MN,Minnesota
27,167,Wilkin County,MN,Minnesota
27,169,Winona County,MN,Minnesota
27,171,Wright County,MN,Minnesota
27,173,Yellow Medicine County,MN,Minnesota
28,1,Adams County,MS,Mississippi
28,3,Alcorn County,MS,Mississippi
28,5,Amite County,MS,Mississippi
28,7,Attala County,MS,Mississippi
28,9,Benton County,MS,Mississippi
28,11,Bolivar County,MS,Mississippi
28,13,Calhoun County,MS,Mississippi
28,15,Carroll County,MS,Mississippi
28,17,Chickasaw County,MS,Mississippi
28,19,Choctaw County,MS,Mississippi
28,21,Claiborne County,MS,Mississippi
28,23,Clarke County,MS,Mississippi
28,25,Clay County,MS,Mississippi
28,27,Coahoma County,MS,Mississippi
28,29,Copiah County,MS,Mississippi
28,31,Covington County,MS,Mississippi
28,33,DeSoto County,MS,Mississippi
28,35,Forrest County,MS,Mississippi
28,37,Franklin County,MS,Mississippi
28,39,George County,MS,Mississippi
28,41,Greene County,MS,Mississippi
28,43,Grenada County,MS,Mississippi
28,45,Hancock County,MS,Mississippi
28,47,Harrison County,MS,Mississippi
28,49,Hinds County,MS,Mississippi
28,51,Holmes County,MS,Mississippi
28,53,Humphreys County,MS,Mississippi
28,55,Issaquena County,MS,Mississippi
28,57,Itawamba County,MS,Mississippi
28,59,Jackson County,MS,Mississippi
28,61,Jasper County,MS,Mississippi
28,63,Jefferson County,MS,Mississippi
28,65,Jefferson Davis County,MS,Mississippi
28,67,Jones County,MS,Mississippi
28,69,Kemper County,MS,Mississippi
28,71,Lafayette County,MS,Mississippi
28,73,Lamar County,MS,Mississippi
28,75,Lauderdale County,MS,Mississippi
28,77,Lawrence County,MS,Mississippi
28,79,Leake County,MS,Mississippi
28,81,Lee County,MS,Mississippi
28,83,Leflore County,MS,Mississippi
28,85,Lincoln County,MS,Mississippi
28,87,Lowndes County,MS,Mississippi
28,89,Madison County,MS,Mississippi
28,91,Marion County,MS,Mississippi
28,93,Marshall County,MS,Mississippi
28,95,Monroe County,MS,Mississippi
28,97,Montgomery County,MS,Mississippi
28,99,Neshoba County,MS,Mississippi
28,101,Newton County,MS,Mississippi
28,103,Noxubee County,MS,Mississippi
28,105,Oktibbeha County,MS,Mississippi
28,107,Panola County,MS,Mississippi
28,109,Pearl River County,MS,Mississippi
28,111,Perry County,MS,Mississippi
28,113,Pike County,MS,Mississippi
28,115,Pontotoc County,MS,Mississippi
28,117,Prentiss County,MS,Mississippi
28,119,Quitman County,MS,Mississippi
28,121,Rankin County,MS,Mississippi
28,123,Scott County,MS,Mississippi
28,125,Sharkey County,MS,Mississippi
28,127,Simpson County,MS,Mississippi
28,129,Smith County,MS,Mississippi
28,131,Stone County,MS,Mississippi
28,133,Sunflower County,MS,Mississippi
28,135,Tallahatchie County,MS,Mississippi
28,137,Tate County,MS,Mississippi
28,139,Tippah County,MS,Mississippi
28,141,Tishomingo County,MS,Mississippi
28,143,Tunica County,MS,Mississippi
28,145,Union County,MS,Mississippi
28,147,Walthall County,MS,Mississippi
28,149,Warren County,MS,Mississippi
28,151,Washington County,MS,Mississippi
28,153,Wayne County,MS,Mississippi
28,155,Webster County,MS,Mississippi
28,157,Wilkinson County,MS,Mississippi
28,159,Winston County,MS,Mississippi
28,161,Yalobusha County,MS,Mississippi
28,163,Yazoo County,MS,Mississippi
29,1,Adair County,MO,Missouri
29,3,Andrew County,MO,Missouri
29,5,Atchison County,MO,Missouri
29,7,Audrain County,MO,Missouri
29,9,Barry County,MO,Missouri
29,11,Barton County,MO,Missouri
29,13,Bates County,MO,Missouri
29,15,Benton County,MO,Missouri
29,17,Bollinger County,MO,Missouri
29,19,Boone County,MO,Missouri
29,21,Buchanan County,MO,Missouri
29,23,Butler County,MO,Missouri
29,25,Caldwell County,MO,Missouri
29,27,Callaway County,MO,Missouri
29,29,Camden County,MO,Missouri
29,31,Cape Girardeau County,MO,Missouri
29,33,Carroll County,MO,Missouri
29,35,Carter County,MO,Missouri
29,37,Cass County,MO,Missouri
29,39,Cedar County,MO,Missouri
29,41,Chariton County,MO,Missouri
29,43,Christian County,MO,Missouri
29,45,Clark County,MO,Missouri
29,47,Clay County,MO,Missouri
29,49,Clinton County,MO,Missouri
29,51,Cole County,MO,Missouri
29,53,Cooper County,MO,Missouri
29,55,Crawford County,MO,Missouri
29,57,Dade County,MO,Missouri
29,59,Dallas County,MO,Missouri
